x,y,clc
0,0,24
0,1,24
0,2,24
0,3,24
0,4,24
0,5,24
0,6,24
0,7,24
0,8,18
0,9,21
0,10,21
0,11,12
0,12,12
0,13,12
0,14,12
0,15,12
0,16,12
0,17,12
0,18,12
0,19,12
0,20,12
0,21,21
0,22,21
0,23,21
0,24,21
0,25,12
0,26,12
0,27,12
0,28,12
0,29,12
0,30,12
0,31,29
0,32,24
0,33,25
0,34,25
0,35,25
0,36,24
0,37,24
0,38,24
0,39,29
0,40,24
0,41,24
0,42,21
0,43,21
0,44,25
0,45,25
0,46,23
0,47,23
0,48,23
0,49,23
0,50,23
0,51,23
0,52,25
0,53,25
0,54,25
0,55,24
0,56,24
0,57,24
0,58,24
0,59,29
0,60,24
0,61,24
0,62,24
0,63,24
0,64,27
0,65,27
0,66,32
0,67,31
0,68,26
0,69,26
0,70,26
0,71,32
0,72,31
0,73,31
0,74,29
0,75,24
0,76,27
0,77,41
0,78,41
0,79,27
0,80,29
0,81,29
0,82,29
0,83,29
0,84,31
0,85,29
0,86,29
0,87,29
0,88,32
0,89,32
0,90,31
0,91,31
0,92,31
0,93,29
0,94,27
0,95,27
0,96,27
0,97,27
0,98,27
0,99,27
0,100,27
0,101,27
0,102,24
0,103,24
0,104,24
0,105,24
0,106,24
0,107,24
0,108,24
0,109,11
0,110,24
0,111,24
0,112,24
0,113,24
0,114,24
0,115,24
0,116,25
0,117,25
0,118,25
0,119,25
0,120,25
0,121,23
0,122,23
0,123,25
0,124,29
0,125,29
0,126,29
0,127,29
1,0,24
1,1,24
1,2,24
1,3,24
1,4,24
1,5,24
1,6,24
1,7,24
1,8,21
1,9,12
1,10,12
1,11,12
1,12,12
1,13,12
1,14,12
1,15,12
1,16,12
1,17,12
1,18,12
1,19,12
1,20,12
1,21,12
1,22,2
1,23,21
1,24,33
1,25,12
1,26,12
1,27,12
1,28,24
1,29,12
1,30,12
1,31,29
1,32,24
1,33,24
1,34,24
1,35,24
1,36,24
1,37,24
1,38,24
1,39,24
1,40,24
1,41,21
1,42,21
1,43,24
1,44,25
1,45,25
1,46,23
1,47,23
1,48,23
1,49,23
1,50,23
1,51,23
1,52,25
1,53,25
1,54,25
1,55,25
1,56,24
1,57,24
1,58,24
1,59,29
1,60,24
1,61,24
1,62,24
1,63,29
1,64,27
1,65,27
1,66,27
1,67,31
1,68,26
1,69,26
1,70,26
1,71,32
1,72,31
1,73,32
1,74,32
1,75,27
1,76,27
1,77,27
1,78,27
1,79,27
1,80,27
1,81,27
1,82,29
1,83,26
1,84,31
1,85,32
1,86,32
1,87,32
1,88,32
1,89,31
1,90,31
1,91,31
1,92,31
1,93,29
1,94,27
1,95,27
1,96,27
1,97,27
1,98,27
1,99,27
1,100,27
1,101,27
1,102,24
1,103,24
1,104,24
1,105,24
1,106,24
1,107,24
1,108,11
1,109,11
1,110,24
1,111,24
1,112,24
1,113,24
1,114,24
1,115,21
1,116,23
1,117,23
1,118,23
1,119,25
1,120,25
1,121,23
1,122,23
1,123,25
1,124,29
1,125,29
1,126,23
1,127,23
2,0,24
2,1,24
2,2,24
2,3,24
2,4,24
2,5,24
2,6,24
2,7,24
2,8,21
2,9,12
2,10,12
2,11,12
2,12,12
2,13,12
2,14,12
2,15,12
2,16,12
2,17,12
2,18,12
2,19,12
2,20,24
2,21,2
2,22,2
2,23,21
2,24,33
2,25,21
2,26,12
2,27,12
2,28,24
2,29,12
2,30,24
2,31,24
2,32,24
2,33,24
2,34,24
2,35,24
2,36,24
2,37,24
2,38,24
2,39,20
2,40,24
2,41,24
2,42,24
2,43,24
2,44,25
2,45,25
2,46,25
2,47,21
2,48,21
2,49,25
2,50,23
2,51,23
2,52,25
2,53,25
2,54,25
2,55,25
2,56,24
2,57,24
2,58,24
2,59,24
2,60,24
2,61,24
2,62,24
2,63,24
2,64,27
2,65,27
2,66,29
2,67,31
2,68,26
2,69,26
2,70,31
2,71,31
2,72,31
2,73,32
2,74,31
2,75,27
2,76,27
2,77,27
2,78,27
2,79,27
2,80,29
2,81,29
2,82,29
2,83,26
2,84,31
2,85,31
2,86,31
2,87,31
2,88,31
2,89,31
2,90,31
2,91,31
2,92,31
2,93,31
2,94,26
2,95,27
2,96,27
2,97,27
2,98,27
2,99,27
2,100,27
2,101,27
2,102,24
2,103,24
2,104,24
2,105,24
2,106,24
2,107,24
2,108,24
2,109,11
2,110,24
2,111,24
2,112,24
2,113,24
2,114,24
2,115,24
2,116,23
2,117,23
2,118,23
2,119,23
2,120,25
2,121,23
2,122,23
2,123,25
2,124,23
