x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
114,60,38,78,76,80,0,54,19,29,165,11,110,44,87,85,0,56,25
115,58,0,14,0,15,0,9,0,0,28,5,18,5,17,13,0,9,0
115,59,85,146,148,164,23,107,34,44,336,42,218,76,165,172,19,111,42
115,60,28,42,60,57,6,46,5,12,116,14,86,16,62,59,8,40,11
115,61,44,54,87,83,12,59,12,14,168,27,115,26,83,85,15,56,14
115,62,0,0,0,10,0,8,0,0,18,0,14,0,12,8,0,6,0
116,53,0,15,17,17,0,10,0,0,37,5,26,6,21,20,0,16,0
116,54,268,422,598,542,72,402,68,151,1163,143,831,189,601,621,71,429,121
116,55,161,425,453,492,66,338,88,260,989,111,661,217,457,497,45,323,129
116,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,57,0,0,0,8,0,0,0,0,14,0,10,0,0,6,0,0,0
116,58,0,26,53,54,0,40,0,26,89,10,70,9,46,35,0,30,0
116,59,0,0,14,13,0,8,0,0,27,0,22,0,15,14,0,14,0
116,60,15,18,21,26,0,18,0,0,46,7,34,5,19,20,0,16,0
116,61,18,17,30,25,0,20,0,0,52,5,39,8,24,27,0,19,0
117,50,0,0,0,5,0,0,0,0,11,0,8,0,0,6,0,0,0
117,51,0,22,30,32,0,23,0,12,61,9,46,6,31,29,0,23,0
117,52,20,31,45,44,8,32,0,11,90,14,67,9,45,46,6,35,0
117,53,44,71,64,72,10,49,13,23,153,18,100,35,68,81,8,51,22
117,54,530,955,1451,1252,172,917,163,438,2750,325,1987,438,1438,1498,153,1070,275
117,55,396,823,1075,1068,156,765,147,361,2179,280,1573,326,1142,1111,124,808,179
117,56,14,27,18,27,0,23,0,0,49,0,38,7,25,22,0,15,0
117,59,0,0,0,9,0,8,0,0,16,0,13,0,0,7,0,5,0
117,60,13,0,18,19,0,13,0,0,35,7,25,0,15,16,0,12,0
117,61,11,0,25,20,0,19,0,0,33,0,29,0,17,13,0,10,0
118,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,45,0,0,11,10,0,7,0,0,23,0,14,6,0,13,0,7,0
118,48,0,13,0,15,0,7,0,0,30,8,14,8,0,15,0,7,0
118,49,21,52,48,52,9,31,12,21,118,18,72,28,58,66,9,41,16
118,50,56,62,96,74,5,54,15,22,168,10,125,33,80,94,5,71,18
118,51,13,28,52,39,0,33,0,16,90,10,76,0,51,51,0,43,0
118,52,34,36,49,50,0,36,0,0,97,12,72,13,46,47,0,36,0
118,53,50,79,101,110,15,81,14,21,214,34,152,28,109,104,19,71,14
118,54,31,63,76,78,13,55,10,24,158,19,115,24,84,80,6,60,14
118,55,0,12,0,8,0,0,0,0,16,0,8,8,0,8,0,0,0
118,56,64,126,156,171,26,127,18,58,341,59,239,43,160,170,33,112,25
118,57,47,79,108,118,24,88,6,18,238,51,172,15,122,120,27,84,9
118,58,18,24,22,29,5,21,0,0,59,13,39,7,23,30,8,18,0
118,59,15,15,19,17,0,14,0,0,39,5,30,0,16,22,0,16,0
118,61,0,0,0,9,0,6,0,0,17,0,11,0,0,8,0,5,0
119,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,44,54,96,135,142,25,103,14,33,276,45,203,28,144,134,20,100,14
119,45,46,79,84,90,5,69,16,19,184,21,127,36,98,94,16,58,20
119,46,25,63,60,71,7,51,13,27,136,13,97,26,71,65,6,46,13
119,47,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0
119,48,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
119,49,0,0,0,14,0,6,0,0,23,7,12,0,0,9,0,6,0
119,50,38,48,63,69,13,46,10,13,132,21,90,21,60,63,8,44,11
119,51,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0
119,52,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0
119,53,24,29,49,40,6,29,5,0,90,12,66,12,44,50,6,37,7
119,54,24,24,25,29,5,19,5,0,59,10,36,13,20,30,5,17,8
119,55,0,0,0,9,0,5,0,0,18,0,11,0,0,9,0,6,0
119,56,51,103,103,116,16,93,7,28,248,42,189,17,127,132,26,96,10
119,57,11,11,14,13,0,11,0,0,29,0,20,5,0,16,0,9,0
119,58,0,12,15,15,0,12,0,0,29,0,22,5,18,14,0,10,0
119,59,0,0,0,8,0,7,0,0,19,0,15,0,0,11,0,8,0
120,41,293,441,500,504,66,357,81,141,1067,126,714,227,507,563,60,357,146
120,42,117,237,335,306,43,226,37,113,650,78,484,88,342,344,35,258,51
120,43,73,126,161,152,19,109,24,45,333,46,228,59,169,181,27,119,35
120,44,0,0,15,9,0,9,0,0,17,0,17,0,12,8,0,8,0
120,46,27,51,53,58,0,47,7,13,114,10,83,21,64,56,0,36,14
120,47,0,0,0,10,0,7,0,0,16,0,12,0,0,6,0,5,0
120,49,14,20,36,27,0,21,0,11,68,12,47,9,31,41,0,26,0
120,50,21,24,34,35,0,24,0,0,66,8,48,10,31,31,0,24,0
