x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,99,12664,94397,43461,530809,123547,70692,43503,2053,33669,508588,124977,3210716,1067151,339652,160707,574270,3335693
0,100,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,102,165,147,24,1375,760,59,18,96,503,932,82,11719,7162,352,104,1399,11801
0,103,236,639,297,6487,2585,880,318,119,717,3876,801,44997,24259,3412,1005,6784,45798
0,104,124,87,84,1064,640,57,50,60,387,561,308,9095,6152,359,194,1148,9403
0,105,107,162,46,1834,1072,169,53,56,315,1115,195,16347,10814,1092,197,1880,16542
0,106,292,0,0,0,0,0,0,128,733,0,0,0,0,0,0,0,0
0,107,6,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
0,108,66,248,36,1371,382,113,25,23,160,1101,105,8591,3632,232,44,1407,8696
0,109,125,243,95,1909,915,115,81,51,335,1359,311,13992,8650,392,214,2004,14303
0,110,18,0,0,100,78,0,0,6,36,0,0,935,737,0,0,100,935
1,98,15,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0
1,99,63,36,0,216,127,0,0,13,174,254,0,1766,1123,0,0,216,1766
1,100,274,777,363,7196,2178,1282,157,115,712,4724,1502,45575,18850,5974,532,7559,47077
1,101,41,9,12,175,109,3,7,15,91,61,84,1655,1089,12,79,187,1739
1,102,139,116,48,787,295,36,28,58,336,626,73,6067,2907,361,89,835,6140
1,103,55,53,37,566,248,74,26,30,161,358,76,4238,2436,185,101,603,4314
1,104,64,17,16,495,239,33,15,19,171,103,21,3799,2427,116,42,511,3820
1,105,270,425,224,3075,973,172,145,91,591,2456,611,21063,8803,732,341,3299,21674
1,106,102,0,0,0,0,0,0,39,249,0,0,0,0,0,0,0,0
1,107,74,68,14,513,163,0,1,29,171,410,50,4108,1416,0,7,527,4158
1,108,104,356,311,2060,338,295,228,33,269,1145,1344,8598,2142,713,656,2371,9942
1,109,11,27,23,190,31,36,15,6,22,83,33,763,279,73,29,213,796
2,96,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
2,97,145,338,99,3286,1433,295,269,68,419,2380,540,26556,14412,1834,1466,3385,27096
2,98,16,62,30,470,108,168,28,9,36,356,93,2711,987,710,115,500,2804
2,99,802,5626,1804,44435,12181,7406,11525,87,2249,33734,5716,281967,104357,37267,69025,46239,287683
2,100,172,204,296,2745,1116,344,77,69,399,1204,766,18357,9758,1277,128,3041,19123
2,101,70,44,7,254,156,14,0,29,154,295,47,2383,1634,68,0,261,2430
2,102,122,154,3,1176,626,36,0,49,292,1225,8,10476,5917,281,0,1179,10484
2,103,313,490,74,3375,1784,59,22,115,713,3407,331,29751,17192,389,100,3449,30082
2,104,80,24,4,249,148,0,4,30,185,211,28,2391,1414,0,28,253,2419
2,105,103,171,14,1131,664,42,21,40,247,1373,53,9545,5780,275,101,1145,9598
2,106,49,49,32,674,324,18,5,24,130,326,129,5510,3278,88,13,706,5639
2,107,91,59,167,1116,317,118,81,37,205,321,324,6820,2684,202,137,1283,7144
2,108,30,72,9,258,130,0,2,13,69,482,65,2023,1151,0,8,267,2088
2,109,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,94,62,287,143,1897,489,241,50,34,155,2026,604,13520,4167,1710,330,2040,14124
3,95,3865,7952,7323,128338,38197,14591,19428,739,11273,52202,42804,961678,336453,93262,108682,135661,1004482
3,96,618,838,1586,17681,4013,831,5865,227,1836,5344,6694,116462,38935,4148,38584,19267,123156
3,97,5,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0
3,98,78,336,59,1908,1154,43,18,29,203,2393,180,17233,11599,336,31,1967,17413
3,100,99,104,5,918,657,24,2,39,232,741,32,8652,6825,170,8,923,8684
3,101,101,117,66,1670,813,99,47,41,226,930,277,13476,8118,505,315,1736,13753
3,102,108,186,46,1961,954,16,8,40,240,1582,197,17908,9360,61,68,2007,18105
3,103,106,203,61,1996,1126,39,7,37,283,1665,205,18466,11453,137,49,2057,18671
3,104,40,82,99,806,371,55,6,20,125,635,221,6699,3969,205,14,905,6920
3,105,20,20,25,384,211,9,0,14,76,216,131,3850,2220,67,0,409,3981
3,106,55,58,14,676,372,0,0,19,115,456,86,6576,3674,0,0,690,6662
3,107,791,394,291,4130,1117,341,213,66,1826,852,566,9494,2877,506,408,4421,10060
3,108,54,108,71,626,189,14,58,18,118,345,119,3529,1672,18,87,697,3648
4,92,60,147,4,1377,678,142,54,24,189,1045,18,12140,7038,1064,394,1381,12158
4,93,2865,7214,3728,76206,22180,6796,6573,701,7928,43073,13641,528273,192719,39468,45125,79934,541914
4,94,8016,25135,36963,330339,62600,39082,21508,2191,21808,120207,95112,1689040,420845,180211,93214,367302,1784152
4,95,310,501,372,8249,2605,1101,246,163,872,3485,1385,57816,24588,6499,994,8621,59201
4,96,306,666,375,7770,2841,530,1200,167,898,4644,2194,63394,27721,3825,7791,8145,65588
4,97,13,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0
4,98,314,499,47,3828,2452,25,55,92,655,3692,329,36554,25648,162,285,3875,36883
4,99,77,100,20,914,493,6,20,29,166,723,63,8266,4952,20,73,934,8329
4,100,122,111,114,1485,728,25,38,49,260,822,296,12734,7001,104,119,1599,13030
4,101,133,119,33,1686,1012,49,31,47,322,978,113,16021,10762,292,141,1719,16134
4,102,61,12,34,458,252,12,0,27,145,121,134,3997,2452,51,0,492,4131
4,103,116,197,57,1868,1152,17,29,50,274,1576,389,18625,12364,86,125,1925,19014
4,104,53,43,51,651,353,25,6,21,143,370,147,5668,3581,127,21,702,5815
4,105,37,48,149,759,280,43,32,13,84,127,277,3471,1680,98,46,908,3748
4,106,7,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0
4,107,23,0,0,0,0,0,0,9,47,0,0,0,0,0,0,0,0
4,108,8,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0
4,109,8,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0
5,92,2881,13626,1239,92475,16715,18473,23172,464,8272,78533,6395,547082,124823,94508,127645,93714,553477
5,93,693,2061,210,17279,5616,1607,3069,207,1973,13771,1586,120526,47736,9665,19024,17489,122112
5,94,104,228,53,2619,1103,235,38,66,301,1709,239,20383,10554,1326,199,2672,20622
5,95,137,310,69,2926,1662,133,8,66,368,2362,282,26060,16852,912,37,2995,26342
5,96,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
5,97,55,80,29,826,379,49,5,20,130,510,77,6908,4096,201,34,855,6985
5,98,136,176,24,2071,1304,59,35,48,290,1368,138,20224,13624,417,227,2095,20362
5,99,69,49,0,420,234,33,2,26,161,399,0,3713,2344,209,14,420,3713
5,100,60,75,58,1042,586,46,8,25,130,620,158,9572,6243,309,14,1100,9730
5,101,79,115,34,894,484,14,4,27,179,907,169,8281,5006,59,20,928,8450
5,102,65,39,45,1045,677,40,17,29,185,299,209,10034,6943,165,104,1090,10243
5,103,36,79,21,631,363,11,4,17,101,583,66,5601,3597,77,8,652,5667
5,104,86,164,2411,2379,448,490,115,27,204,658,4689,10927,2829,1052,169,4790,15616
5,105,7,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
5,106,4,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
5,107,9,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0
5,108,35,0,0,0,0,0,0,13,74,0,0,0,0,0,0,0,0
5,109,123,705,1763,6194,838,589,338,29,251,2018,3542,19197,3991,1067,451,7957,22739
5,110,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
6,92,2455,19809,3829,90645,20190,10021,9984,252,6333,106845,13851,566186,157099,53806,50398,94474,580037
6,93,4085,14421,2492,100004,38525,12622,5895,1033,11528,99026,12191,770812,360430,82452,31341,102496,783003
6,94,201,616,396,5192,2574,608,140,84,491,3917,769,40500,24740,3190,538,5588,41269
6,95,194,476,54,3760,1969,275,32,85,459,3526,342,32919,20240,1620,121,3814,33261
6,96,127,124,24,2131,1374,135,28,58,311,868,124,20077,14456,874,73,2155,20201
6,97,18,0,0,0,0,0,0,8,37,0,0,0,0,0,0,0,0
6,98,156,395,138,2696,1411,145,27,63,386,2485,488,21533,13520,775,91,2834,22021
6,99,105,267,255,2317,1416,54,70,45,245,1771,396,21798,14904,316,190,2572,22194
6,100,96,165,19,934,359,57,51,30,208,1040,142,7311,3082,286,145,953,7453
6,101,47,0,0,104,75,11,0,17,105,0,0,989,830,54,0,104,989
6,102,10,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0
6,103,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
6,104,14,7,132,167,43,29,2,8,33,40,588,1042,318,243,2,299,1630
6,105,20,0,0,0,0,0,0,7,52,0,0,0,0,0,0,0,0
6,106,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
6,107,10,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0
6,108,33,0,0,75,38,0,0,16,64,0,0,602,364,0,0,75,602
6,109,29,0,0,0,0,0,0,12,61,0,0,0,0,0,0,0,0
7,95,94,187,63,1875,1079,65,36,37,218,1156,409,16568,10784,419,137,1938,16977
7,96,253,411,145,4457,2487,222,106,108,614,2967,955,40223,25590,1515,794,4602,41178
7,97,532,569,3357,10026,1764,976,2455,99,1549,2964,18966,65359,16161,5711,14782,13383,84325
7,98,171,386,49,3280,2151,71,21,76,385,2996,102,31343,22069,407,105,3329,31445
7,99,51,158,36,1101,482,33,34,21,108,823,86,7607,4522,131,82,1137,7693
7,100,76,63,9,1068,721,28,9,33,179,564,66,10396,7640,132,58,1077,10462
7,101,41,45,12,499,288,14,18,20,109,407,112,4696,3020,58,38,511,4808
7,102,10,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0
7,103,73,162,70,1324,813,13,8,35,185,834,270,11473,8058,71,38,1394,11743
7,104,29,24,78,450,112,78,20,12,67,104,178,2226,889,257,32,528,2404
7,105,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
7,106,13,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0
7,107,12,73,104,812,160,84,22,9,28,193,178,1969,620,130,46,916,2147
7,108,12,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0
7,109,48,0,0,0,0,0,0,29,112,0,0,0,0,0,0,0,0
7,110,4,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
8,96,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
8,97,191,452,17,4317,2549,363,42,82,452,3268,106,39325,26181,2291,276,4334,39431
8,98,56,208,40,1237,628,32,5,30,148,1444,154,10317,6152,220,23,1277,10471
8,99,89,117,58,1613,1134,52,7,43,234,830,209,15761,12202,356,43,1671,15970
8,100,248,339,133,4322,2710,192,56,121,650,2215,569,41627,29014,1387,294,4455,42196
8,101,74,159,42,1534,800,138,47,45,210,957,158,12378,7981,655,133,1576,12536
8,102,135,266,44,2580,1553,47,68,56,345,1824,116,23587,15846,391,231,2624,23703
8,103,30,0,0,0,0,0,0,16,90,0,0,0,0,0,0,0,0
8,104,27,116,19,655,222,29,40,13,72,523,49,3980,2054,64,70,674,4029
8,106,13,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0
8,107,4,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0
8,108,14,49,56,506,27,187,41,9,36,217,153,1574,137,361,86,562,1727
8,109,11,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0
8,110,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
9,97,284,126,37,986,440,80,13,55,782,836,196,8201,4142,657,90,1023,8397
9,98,35,53,19,582,259,67,7,14,100,324,80,4203,2263,354,24,601,4283
9,99,50,139,12,938,622,25,11,28,139,1121,58,8497,6076,188,71,950,8555
9,100,314,591,242,7761,3542,794,205,167,845,3728,1033,60424,34999,3907,803,8003,61457
9,101,270,732,848,7559,3187,1153,158,147,760,4036,2907,49474,29607,3600,350,8407,52381
