x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
138,113,8,0,0,0,0,0.8,0,2.8,3.6,0,0.8,0,167202.7,1
138,114,29,4.1,0.9,1,6.1,2.9,0,4.1,4.1,0.9,4.9,0,530692.9,5
139,112,2,0,0,0,0,0.2,0,0.7,0.9,0,0.2,0,41800.7,1
139,114,44,0,1,0,3,1.7,0,11.1,14.9,0.9,11.4,0,805579.2,12
140,112,48.5,0,2.6,2.2,0.7,8.7,0,9,17.1,0,7.5,0.7,1137056.8,8
140,113,46,2,3,2,7.1,9.9,0,7.9,6,0,8.1,0,930996.6,4
140,114,156.5,5,11.7,0.9,22,26,0,29.9,42.9,0.8,16.3,1,3116501,13
140,115,2,0.1,0.1,0.1,0.2,0.4,0,0.3,0.5,0.1,0.2,0,41681.3,1
141,112,17,0,0.9,0.8,0.2,3.2,0,3.2,5.9,0,2.6,0.2,398556,4
141,113,82,0,5,1.7,3,7.1,0,16.8,27.1,0.9,16.9,3.5,1757946.4,18
141,114,123.5,4.5,6,4.5,14.6,24,1.6,19.1,29.7,4.1,14.7,0.7,2517526.2,16
141,115,16,0.4,0.9,0.4,1.5,3.3,0.1,2.8,4.3,0.3,1.9,0.1,333450,6
142,113,39,1,3.9,1.9,6,5,0,6.1,9.1,1.9,3,1.1,838252.2,6
142,114,53,0,4.1,2.8,1.9,9,0,10,19.2,0.8,5.2,0,945422.6,10
142,115,8,0,0,0.3,0.3,1.3,0,2.4,2.4,0,1.3,0,175987.2,3
143,113,49,0,0,0,2,3.1,0,14,20.1,0,9.8,0,957801.8,9
143,114,19,0,1,0,1.1,6.1,0,1.9,5,0,3.9,0,372832.1,5
143,115,18,0,0,0.7,0.7,2.8,0,5.5,5.5,0,2.8,0,395971.3,5
144,113,8,0,0,0,0,0.8,0,2.9,3.5,0,0.8,0,167202.6,3
144,115,2,0,0,0,0,0.2,0,0.7,0.9,0,0.2,0,41800.7,1
159,62,50,0,2.1,1,1,5.9,0,5.1,22,1,11.9,0,998720.5,5
