x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
91,0,119,170,186,206,23,143,24,0,421,58,294,63,201,215,16,151,25
91,1,1267,1333,1017,1421,69,997,120,61,2864,298,1884,596,931,1423,73,837,183
91,2,701,821,744,898,110,659,78,40,1870,280,1278,300,758,972,110,619,145
92,0,2724,2725,3533,3671,423,2575,461,275,7409,1033,4925,1407,3037,3733,398,2333,731
92,1,3747,3622,3534,4245,500,2942,445,198,8617,1297,5735,1536,2970,4372,475,2727,720
92,2,2052,2519,2406,2884,343,2137,283,192,5827,839,4057,909,2495,2943,358,1906,513
93,0,5310,7699,7603,8557,1225,6058,1117,1801,17854,2500,12098,3239,7939,9297,1137,6027,1856
93,1,6066,8942,8634,9925,1431,7106,1267,2037,20701,3069,14013,3603,9266,10769,1478,6902,2170
93,2,2465,3095,2867,3619,468,2595,310,271,7290,1083,4996,1112,3054,3646,437,2342,502
93,3,151,160,85,161,0,102,12,0,345,27,213,77,89,155,0,69,25
94,0,4372,5526,5712,6497,916,4714,643,775,13410,2033,9188,2125,5834,6907,949,4465,1127
94,1,4204,5009,3610,5101,724,3544,567,198,10330,1627,6746,1934,4023,5229,639,3162,1012
94,2,2580,4073,3975,5087,605,3841,452,602,9591,1311,6717,1462,4709,4444,576,2803,744
94,3,2328,2326,1856,2671,324,1936,205,95,5258,767,3557,844,1739,2555,303,1554,346
94,4,380,486,473,583,77,418,52,25,1208,176,832,172,514,618,74,406,95
95,0,2919,4360,4166,4777,648,3353,568,719,10051,1404,6768,1803,4667,5257,573,3386,1036
95,1,2545,3241,2891,3679,450,2624,306,342,7534,1094,5079,1246,3047,3788,393,2368,558
95,2,2648,4374,4677,5236,770,3748,609,982,10812,1638,7381,1755,5355,5547,768,3609,1057
95,3,3606,4364,4550,5247,766,3811,514,392,10628,1572,7298,1694,4700,5360,687,3459,950
95,4,2796,3321,3060,3860,707,2682,395,264,7985,1539,5218,1194,3213,4103,745,2510,739
96,0,2345,2790,2640,3204,486,2178,410,182,6611,996,4318,1210,2715,3358,428,2086,675
96,1,2302,2703,2170,2849,367,2009,261,119,6020,892,3918,1093,2225,3082,369,1808,547
96,2,3753,4991,5044,5948,946,4265,600,669,12128,1938,8220,1911,5489,6121,879,3933,1080
96,3,10436,20934,23646,24709,3766,17345,3568,9259,52187,7542,35238,9390,24823,27450,3751,17878,5755
96,4,2925,3418,3441,4338,923,2970,405,348,8739,1827,5756,1132,3520,4374,868,2764,685
