x,y,val
61,44,63983
41,1,777
41,61,11089
56,40,1063
52,34,3176
25,53,10935
62,48,11636
4,49,2699
24,58,2
32,59,415
17,32,456
49,56,75704
22,56,1650
9,54,4130
39,50,29942
20,35,7328
14,30,39975
3,55,6734
29,59,13160
19,55,7080
9,49,3474
57,40,7636
16,51,258
19,62,1246
54,46,99960
25,45,214
39,63,11409
9,35,39795
23,46,10
3,41,10861
62,47,13229
60,34,15354
34,60,8109
8,51,21853
52,37,16858
37,21,360
22,60,1055
3,50,889
57,33,26075
43,1,1901
16,52,3172
33,50,57482
56,35,19004
50,44,2938
47,48,2191
22,57,2637
40,23,990
41,18,3
43,15,258
62,23,6796
44,50,8088
57,24,1958
28,59,8151
18,45,1139
43,51,23121
57,51,10723
7,51,97048
37,51,23915
51,49,16634
31,38,11341
38,19,1024
18,60,7082
47,44,7106
31,53,42133
35,59,19065
30,55,30492
44,5,3849
62,63,1725
54,32,943
22,43,19
1,50,625
18,59,835
51,39,6504
19,41,379
34,57,9295
21,49,221
36,4,23762
40,47,1393
7,53,27093
58,33,5719
12,44,245
48,63,759
41,62,14171
12,41,687
32,42,3752
47,59,19844
34,1,306
59,24,1332
12,39,2017
5,60,9495
8,33,6187
7,49,8041
25,55,90
19,58,6371
5,34,8121
48,60,31654
6,61,29435
45,47,1720
6,43,31510
63,43,46777
16,49,1791
19,36,2733
35,4,69657
27,46,10003
3,43,2064
27,60,4500
56,41,4135
15,48,898
40,45,19022
35,58,24607
59,25,2347
8,38,11096
59,31,8984
41,54,38485
49,58,47649
15,51,1063
18,57,4032
13,35,9129
43,20,577
41,15,268
51,60,2414
21,62,13122
2,57,9517
10,59,51695
1,44,12723
2,50,841
5,51,3299
42,58,168460
18,47,1269
43,26,5992
37,60,39665
55,61,14566
60,59,33483
37,62,3744
48,61,6343
61,63,2061
60,58,41470
59,52,19324
31,49,8876
0,57,3081
27,44,12747
10,63,3720
47,50,18821
54,53,41483
44,54,55507
23,62,1969
53,56,18687
9,44,2708
36,51,9948
50,50,11685
7,47,5119
33,58,21526
46,57,44224
8,49,12762
18,41,519
56,42,5145
6,45,13746
16,37,3455
59,62,4989
27,58,1453
51,40,11633
26,57,40
23,48,560
39,47,8970
55,62,7439
13,40,1908
51,57,40856
3,47,4465
21,35,4702
62,53,21591
50,51,6693
26,37,183221
40,51,40493
2,58,14434
12,56,20937
32,2,399
58,41,1596
59,48,17943
5,44,17214
62,36,11468
15,59,9971
9,43,4603
9,42,7648
26,45,4188
30,50,19436
55,53,12592
15,56,1609
43,25,53392
61,30,2944
35,3,42751
7,34,47203
5,52,4229
38,44,90732
47,55,26931
20,60,8392
15,58,21135
47,56,35968
2,53,2039
15,46,640
35,57,9442
34,58,12966
19,53,900
51,26,9522
12,36,1906
24,46,172
20,33,15267
63,41,5062
50,21,2
3,51,2742
45,6,3
19,56,1423
63,52,9979
0,62,2388
14,49,593
55,41,6893
13,61,856
9,52,27895
47,40,9020
62,38,437
19,54,11249
11,48,1439
30,59,2770
50,55,28151
45,2,15202
1,45,5054
53,45,13490
44,2,1895
39,6,183
22,36,20924
55,60,18327
42,19,513
6,48,12272
13,36,3952
56,44,5509
18,44,844
30,45,7364
36,56,6587
61,32,5387
30,48,22253
44,61,1964
0,52,2843
34,50,22619
52,53,8523
14,52,12408
6,51,1139
57,28,1243
8,61,306189
31,40,4142
44,49,2666
15,55,16014
60,48,9839
39,12,475
0,56,2053
59,50,13023
26,48,12653
12,58,23893
34,47,4205
27,55,1844
16,41,5959
37,16,1085
19,37,266
28,39,2973
46,42,6310
47,33,48
10,62,14050
11,51,1024
22,40,1436
40,11,84
40,52,7070
42,53,24264
17,31,10906
39,24,5896
56,58,2727
8,60,369782
60,46,16607
56,37,44035
11,37,27299
7,39,16554
11,41,1428
21,57,5543
43,24,15479
20,52,38
21,42,310
13,52,10076
44,7,630
56,25,2224
3,58,38245
50,49,68802
45,56,39212
17,61,42776
56,43,8737
5,53,2717
8,46,2555
61,56,28477
0,37,10411
61,40,389
11,44,588
48,41,21180
22,52,3598
41,49,4729
59,54,12080
38,23,2697
42,28,580
1,58,4791
3,46,5500
20,61,2392
55,21,429
49,44,1680
48,43,3156
35,56,4555
57,20,29
12,37,9800
6,55,32229
28,38,31368
44,53,22983
33,45,2714
12,34,27251
57,36,21221
16,33,14021
34,45,3945
3,45,1919
61,29,3817
38,13,262
14,31,175155
36,20,468
43,7,3940
39,49,9235
5,38,5357
22,35,4865
58,40,14100
61,23,65
10,52,5783
29,40,118
5,58,61459
44,1,8
12,55,14747
9,41,5680
62,60,33537
52,36,50697
49,51,6029
34,56,3187
0,58,1441
12,42,578
33,49,11625
15,61,7125
29,57,27
7,60,236290
60,43,5265
50,52,8295
13,53,9721
58,28,1900
52,55,14038
42,13,6655
37,59,44622
44,21,1757
57,63,33998
44,20,1290
12,31,2444
32,48,29864
41,9,4575
8,56,8494
62,35,4467
42,46,1102
60,30,4643
38,63,5865
5,61,9138
34,46,2070
23,61,8540
37,19,1141
43,28,946
63,21,2063
0,51,998
32,40,5759
61,57,24490
2,36,513
46,1,355
44,8,526
2,59,9803
13,57,9912
36,63,4405
39,1,5
14,45,678
17,57,16604
50,40,3497
47,63,227
11,43,900
11,33,142164
55,37,54806
6,36,165
61,39,1057
35,51,5275
37,52,5502
53,53,11112
33,51,8313
40,58,142811
42,2,21
32,55,9791
38,62,26513
37,49,9737
38,60,69321
54,49,24810
29,44,12756
33,52,5507
10,41,132
45,58,182964
3,44,2164
29,45,7059
63,55,80832
41,24,876
45,62,1798
12,33,45509
59,33,3704
21,63,44279
49,62,1473
7,46,2775
25,47,237
53,34,6439
2,56,14339
25,52,1082
56,32,2346
14,48,359
53,63,4842
37,44,22245
2,37,1192
24,44,194
7,57,24834
15,45,1456
35,46,2163
45,43,1882
33,61,419
60,45,9232
45,42,7098
29,61,2125
63,31,3365
7,58,25449
37,45,5247
52,29,6402
33,53,11169
12,61,10831
37,23,94
8,47,4448
24,56,1586
29,55,31531
26,49,23703
25,57,58
0,41,4823
17,54,1
19,45,525
38,12,96
40,12,2016
8,39,37444
34,2,1526
6,47,41687
20,51,1635
17,44,252
44,22,6032
21,45,2889
32,53,13189
40,25,74
62,41,1761
60,52,15821
40,22,120
63,36,2563
12,60,4926
28,47,27123
38,56,40110
43,56,66522
8,55,7414
12,57,8350
1,43,13144
26,36,158
46,41,93319
56,30,2705
54,41,1213
30,44,29389
6,42,18371
63,57,43644
54,38,70579
54,45,12555
57,42,5273
1,49,621
45,1,307
62,52,48877
8,35,12367
14,39,27931
22,34,15936
13,62,2802
60,41,1394
39,52,12664
31,55,16705
59,40,6962
33,63,480
12,53,1897
17,56,9878
63,38,2244
14,54,261830
40,16,638
23,44,83
37,48,6817
15,38,1526
56,50,19614
29,37,4490
35,61,23933
32,38,8138
30,61,81
11,42,1583
52,50,25581
11,50,425
51,62,1
43,54,40087
62,42,8852
41,44,49201
60,61,3003
44,57,112313
32,57,66085
57,30,1224
38,51,9486
48,52,74232
51,61,28
60,42,1798
5,59,5477
15,35,4019
50,27,1599
63,63,12970
25,41,1051
53,55,25212
45,44,707
39,58,143673
60,39,4815
1,48,880
42,8,4084
1,60,6118
1,61,8873
41,60,58002
31,47,12100
62,19,8613
58,58,46462
20,53,856
43,55,45171
31,42,805
36,3,26186
36,52,8852
32,56,10708
51,59,8162
2,63,3610
26,40,3835
39,56,93873
31,54,16585
21,55,665
54,26,755
43,47,608
59,29,238
57,41,5403
9,59,22498
16,61,20365
45,48,1642
20,41,363
54,51,18469
40,2,3227
20,48,323
26,56,192
8,58,33271
42,20,714
2,44,3082
2,51,491
37,55,9444
18,32,1572
19,47,377
54,42,5237
51,33,25105
7,52,26486
58,48,39193
8,52,16987
16,56,17751
6,39,19166
54,40,8781
0,45,4721
49,46,3844
22,63,5292
16,39,1296
38,54,32738
16,34,21821
54,37,27110
22,39,392
40,62,46888
61,62,6388
43,22,2386
55,55,97516
2,41,8504
54,55,33706
53,46,33269
59,61,5454
14,46,4423
25,43,740
52,57,27163
17,52,3394
40,13,106
51,48,27479
61,52,12724
6,52,3766
63,44,36051
