x,y,val
19,77,2387
14,77,1369
7,67,309
7,68,517
0,74,16
3,69,843
0,65,117
8,77,2266
0,67,197
1,65,919
6,70,37
7,78,30655
3,63,845
9,73,2362
11,74,573
2,66,222
1,70,1938
15,77,1500
5,74,3660
9,70,1878
4,76,8690
1,74,914
6,78,5837
11,73,1504
2,76,32
5,67,3871
10,69,105
13,77,185
2,70,1307
1,69,459
16,76,6081
3,71,1256
11,71,347
7,72,2047
2,64,3925
3,77,10
5,75,6177
13,75,8365
5,66,6205
18,78,16717
12,73,14272
3,74,479
6,68,714
7,77,62448
0,64,106
3,68,221
2,68,110
10,76,4949
15,78,16
3,76,1760
13,76,1412
9,76,10
9,72,1977
0,69,238
5,73,46
13,71,190
3,70,18
5,77,201
3,73,604
2,67,1179
4,74,2708
5,71,10
1,72,3
6,75,7159
20,77,40
9,68,631
1,71,916
8,72,317
16,79,206
20,78,206
8,67,9
8,75,7023
3,72,354
12,72,12058
6,73,833
1,73,474
10,75,9
1,68,773
2,73,738
3,65,63641
4,77,1616
0,72,1
4,69,496
4,66,58400
0,66,776
3,64,1568
19,78,1266
0,70,236
8,69,1531
19,79,671
10,72,89
4,73,2518
7,71,760
14,76,4046
9,71,52
9,75,2048
8,73,585
10,74,12
6,69,115
8,74,8120
8,71,103
1,67,367
7,75,1987
6,72,26
14,75,20
5,76,916
6,71,81
4,63,9
0,73,26
12,76,1142
1,66,904
3,66,28175
9,69,901
4,67,1411
6,76,48041
12,75,618
11,75,199
7,69,418
2,65,18211
16,78,1731
16,77,4034
13,72,393
5,69,682
7,76,18778
13,73,6369
18,79,5779
4,70,287
6,67,3530
17,78,4942
17,79,431
11,76,93
4,71,687
2,75,2650
17,76,306
7,74,347
8,76,7501
4,65,17010
5,72,35
3,67,1846
8,68,373
7,73,1632
10,73,1473
1,75,2438
13,74,19379
17,77,4708
2,74,397
2,71,403
0,68,686
11,72,1497
4,75,771
1,76,2
18,77,559
1,64,3530
3,75,2549
2,63,13
12,71,1554
0,71,1209
6,74,747
10,70,391
2,69,398
5,68,158
15,76,3774
7,70,208
11,70,886
4,72,217
5,70,467
10,71,1853
9,74,2673
6,77,65245
8,70,274
12,74,37177
