x,y,2006,2011,2018
88,44,25,11,11
88,88,28,24,47
88,89,4,7,6
88,46,14,12,12
88,47,233,163,168
88,48,33,52,6
88,49,17,28,28
88,90,0,0,1
88,91,3,3,1
88,50,8,6,6
88,51,44,44,40
88,52,34,14,13
88,53,30,38,34
88,54,12,17,15
88,10,18,25,27
88,11,20,53,65
88,55,68,66,64
88,12,865,910,986
88,56,13,3,3
88,57,41,13,13
88,13,12,3,6
88,58,4,53,51
88,59,21,31,26
88,18,0,32,29
88,19,2,27,25
88,0,54,60,69
88,1,4,3,3
88,2,786,693,715
88,3,157,159,164
88,4,26,7,2
88,6,79,152,156
88,127,9,7,22
88,7,91,117,131
88,8,15,34,35
88,9,21,14,14
88,60,1,3,3
88,20,8,20,18
88,21,11,67,61
88,22,94,54,49
88,23,7,4,4
88,24,0,25,28
88,25,0,12,14
88,26,41,40,38
88,29,1236,119,276
88,30,2,73,74
88,74,4,4,0
88,31,13,49,50
88,76,19,31,2
88,32,0,29,29
88,33,44,7,4
88,77,9,8,34
88,34,70,61,65
88,78,2,4,29
88,79,66,86,152
88,35,46,14,15
88,37,0,3,3
88,38,91,57,58
88,39,27,31,30
88,80,6,4,7
88,81,458,465,538
88,82,673,668,562
88,83,23,23,39
88,40,14,13,21
88,85,100,87,109
88,41,32,16,16
88,86,1186,1149,1155
88,42,69,116,75
88,87,929,959,789
89,45,129,45,45
89,89,26,20,20
89,46,0,5,5
89,47,30,49,51
89,48,0,44,2
89,49,7,17,7
89,117,5,7,15
89,118,0,0,60
89,50,5,12,11
89,51,136,124,112
89,52,21,5,4
89,53,79,45,0
89,54,157,104,94
89,55,57,57,51
89,11,6,16,17
89,56,35,6,5
89,12,256,168,196
89,57,21,16,15
89,13,0,10,11
89,58,46,70,64
89,14,178,107,118
89,15,110,131,143
89,59,50,85,78
89,16,50,22,22
89,0,128,290,333
89,123,0,0,1
89,3,2,11,11
89,124,19,7,5
89,125,6,5,6
89,5,13,4,4
89,127,26,23,25
89,6,156,111,114
89,7,88,97,99
89,8,2,9,9
89,60,24,63,58
89,61,3,3,3
89,20,18,8,7
89,21,0,3,3
89,22,0,34,38
89,23,1,29,1
89,24,0,10,11
89,25,20,3,3
89,26,6,4,5
89,72,1,1,0
89,73,16,17,26
89,74,24,21,29
89,30,0,6,6
89,75,6,7,0
89,32,0,6,6
89,33,21,19,20
89,77,125,130,160
89,78,279,315,239
89,34,533,506,554
89,79,14,8,71
89,35,4,5,5
89,37,0,12,11
89,38,5,11,10
89,39,42,32,29
89,80,40,39,31
89,81,113,124,75
89,82,1865,1789,1834
89,83,150,233,164
89,84,7,5,0
89,40,5,0,0
89,85,28,25,40
89,41,7,12,8
89,86,175,210,201
89,42,7,0,0
89,87,7,7,8
89,43,29,15,10
110,110,9,15,13
110,111,10,13,3
110,112,34,26,11
110,113,3,2,6
110,114,16,22,13
110,115,282,326,271
110,116,180,158,159
110,117,13,8,4
110,118,16,17,25
110,119,44,58,13
110,94,1,1,0
110,95,190,182,152
110,96,10,16,63
110,97,26,20,27
110,10,1707,2041,1939
110,98,12,14,6
110,99,775,822,696
110,11,1436,1854,1765
110,12,3110,1576,1641
110,13,1322,1994,2028
110,14,273,723,743
110,15,522,560,590
110,16,6,134,1
110,17,1944,1760,1761
110,18,3253,2976,2955
110,19,57,26,26
110,120,450,409,504
110,0,131,78,76
110,121,73,67,51
110,122,130,144,172
110,1,0,10,10
110,2,0,25,6
110,123,639,628,646
110,3,6,3,4
110,124,43,41,55
110,125,34,26,42
110,126,22,22,35
110,127,59,52,52
110,6,5,0,0
110,7,826,645,698
110,8,1260,618,642
110,9,1140,583,557
110,20,65,0,0
110,100,61,60,76
110,101,20,14,17
110,102,377,412,401
110,103,18,16,9
110,104,25,18,19
110,105,41,33,16
110,106,42,40,43
110,107,22,23,12
110,108,9,13,8
110,109,20,20,14
110,84,2,0,1
111,110,11,8,12
111,111,34,37,26
111,112,4,4,4
111,113,66,66,52
111,114,17,14,30
111,115,606,603,646
111,116,213,198,220
111,117,18,17,0
111,118,15,19,14
111,119,7,4,5
111,95,11,10,3
111,96,3,3,4
111,97,7,8,1
111,98,119,109,113
111,10,371,420,416
