x,y,TOT_P,avg_time_nearest_h
42,82,0,NA
42,83,75,NA
42,84,0,NA
42,108,0,NA
43,82,13,NA
43,83,0,NA
43,85,41,NA
43,86,0,NA
43,106,6,NA
43,110,0,NA
44,82,3256,NA
44,83,0,NA
44,84,0,NA
44,85,2153,NA
44,86,13,NA
44,87,1769,NA
44,88,0,NA
44,105,20,NA
44,106,94,NA
44,109,77,NA
44,110,427,NA
45,82,45,NA
45,83,6,NA
45,84,17,NA
45,85,6856,NA
45,86,8684,NA
45,87,1478,NA
45,88,119,NA
45,106,5,NA
45,108,972,NA
45,109,0,NA
46,84,966,NA
46,85,270,NA
46,106,0,NA
46,107,44,NA
46,108,0,NA
47,85,11,NA
47,124,0,NA
48,84,23,NA
48,85,0,NA
48,108,0,NA
48,123,0,NA
49,104,0,NA
49,105,0,NA
49,107,841,NA
49,108,0,NA
49,122,0,NA
49,123,0,NA
49,124,0,NA
49,125,0,NA
50,82,7,NA
50,83,98,NA
50,84,6880,NA
50,85,310,NA
50,104,0,NA
50,105,0,NA
50,107,0,NA
50,108,37,NA
50,122,0,NA
50,123,0,NA
51,82,13,NA
51,84,19892,NA
51,85,17235,NA
51,86,7329,NA
51,104,0,NA
51,107,0,NA
51,108,0,NA
51,121,0,NA
51,122,0,NA
51,123,598,NA
51,124,85,NA
52,82,49,NA
52,83,0,NA
52,84,22222,NA
52,85,65482,NA
52,86,34420,NA
52,90,2478,NA
52,102,0,NA
52,103,0,NA
52,104,0,NA
52,121,0,NA
52,123,245,NA
53,77,21,NA
53,78,1035,NA
53,84,6400,NA
53,85,29876,NA
53,87,89,NA
53,88,0,NA
53,89,18,NA
53,90,4898,NA
53,94,0,NA
53,96,66,NA
53,97,0,NA
53,98,0,NA
53,103,0,NA
53,104,0,NA
54,78,598,NA
54,82,0,NA
54,85,10279,NA
54,86,477,NA
54,87,959,NA
54,88,14,NA
54,89,26,NA
54,90,87,NA
54,91,39,NA
54,92,0,NA
54,93,15,NA
54,94,0,NA
54,95,0,NA
