x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,6
20,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
21,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
22,16,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,8
22,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,23,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,6
23,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,16,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
23,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,8,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,3,0,10
24,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
24,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,22,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
24,23,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,5
24,24,0,0,5,1,0,1,1,5,1,0,0,0,2,0,1,2,0,2,5,0,26
25,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
25,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
25,20,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5
25,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,6,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,6
26,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,21,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
26,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4
27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
27,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,17,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
27,22,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
27,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
