x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
39,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,124,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,2,0,9
42,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
46,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
62,127,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
63,117,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4
63,118,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,7
63,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,122,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6
64,118,3,0,4,0,2,3,8,1,6,1,0,2,1,7,1,2,0,8,7,0,56
64,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,121,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
64,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
65,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
65,125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
65,126,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4
66,113,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
66,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
66,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
66,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,112,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,8
67,113,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,7
67,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,117,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
67,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,123,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,3,0,9
67,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,111,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,9
68,112,0,0,3,3,0,7,4,2,7,0,0,4,1,6,1,1,0,2,3,0,44
68,113,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4
68,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69,110,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
69,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
69,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72,108,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3
72,109,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
72,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
73,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,112,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
74,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
77,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,103,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
78,113,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
78,118,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
79,108,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
79,111,1,0,5,0,0,3,2,1,1,1,0,1,0,2,1,2,0,1,6,0,27
80,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,109,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,8
80,111,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6
80,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,59,0,0,0,0,1,1,1,1,4,0,0,0,1,2,0,0,0,1,1,0,13
81,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,59,3,0,2,0,0,1,5,1,3,1,0,0,1,2,1,2,1,2,5,0,30
82,112,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
82,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,121,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
82,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
83,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
85,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
85,111,0,0,0,0,0,0,3,1,7,0,0,3,2,1,0,0,0,1,0,0,18
85,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
86,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
86,111,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,5
86,112,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,4
86,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,125,0,0,3,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,1,0,11
87,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
87,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,112,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
88,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,99,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,3,1,0,11
88,110,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
88,112,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,10
88,113,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
88,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,120,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
88,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
89,58,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
89,61,2,0,5,0,1,4,6,3,10,5,0,1,3,6,2,1,1,0,8,0,58
89,62,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4
89,110,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,1,0,9
89,112,0,0,4,0,0,4,2,3,6,0,0,3,3,1,1,2,0,1,2,0,32
89,113,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,9
90,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
90,61,4,0,2,0,0,1,2,3,7,0,0,4,3,2,0,2,1,2,1,0,34
90,112,0,0,10,0,0,4,13,3,7,1,0,6,9,8,0,2,2,5,7,0,77
90,113,0,0,4,0,0,11,6,1,9,0,0,4,6,3,0,0,0,2,4,0,50
91,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
91,58,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,4
91,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
91,109,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,5
91,110,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,0,7
91,111,0,0,3,0,0,3,2,0,1,0,0,2,2,5,0,0,0,0,1,0,19
91,112,2,0,4,1,0,16,27,3,10,2,0,21,8,15,2,5,6,8,15,0,145
91,113,0,0,6,0,0,5,15,2,8,1,0,0,6,4,0,2,1,11,1,0,62
92,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
