x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,24,2,0,2,0,0,0,1,2,4,0,0,0,1,2,1,2,0,4,4,0,25
0,40,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,1,0,0,2,0,11
0,41,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,8
0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,67,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
0,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,125,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,126,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0,127,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,39,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,6
1,40,0,0,2,0,2,3,6,0,11,1,0,1,2,1,1,2,0,2,8,0,42
1,48,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,7
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,59,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,60,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,126,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,127,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,38,8,0,2,0,2,3,6,2,2,0,0,0,2,1,1,1,0,3,8,0,41
2,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2,46,2,0,2,0,0,3,9,0,6,2,0,2,1,2,0,0,0,1,2,0,32
2,47,0,0,3,0,0,3,5,1,9,2,0,2,4,2,0,0,1,2,2,0,36
2,48,1,0,0,0,0,0,2,0,2,0,0,3,0,1,0,0,0,0,0,0,9
2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,69,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5
2,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,38,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
3,44,4,0,7,0,0,7,38,4,33,5,1,10,42,14,7,7,5,9,19,0,212
3,45,0,0,4,0,0,1,19,4,7,0,0,2,10,5,0,1,3,2,2,0,60
3,46,4,0,5,1,0,7,26,3,10,2,0,3,10,9,0,4,2,5,3,0,94
3,47,0,0,4,0,0,2,8,0,2,0,1,0,6,5,0,0,1,1,1,0,31
3,60,0,0,2,0,0,2,4,1,2,0,0,0,1,1,1,1,0,2,2,0,19
3,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,43,0,0,3,3,0,12,24,2,6,4,0,6,12,3,0,2,6,9,7,0,99
4,44,12,1,56,2,4,54,125,24,49,20,3,22,93,44,4,25,29,51,77,0,695
4,45,3,0,16,1,1,43,28,6,33,8,2,14,29,21,3,6,9,13,9,0,245
4,46,1,0,7,0,1,11,18,2,5,3,0,4,13,11,0,2,2,5,5,0,90
4,47,1,0,3,0,0,4,6,0,3,1,1,0,5,1,0,2,1,5,0,0,33
4,48,1,0,13,0,0,8,14,1,2,0,1,1,7,0,0,0,0,0,3,0,51
4,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
4,123,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,42,0,0,1,0,0,2,0,0,2,0,0,0,3,3,0,1,0,1,2,0,15
5,43,3,0,8,1,0,17,24,1,20,1,0,4,21,13,0,3,1,8,8,0,133
5,44,2,0,12,0,0,23,50,6,13,3,0,3,26,8,0,9,6,11,15,0,187
5,45,0,1,5,0,0,8,12,7,5,2,2,6,12,4,0,6,0,4,7,0,81
5,46,0,0,4,0,1,2,5,2,3,0,0,1,2,0,0,0,1,0,2,0,23
5,47,0,0,1,0,0,1,1,1,1,0,0,0,3,2,0,0,0,0,1,0,11
5,48,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,7
5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6,35,1,0,2,0,2,3,3,1,1,1,0,1,1,4,1,2,0,0,2,0,25
6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,42,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
6,43,0,0,7,1,0,4,14,1,3,1,0,0,6,1,0,0,1,3,5,0,47
6,44,0,0,9,0,0,7,26,8,6,1,0,3,10,4,0,1,1,1,3,0,80
6,45,4,1,11,0,0,9,27,2,11,4,0,2,10,4,0,3,4,8,9,0,109
6,46,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
6,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,121,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,6
6,122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,42,0,0,4,0,0,9,5,0,1,0,1,6,2,1,0,0,0,1,1,0,31
