x,y,clc
0,0,12
0,1,12
0,2,12
0,3,12
0,4,12
0,5,12
0,6,12
0,7,12
0,8,24
0,9,24
0,10,24
0,11,24
0,12,24
0,13,24
0,14,24
0,15,12
0,16,12
0,17,12
0,18,12
0,19,12
0,20,12
0,21,12
0,22,24
0,23,29
0,24,24
0,25,12
0,26,12
0,27,12
0,28,25
0,29,12
0,30,12
0,31,12
0,32,24
0,33,24
0,34,24
0,35,24
0,36,24
0,37,12
0,38,12
0,39,18
0,40,24
0,41,29
0,42,29
0,43,29
0,44,24
0,45,24
0,46,24
0,47,24
0,48,24
0,49,24
0,50,24
0,51,25
0,52,24
0,53,24
0,54,25
0,55,25
0,56,25
0,57,12
0,58,12
0,59,24
0,60,24
0,61,24
0,62,24
0,63,24
0,64,24
0,65,24
0,66,24
0,67,24
0,68,24
0,69,24
0,70,24
0,71,29
0,72,29
0,73,29
0,74,24
0,75,41
0,76,41
0,77,41
0,78,36
0,79,24
0,80,29
0,81,29
0,82,25
0,83,25
0,84,12
0,85,12
0,86,24
0,87,24
0,88,24
0,89,24
0,90,24
0,91,24
0,92,24
0,93,24
0,94,24
0,95,24
0,96,24
0,97,12
0,98,24
0,99,24
0,100,12
0,101,12
0,102,24
0,103,24
0,104,24
0,105,24
0,106,24
0,107,24
0,108,24
0,109,24
0,110,24
0,111,12
0,112,24
0,113,24
0,114,24
0,115,24
0,116,24
0,117,24
0,118,29
0,119,29
0,120,25
0,121,12
0,122,12
0,123,12
0,124,12
0,125,2
0,126,2
0,127,2
1,0,12
1,1,12
1,2,12
1,3,12
1,4,12
1,5,12
1,6,12
1,7,12
1,8,12
1,9,24
1,10,24
1,11,24
1,12,24
1,13,24
1,14,24
1,15,12
1,16,12
1,17,12
1,18,12
1,19,12
1,20,12
1,21,24
1,22,24
1,23,24
1,24,24
1,25,24
1,26,12
1,27,12
1,28,25
1,29,25
1,30,25
1,31,24
1,32,24
1,33,24
1,34,24
1,35,24
1,36,24
1,37,12
1,38,12
1,39,12
1,40,24
1,41,24
1,42,12
1,43,24
1,44,29
1,45,24
1,46,24
1,47,24
1,48,24
1,49,24
1,50,24
1,51,24
1,52,24
1,53,24
1,54,24
1,55,24
1,56,25
1,57,25
1,58,24
1,59,24
1,60,24
1,61,24
1,62,25
1,63,25
1,64,24
1,65,24
1,66,24
1,67,24
1,68,24
1,69,29
1,70,29
1,71,24
1,72,24
1,73,41
1,74,24
1,75,41
1,76,41
1,77,24
1,78,24
1,79,24
1,80,29
1,81,29
1,82,25
1,83,25
1,84,12
1,85,12
1,86,12
1,87,24
1,88,24
1,89,24
1,90,24
1,91,24
1,92,24
1,93,24
1,94,25
1,95,25
1,96,24
1,97,24
1,98,24
1,99,24
1,100,24
1,101,24
1,102,24
