x,y,dlt,tcd
0,4,,67
0,50,,71
0,54,,26
0,87,,44
0,108,,15
0,110,,77
0,118,,49
0,123,,65
0,124,,18
1,50,,55
1,51,,11
1,53,,28
1,54,2,31
1,55,,11
1,56,,39
1,81,,19
1,82,,29
1,107,,54
1,108,,2
1,111,,86
1,113,,50
1,117,,33
1,118,,11
1,119,,96
2,52,1,18
2,53,,38
2,54,,40
2,55,2,52
2,56,,36
2,83,,51
2,107,2,
2,108,,11
2,111,,86
2,113,,11
2,117,,11
2,118,,90
2,120,,33
2,125,,85
3,51,,7
3,52,,21
3,53,,47
3,54,2,58
3,55,,33
3,56,,4
3,57,,79
3,83,,20
3,87,,55
3,88,,49
3,90,,3
3,91,,18
3,107,,93
3,108,2,30
3,109,,23
3,111,,86
3,114,,8
3,115,,6
3,117,,89
3,118,,11
3,119,,12
3,122,,9
3,123,,21
3,124,,6
3,125,,10
3,126,,90
4,52,,1
4,53,,8
4,54,,27
4,55,,1
4,59,,44
4,60,,89
4,61,,90
4,84,,3
4,85,,33
4,92,,56
4,108,,52
4,109,,65
4,110,,80
4,111,,86
4,112,,23
4,113,,15
4,115,,30
4,117,,82
4,122,,12
4,124,,23
4,126,,27
5,52,,45
5,53,,9
5,59,,14
5,60,,33
5,61,,57
5,62,2,26
5,63,,19
5,64,,100
5,70,1,36
5,71,1,8
5,85,,86
5,86,,13
5,92,,35
5,107,,47
5,110,,96
5,112,,77
5,113,,14
5,115,,46
5,117,,9
5,121,,37
5,122,,41
5,126,,20
6,51,,1
6,52,,16
6,53,,42
6,54,,23
6,55,,13
6,56,,11
6,59,,10
6,60,,25
6,61,,50
6,62,2,75
6,63,2,74
6,64,1,30
6,65,,47
6,71,,32
6,72,,32
6,73,,85
6,87,,19
6,93,,40
6,108,,23
6,110,,51
6,111,,86
6,112,,15
6,115,,12
6,117,,25
6,119,,6
6,120,2,30
6,121,,9
6,122,,43
6,123,,4
6,124,,32
6,125,,29
6,126,,39
7,52,2,60
7,53,2,64
7,55,,14
7,56,,13
7,60,2,37
7,61,,24
7,62,,63
7,63,,40
7,64,2,39
7,65,,21
7,66,2,44
7,67,,22
7,68,,75
7,110,,16
7,116,,76
7,117,,95
7,118,,37
7,119,,61
7,120,,8
7,122,,11
7,123,2,49
7,124,,30
7,125,1,25
8,52,,70
8,53,,20
8,54,,27
8,55,,44
8,57,,25
8,58,,6
8,59,2,28
8,60,2,26
8,61,,36
8,62,2,59
8,63,,17
8,64,,20
8,65,,41
8,66,2,72
8,67,2,59
8,68,,12
8,69,,59
8,70,,87
8,90,,10
8,94,,94
8,108,,57
8,110,,7
8,111,,28
8,116,,8
8,117,1,48
8,118,,53
8,119,,44
8,120,,45
8,121,,17
8,122,,12
8,123,1,35
8,124,,80
9,59,2,34
9,60,2,36
9,61,2,37
9,62,,57
9,63,,28
9,65,,7
9,66,2,75
9,67,,42
9,68,,32
9,69,,56
9,70,,21
9,71,,54
9,116,,21
9,117,2,38
9,118,,13
9,119,,10
9,120,,31
10,60,2,53
10,61,2,65
10,62,2,43
10,63,,21
10,64,,39
10,65,,19
10,66,,18
10,67,2,53
10,68,,18
10,69,,76
10,70,,57
10,71,2,18
10,72,,53
10,77,,51
10,78,,55
10,79,,38
10,82,,62
10,83,,57
10,85,,54
10,86,,28
10,92,,9
10,95,,23
10,107,,14
10,109,,7
10,117,,49
10,118,,62
10,123,,46
10,124,,52
10,125,,61
11,61,1,
11,62,,27
11,63,,48
11,64,,25
11,65,2,42
11,66,1,36
11,67,2,71
11,68,2,48
11,69,,64
11,70,,41
11,71,,23
11,74,,63
11,76,,7
11,77,2,51
11,78,2,66
11,79,,10
11,81,,89
11,85,,82
11,86,,59
11,87,,65
11,95,,2
11,96,,99
11,108,,6
11,109,,11
11,114,,23
11,115,,9
11,117,,36
11,121,,57
11,122,2,43
11,123,2,75
11,124,,10
11,125,,20
11,127,,53
12,64,,26
12,65,1,73
12,66,2,17
12,67,2,49
12,68,2,53
12,69,2,16
12,70,,48
12,71,,50
12,72,,9
12,73,1,15
12,74,,17
12,76,,35
12,77,2,70
12,78,2,76
12,79,,25
12,81,,3
12,82,,93
12,83,,87
12,84,,9
12,85,,3
12,87,,65
12,88,,10
12,89,,76
12,94,,69
12,96,,32
12,97,,27
12,98,,78
12,102,,37
12,114,,15
12,115,,6
12,117,,1
12,120,,40
12,121,,31
12,122,,36
12,123,,2
12,125,,12
12,126,,63
12,127,,99
13,67,,57
13,68,,57
13,69,,17
13,70,2,23
13,71,2,26
13,72,2,47
13,73,,40
13,74,,65
13,75,1,
13,76,2,53
13,77,2,66
13,78,2,65
13,79,,24
13,80,,13
13,81,,9
13,82,,20
13,83,,61
13,84,,8
13,88,,80
13,89,,1
13,90,,85
13,97,,66
13,98,,1
13,99,,53
13,107,,88
13,114,,13
13,115,,5
13,116,,2
13,119,2,9
13,120,2,42
13,121,,32
13,122,,1
13,123,,2
13,124,,19
13,125,,11
13,126,,6
13,127,,6
14,24,,46
14,69,,89
14,70,2,64
14,71,2,81
14,72,,59
14,73,,30
14,74,,34
14,76,,83
14,77,,80
14,78,,5
14,79,,20
14,83,,5
14,84,,12
14,87,,29
14,88,,93
14,89,1,17
14,90,1,44
14,91,1,
14,108,,15
14,109,,61
14,110,,6
14,116,,34
14,118,,96
14,119,2,
14,120,2,56
14,121,,29
14,122,,30
14,123,,43
14,126,,67
15,21,,43
15,22,,4
15,23,,4
15,24,,6
15,25,,26
15,26,,6
15,28,,6
15,71,,45
15,72,,5
15,73,,4
15,74,,10
15,75,,31
15,78,,33
15,79,,18
15,80,,9
15,81,,3
15,83,,12
15,84,,30
15,87,,14
15,88,2,87
15,89,2,18
15,90,2,74
15,91,2,41
15,99,,64
15,100,,58
15,101,,43
15,108,,57
15,110,,13
15,111,,4
15,112,,1
15,113,,1
15,115,,80
15,118,,84
15,119,2,24
15,120,,26
15,121,,46
15,122,,23
15,123,,10
15,125,,5
15,126,,84
16,22,,15
16,23,,14
16,24,,12
16,26,,21
16,28,,22
16,30,,37
16,60,,5
16,61,,85
16,63,,45
16,64,2,34
16,65,,29
16,66,,59
16,72,,56
16,73,,31
16,74,,14
16,75,,55
16,76,,83
16,77,,52
16,78,1,22
16,79,2,58
16,80,2,35
16,81,2,14
16,82,,17
16,83,,7
16,84,,19
16,85,,23
16,86,2,26
16,87,1,60
16,88,2,49
16,89,2,33
16,90,2,71
16,91,2,72
16,92,,93
16,96,,17
16,99,1,38
16,100,,68
16,101,,12
16,109,,53
16,111,,16
16,112,,34
16,113,,33
16,114,,19
16,117,,44
16,119,,13
16,120,,38
16,121,,23
16,124,,4
16,125,,51
17,17,,81
17,18,,38
17,19,,7
17,25,,22
17,26,,54
17,27,,54
17,28,,8
17,30,,27
17,56,,30
17,57,2,54
17,58,,15
17,59,,30
17,60,,8
17,61,,13
17,62,,44
17,64,,22
17,65,,21
17,67,,12
17,68,,38
17,73,,12
17,74,,9
17,75,,38
17,76,,28
17,77,,50
17,78,,58
17,79,2,26
17,80,,45
17,81,,26
17,82,,5
17,83,,11
17,84,,47
17,85,,25
17,86,2,70
17,87,2,62
17,88,2,44
17,89,2,14
17,90,2,57
17,91,,32
17,92,,19
17,93,,10
17,94,,1
17,95,,35
17,96,,29
17,97,,14
17,101,,25
17,103,,3
17,110,,64
17,111,,19
17,112,,9
17,113,,92
17,116,,38
17,117,,4
17,124,,45
17,125,,42
17,126,,74
17,127,,80
18,10,,25
18,12,,23
18,14,,77
