x,y,value
0,116,5899
0,117,7070
0,118,7070
0,119,7035
1,117,7035
1,118,7035
1,119,7035
2,117,6718
2,118,6718
2,119,6718
2,120,6620
3,118,6620
3,119,6620
3,120,6620
4,118,6620
4,119,6620
4,120,6620
4,121,6017
4,122,6017
5,118,6210
5,119,6210
5,120,6210
5,121,6017
5,122,6017
6,120,6017
6,121,6017
6,122,6017
7,120,5390
7,121,5390
7,122,5390
8,120,5390
8,121,5397
8,122,5397
8,123,4728
9,121,5397
9,122,5397
9,123,5397
10,117,762
10,118,762
10,119,762
10,121,5397
10,122,5397
10,123,5397
11,117,762
11,118,762
11,119,762
11,121,5066
11,122,5066
11,123,5066
12,117,762
12,118,762
12,119,762
14,115,354
14,116,354
14,117,354
15,115,354
15,116,354
15,117,354
15,118,212
15,119,212
16,115,354
16,116,354
16,117,354
16,118,212
16,119,212
17,116,1026
17,117,1147
17,118,1147
17,119,212
18,116,1026
18,117,1026
18,118,1026
19,116,1026
19,117,1026
19,118,1026
22,115,942
22,116,942
22,117,942
23,115,942
23,116,942
23,117,942
24,115,942
24,116,942
24,117,942
28,107,1356
28,108,1356
28,109,1356
29,107,1356
29,108,1356
29,109,1356
30,102,421
30,103,421
30,104,421
30,107,1356
30,108,1356
30,109,1356
31,102,421
31,103,421
31,104,421
32,102,421
32,103,421
32,104,421
50,126,28170
50,127,28170
51,126,28170
51,127,28170
52,126,28170
52,127,28170
