x,y,value
0,30,1009637
0,31,1009637
0,32,1009637
0,61,2471021
0,62,2471021
0,63,2471021
0,67,2129280
0,68,2129280
0,69,2129280
0,91,1448669
0,92,1454782
0,93,1454782
0,94,1449281
0,110,186852
0,111,186852
0,112,186852
0,113,113939
0,114,113939
0,115,115687
0,116,113862
0,117,113862
0,121,90718
0,122,90718
0,123,90718
1,12,281267
1,13,281267
1,14,281267
1,25,216123
1,26,216123
1,27,216123
1,30,1009637
1,31,1009637
1,32,1009637
1,61,2471021
1,62,2471021
1,63,2481207
1,64,2470752
1,65,2470752
1,91,1448669
1,92,1448669
1,93,1448669
1,113,113939
1,114,113939
1,115,113939
1,123,91043
1,124,91169
1,125,91169
1,126,91169
2,12,281267
2,13,281267
2,14,281267
2,25,216123
2,26,216123
2,27,216123
2,30,1009637
2,31,1009637
2,32,1009637
2,61,2471021
2,62,2471021
2,63,2481207
2,64,2470752
2,65,2470752
2,72,2687116
2,73,2687116
2,74,2687116
2,77,2071458
2,78,2071458
2,79,2071458
2,80,1300338
2,81,1300338
2,82,1300338
2,91,1448669
2,92,1448669
2,93,1448669
2,123,91043
2,124,91169
2,125,91169
2,126,91169
3,12,281267
3,13,281267
3,14,281267
3,25,216123
3,26,216123
3,27,216123
3,63,2470752
3,64,2470752
3,65,2470752
3,72,2687116
3,73,2687116
3,74,2687116
3,77,2071458
3,78,2071458
3,79,2071458
3,80,1300338
3,81,1300338
3,82,1371918
3,83,1364381
3,84,1364381
3,90,1440539
3,91,1440539
3,92,1440539
3,123,91043
3,124,91169
3,125,91169
3,126,91169
3,127,90222
4,72,2687116
4,73,2687116
4,74,2687116
4,77,2071458
4,78,2071458
4,79,2071458
4,80,1300338
4,81,1300338
4,82,1371918
4,83,1364381
4,84,1364381
4,86,1287778
4,87,1287778
4,88,1287778
4,90,1440539
4,91,1440539
4,92,1440539
4,125,90222
4,126,90222
4,127,90222
5,82,1364381
5,83,1364381
5,84,1364381
5,86,1287778
5,87,1287778
5,88,1287778
5,90,2404011
5,91,2404011
5,92,2404011
5,93,1535187
5,94,1535187
5,95,1535187
5,125,90222
5,126,90222
5,127,90222
6,12,386699
6,13,386699
6,14,386699
6,34,1502446
6,35,1502446
6,36,1502446
6,66,2765947
6,67,2765947
6,68,2765947
6,86,1287778
6,87,1287778
6,88,1287778
6,90,2404011
6,91,2404011
6,92,2404011
6,93,1535187
6,94,1535187
6,95,1535187
7,12,386699
7,13,386699
7,14,386699
7,23,285759
7,24,285759
7,25,285759
7,34,1502446
7,35,1502446
7,36,1502446
7,66,2765947
7,67,2765947
7,68,3052984
7,69,2827913
7,70,2827913
7,90,2404011
7,91,2404011
7,92,2404011
7,93,1535187
7,94,1548970
7,95,1548970
7,96,1219798
7,107,195734
7,108,195734
7,109,195734
7,126,86615
7,127,86615
8,12,386699
8,13,386699
8,14,386699
8,23,285759
8,24,285759
8,25,285759
8,34,1502446
8,35,1502446
8,36,1502446
8,51,2503381
8,52,2503381
8,53,2503381
8,66,2765947
8,67,2789085
8,68,3052984
8,69,3030625
8,70,2827913
8,87,1979093
8,88,1979093
8,89,1979093
