x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
114,60,454,2204,359,20190,1946,2274,8448,60,1391,10500,1191,111681,14947,8877,44284,20549,112872
115,59,305,2603,702,14718,1839,2430,4520,116,899,11517,1788,77555,13288,9044,24667,15420,79343
115,60,919,3548,2175,42787,8813,4333,19245,41,2731,17736,8847,219977,57005,16452,93917,44962,228824
116,53,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
116,54,3,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
116,55,2830,19448,4774,90540,16835,10844,16370,469,7350,89738,16519,529956,148725,47787,71245,95314,546475
116,56,1137,10853,3143,55713,11296,5578,12384,35,3500,57408,8081,323265,86815,23244,50224,58856,331346
116,57,1752,33282,15410,131057,17858,20889,26648,16,3795,143438,44252,614686,124310,71117,85143,146467,658938
116,58,11,45,1,262,54,14,37,7,29,234,4,1741,388,86,239,263,1745
116,59,6,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
117,51,106,203,106,3337,505,327,1690,37,329,1094,429,22926,4371,1867,11324,3443,23355
117,54,18,80,61,549,37,80,96,15,50,344,226,3069,225,484,385,610,3295
117,55,5,4,13,50,6,16,9,3,16,26,35,238,43,54,35,63,273
117,61,587,6636,1949,28667,4222,1984,5441,71,1576,25731,4902,140400,27340,6760,27083,30616,145302
118,43,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
118,49,268,1139,65,6806,1130,1151,1796,71,719,6464,201,43004,9573,7455,9175,6871,43205
118,50,296,1487,224,16066,3669,1306,5279,42,840,6726,503,75603,18934,4772,26965,16290,76106
118,51,29,84,51,897,176,185,97,18,72,428,449,5179,1474,960,388,948,5628
118,53,74,287,148,2370,352,560,365,31,201,1338,521,10985,2372,2187,1189,2518,11506
118,57,125,314,267,3381,727,689,594,58,320,1707,958,19511,6039,2995,2555,3648,20469
119,42,23,483,31,1374,229,118,192,4,51,2393,121,7843,1761,664,993,1405,7964
119,43,56,0,0,0,0,0,0,2,157,0,0,0,0,0,0,0,0
119,44,389,467,112,8682,1096,551,5046,116,1270,2680,436,56300,9999,3045,31405,8794,56736
119,45,3,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0
119,46,1655,0,0,0,0,0,0,46,5600,0,0,0,0,0,0,0,0
119,59,6,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
120,41,36,113,18,725,153,110,65,19,88,549,94,4605,1213,824,270,743,4699
120,42,3938,44049,7421,186084,38399,14908,53406,464,10997,201740,20493,993858,275379,59234,249335,193505,1014351
120,43,19,90,14,515,171,52,56,11,50,466,70,3497,1327,367,343,529,3567
120,46,64,351,31,1433,496,87,138,27,148,2777,239,11068,4160,475,811,1464,11307
120,50,44,186,68,1251,335,219,108,22,107,1263,171,7718,2752,1277,334,1319,7889
120,53,21,0,0,0,0,0,0,14,54,0,0,0,0,0,0,0,0
120,56,11,34,43,323,56,100,51,7,35,197,91,1563,369,425,133,366,1654
120,57,25,48,12,368,69,93,29,9,58,224,52,2073,478,483,81,380,2125
120,58,44,192,88,1626,333,397,182,17,118,810,234,7824,2774,1315,531,1714,8058
120,59,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
120,60,426,0,0,0,0,0,0,2,1256,0,0,0,0,0,0,0,0
121,42,8,0,10,85,16,17,13,5,20,0,70,641,113,103,120,95,711
121,43,33,58,11,411,189,25,26,14,78,450,70,3365,1729,193,72,422,3435
121,44,5,47,0,164,45,14,29,3,10,310,0,991,403,57,82,164,991
121,46,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
121,48,10,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
121,51,24,62,48,627,291,101,25,10,60,446,140,4700,2708,464,88,675,4840
121,55,62,243,129,1730,459,293,152,28,160,1337,600,10242,3700,1188,507,1859,10842
121,56,24,0,0,0,0,0,0,7,48,0,0,0,0,0,0,0,0
122,35,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
122,39,3,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
122,42,23,82,31,863,159,202,115,15,64,334,133,4353,1141,950,367,894,4486
122,43,10,46,6,189,75,8,10,4,20,305,8,1290,566,22,52,195,1298
122,44,118,305,210,2483,927,320,257,47,288,1799,699,17259,8934,1616,1016,2693,17958
122,45,10,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0
122,46,33,0,0,0,0,0,0,11,92,0,0,0,0,0,0,0,0
122,49,14,37,24,319,64,12,20,7,39,266,53,2203,567,33,54,343,2256
122,51,8,9,16,164,67,18,13,5,20,84,52,1514,739,117,94,180,1566
122,54,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
122,55,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
123,29,241,0,0,0,0,0,0,1,642,0,0,0,0,0,0,0,0
123,30,19,67,7,462,159,74,9,9,57,596,73,4557,1627,806,42,469,4630
123,31,351,4539,2098,19721,4121,3324,1251,76,761,20185,4451,92814,26007,12322,3793,21819,97265
123,32,2173,44891,16859,155893,27430,22565,10344,53,4657,191489,39999,739825,170400,74146,27456,172752,779824
123,33,17,89,1,465,181,51,4,6,43,506,2,3671,1735,543,21,466,3673
123,34,261,1155,73,5937,1747,533,377,25,767,7162,308,44526,15547,3001,1495,6010,44834
123,35,31,75,8,747,254,153,50,17,87,490,31,5981,2521,1087,332,755,6012
123,36,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0
123,37,1225,0,0,0,0,0,0,143,3605,0,0,0,0,0,0,0,0
123,38,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
123,39,3004,0,0,0,0,0,0,1,9012,0,0,0,0,0,0,0,0
123,43,4,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
123,44,4,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
