x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
121,93,1,0,0,0,0,4,10,0,3,0,0,4,1,2,0,0,0,0,1,0,26
121,94,2,0,2,0,0,7,4,0,5,0,0,2,3,4,0,0,0,0,4,0,33
122,89,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4
122,90,0,0,3,0,0,1,7,1,0,1,0,1,2,0,0,0,0,0,0,0,16
122,91,10,0,49,5,4,61,210,15,55,11,4,44,67,41,3,8,4,34,54,0,679
122,92,0,0,2,0,0,4,4,0,16,0,0,4,0,3,0,0,0,9,1,0,43
122,93,2,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,11
122,94,0,0,1,0,0,10,0,1,5,0,0,9,4,7,0,0,0,1,1,0,39
123,85,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4
123,86,2,0,3,0,0,1,3,0,1,1,0,1,0,3,0,0,0,0,1,0,16
123,87,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,8
123,88,0,0,3,0,0,1,4,0,2,1,0,6,0,2,0,0,0,0,0,0,19
123,89,0,0,2,1,0,4,3,1,0,2,0,3,2,1,0,1,0,0,2,0,22
123,90,0,0,0,0,0,1,10,1,1,1,0,1,1,0,0,0,0,0,0,0,16
123,91,2,1,5,0,0,2,6,1,0,0,0,2,0,0,0,0,0,1,1,0,21
123,92,2,0,3,0,0,12,5,4,7,1,0,1,1,2,0,0,0,2,2,0,42
123,93,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
123,94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
124,84,2,1,6,0,0,9,21,0,21,1,0,29,19,9,1,4,0,10,21,0,154
124,85,5,0,19,0,0,17,36,3,16,0,0,23,13,12,0,3,1,2,11,0,161
124,87,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,6
124,88,1,0,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,1,0,0,9
124,89,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8
124,90,1,0,6,0,0,1,5,0,1,1,0,0,0,0,0,0,1,0,1,0,17
124,91,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7
124,92,0,0,0,0,0,4,5,0,1,1,0,0,3,0,0,0,0,0,2,0,16
124,93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
125,78,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
125,79,0,0,10,0,1,19,27,3,11,1,1,12,7,7,2,1,5,2,12,0,121
125,80,2,0,4,0,2,12,36,1,39,1,1,9,14,11,0,4,0,2,9,0,147
125,81,0,0,1,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,8
125,82,0,0,1,0,0,2,8,2,6,0,0,3,0,3,0,0,0,0,2,0,27
125,85,0,0,3,1,0,3,1,1,2,0,0,0,3,0,0,0,0,0,1,0,15
125,86,0,0,1,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,8
125,87,0,0,1,0,0,1,4,0,1,0,0,1,1,1,0,0,0,0,0,0,10
125,88,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
125,89,0,0,1,0,0,4,3,0,1,0,0,0,2,0,0,0,0,0,0,0,11
125,90,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7
125,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,92,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126,75,3,0,6,0,0,12,15,2,16,0,0,8,6,26,1,2,0,9,9,0,115
126,76,0,0,2,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,1,0,11
126,77,0,0,4,1,1,2,13,3,4,0,0,1,3,10,1,0,0,4,1,0,48
126,78,1,0,0,0,0,3,3,1,2,0,0,1,1,0,0,1,0,0,0,0,13
126,79,2,0,5,1,1,13,22,3,10,2,0,11,20,9,0,5,1,4,3,0,112
126,80,6,1,20,1,1,71,118,9,32,8,5,40,92,46,3,7,10,19,25,0,514
126,81,1,0,6,1,0,17,38,1,8,1,0,11,7,8,0,0,0,3,4,0,106
126,82,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,6
126,83,3,0,5,0,0,10,9,0,5,1,0,6,2,4,0,0,0,1,0,0,46
126,84,1,0,2,1,0,9,14,2,4,0,0,4,1,5,1,1,1,2,6,0,54
126,87,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
126,88,2,0,8,0,0,7,6,2,3,0,0,0,1,2,1,1,1,3,7,0,44
126,89,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
126,92,0,1,5,0,0,2,6,0,2,0,0,2,0,0,0,0,1,3,2,0,24
126,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
127,71,0,0,4,0,0,8,13,0,8,0,0,14,5,6,0,0,0,1,5,0,64
127,72,7,0,11,1,2,38,96,8,52,4,0,117,33,19,3,8,6,23,23,0,451
127,73,0,0,0,0,0,1,2,1,2,0,0,3,0,1,0,0,0,2,2,0,14
127,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
127,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127,77,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6
127,78,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
127,79,1,0,4,0,0,10,13,0,4,3,0,2,2,2,0,0,0,2,2,0,45
127,80,0,0,2,0,0,3,2,0,1,0,0,2,1,1,0,1,0,0,1,0,14
127,81,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4
127,82,0,0,2,0,0,6,7,0,4,0,0,0,5,2,0,0,0,0,1,0,27
127,83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4
127,84,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,5
127,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
127,87,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
127,89,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5
127,90,4,0,29,0,2,31,79,5,6,6,1,26,32,10,2,8,4,8,18,0,271
127,91,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,8
127,92,1,0,5,0,0,3,3,0,0,1,0,0,3,0,0,0,0,1,3,0,20
