x,y,2018,2006,2011
44,59,0,4,0
44,60,15,22,27
44,82,7,8,9
44,61,20,32,11
44,62,33,20,48
88,22,3,3,4
88,100,0,40,2
88,89,0,0,4
88,101,44,14,13
88,102,6,0,4
88,26,0,1,0
88,27,2,1,2
88,28,2,2,2
88,90,0,5,0
88,20,0,3,3
88,21,0,2,1
45,82,0,6,3
45,60,0,3,0
45,83,4,4,3
45,61,0,15,1
45,84,6,4,7
45,62,19,0,9
45,63,6,6,8
89,99,2,4,2
89,88,4,12,7
89,100,3,2,2
89,89,3,3,3
89,101,37,10,70
89,28,1,0,0
89,105,0,0,1
89,29,1,1,1
46,63,2,0,0
46,87,4,0,6
47,87,0,6,0
49,92,1,1,1
110,111,0,3,0
110,25,1,2,2
110,26,17,20,18
110,27,0,1,2
110,28,176,197,198
110,29,101,74,102
110,30,37,66,55
110,31,2,0,1
111,22,2,2,2
111,23,7,4,9
111,24,11,13,5
111,112,1,0,2
111,113,0,2,0
111,28,0,1,0
111,31,18,20,18
111,21,0,0,1
112,33,0,0,1
112,34,0,2,0
112,16,0,1,0
112,17,10,5,3
112,18,2,6,3
112,19,6,4,5
112,31,13,14,14
112,20,4,4,4
112,32,3,0,4
112,21,21,5,11
113,33,3,7,5
113,34,2,1,2
113,16,1,6,6
113,17,6,2,6
113,31,0,4,0
113,32,2,1,4
114,34,0,1,0
114,13,2,4,4
114,14,8,7,6
114,15,0,2,0
115,11,8,7,9
115,12,3,3,3
115,35,1,1,1
115,10,0,4,0
116,35,2,2,2
116,36,3,5,2
116,37,6,12,8
116,119,7,20,11
116,30,0,2,0
90,99,6,8,8
90,88,5,1,1
90,105,0,2,0
90,29,3,2,3
90,95,2,2,2
90,96,1,0,2
117,37,0,0,1
117,118,15,0,14
117,119,1,13,4
117,41,0,0,1
118,38,12,11,8
118,39,2,0,7
118,40,0,2,0
118,41,5,2,3
118,42,1,8,8
91,88,2,4,2
91,112,0,1,0
91,96,0,2,0
92,112,0,0,1
92,94,4,5,6
92,31,0,1,1
119,3,0,0,1
119,4,2,1,0
119,5,0,0,1
119,38,14,9,18
119,6,0,4,2
119,41,0,0,2
119,42,4,5,1
93,92,6,0,4
93,31,2,3,3
94,92,1,0,0
94,93,0,2,2
50,93,3,0,0
50,94,0,1,0
50,95,1,0,1
51,95,1,0,2
95,88,1,0,0
95,123,0,0,5
95,91,0,1,0
95,92,8,1,2
95,32,4,1,2
96,89,2,2,3
96,104,0,0,1
96,90,2,5,2
96,31,0,1,2
96,32,1,3,1
97,104,28,29,29
97,28,1,0,0
97,90,1,0,0
97,31,0,1,0
98,105,10,9,9
98,106,0,1,0
98,31,0,2,0
99,33,2,4,4
99,31,0,1,1
57,69,1,0,0
17,46,0,1,0
18,77,0,1,0
18,36,0,0,1
18,47,0,0,2
18,76,0,2,3
19,77,0,2,0
19,75,0,2,0
19,76,5,5,3
120,44,10,14,11
120,45,18,12,16
120,46,26,13,48
120,42,2,0,0
120,43,10,9,3
0,93,1,0,2
0,84,11,22,13
0,85,0,0,1
0,65,14,23,15
121,44,0,1,2
121,45,6,12,5
121,46,20,50,16
1,84,22,1,35
1,85,0,28,0
1,64,19,3,12
1,65,0,1,0
122,0,4,2,4
122,1,6,4,6
122,94,0,1,0
122,95,3,0,2
2,84,17,0,15
2,85,62,69,60
2,64,14,15,13
2,65,0,2,0
123,46,0,1,2
123,126,5,6,6
123,127,2,2,2
123,94,0,2,0
123,95,0,0,1
123,31,1,0,1
123,76,0,0,1
124,46,1,4,0
124,47,4,0,3
124,48,3,0,4
124,49,2,2,2
124,93,1,0,3
124,94,1,3,0
124,50,0,1,0
124,51,9,5,7
124,95,6,10,11
124,52,0,2,0
124,96,0,1,0
124,97,1,0,1
3,88,0,3,0
3,85,8,0,8
3,86,2,12,1
3,65,11,0,0
3,87,9,3,6
125,47,3,5,4
125,48,0,7,0
125,49,1,4,4
125,93,5,7,6
125,50,4,0,0
125,94,0,1,0
125,51,4,0,0
125,52,6,0,4
125,53,2,0,0
4,86,0,1,1
126,99,2,0,3
126,100,0,4,2
126,52,0,1,0
126,53,4,0,2
127,100,11,2,16
127,101,0,5,0
127,53,0,1,1
127,54,1,2,2
20,77,2,4,3
20,78,12,17,10
20,79,16,24,22
20,80,0,5,0
20,73,4,22,0
20,74,12,66,12
20,75,4,5,4
20,76,4,4,8
21,77,0,3,0
21,79,8,14,9
21,80,1,2,2
21,73,25,22,36
21,74,20,10,22
22,44,11,0,18
22,45,10,27,8
22,46,5,3,5
22,39,5,6,11
22,73,3,12,6
22,43,11,3,6
23,44,0,22,0
23,45,5,0,7
23,46,5,0,3
23,59,0,4,0
23,39,2,10,0
23,60,10,12,12
23,61,8,7,5
23,51,0,1,0
23,40,18,7,8
23,73,2,0,3
23,41,7,5,7
23,74,3,3,3
23,42,4,1,3
23,43,0,7,2
24,55,13,18,15
24,56,49,9,53
24,57,1,0,2
24,59,0,2,0
24,48,8,4,8
24,60,1,0,1
24,61,2,0,2
24,84,1,2,0
24,62,0,2,0
24,63,0,1,3
24,86,1,3,4
25,55,38,65,41
25,56,20,60,19
25,57,17,14,17
25,58,5,2,0
25,59,1,0,2
25,49,1,4,3
25,50,11,14,10
25,51,6,12,1
25,84,0,1,0
25,52,18,2,14
