x,y,dlt,tcd
16,95,,75
16,96,,8
17,96,,15
17,97,,6
18,96,,5
18,97,,27
18,98,,18
18,99,,72
19,96,,5
19,97,,29
19,98,,28
19,99,,41
19,100,,24
19,101,,37
19,127,,31
20,96,,5
20,97,,6
20,98,,3
20,99,,33
20,100,,16
20,101,,15
20,102,,33
20,127,,25
21,96,,47
21,97,,28
21,98,,9
21,99,,26
21,100,1,17
21,101,,6
21,102,,23
21,103,,32
21,104,,37
21,105,,75
21,107,,79
21,127,1,9
22,96,,28
22,97,,7
22,98,,12
22,99,,15
22,100,1,35
22,101,1,31
22,102,,43
22,103,,55
22,104,1,31
22,105,,22
22,106,,16
22,107,,3
22,108,,8
22,109,,44
22,110,,54
22,115,,52
22,127,1,67
23,96,,15
23,97,,15
23,98,,11
23,99,,13
23,100,1,29
23,101,1,24
23,102,,42
23,103,,33
23,104,1,16
23,105,1,26
23,106,,23
23,107,,8
23,108,,30
23,109,1,21
23,110,1,30
23,111,,14
23,112,,13
23,113,,50
23,114,1,29
23,115,1,26
23,116,2,59
23,127,,74
24,95,,95
24,96,,12
24,97,,1
24,98,,10
24,99,,28
24,100,1,33
24,101,1,23
24,102,,26
24,103,,26
24,104,,27
24,105,1,36
24,106,,20
24,107,,24
24,108,,15
24,109,1,21
24,110,1,23
24,111,,5
24,112,,8
24,113,,10
24,114,1,40
24,115,1,25
24,116,1,30
24,117,,20
24,118,,51
24,126,,86
24,127,,14
25,98,,9
25,99,,5
25,100,1,31
25,101,1,26
25,102,,22
25,103,,21
25,104,,9
25,105,1,15
25,106,,10
25,107,1,44
25,108,,12
25,109,,28
25,110,,16
25,111,,14
25,112,,12
25,113,,11
25,114,1,17
25,115,1,20
25,116,1,22
25,117,1,20
25,118,,25
25,119,,14
25,120,,49
25,121,,84
25,122,,68
25,123,,69
25,124,,62
25,125,,44
26,96,,24
26,97,,26
26,98,,2
26,100,,8
26,101,,13
26,102,,6
26,103,,22
26,104,,16
26,105,,11
26,106,,13
26,107,,43
26,108,,21
26,109,,22
26,110,1,10
26,111,,16
26,112,,13
26,113,,20
26,114,1,26
26,115,1,12
26,116,1,32
26,117,1,27
26,118,1,38
26,119,1,44
26,120,1,22
26,121,,24
26,122,,8
26,123,,7
26,124,,12
27,94,,49
27,95,,6
27,96,1,32
27,97,,20
27,98,,8
27,99,,2
27,101,,14
27,102,,10
27,103,,28
27,104,,15
27,105,,11
27,106,1,28
27,107,1,35
27,108,,22
27,109,,9
27,110,1,12
27,111,,17
27,112,,29
27,113,,16
27,114,1,12
27,115,1,25
27,116,1,14
27,117,1,16
27,118,1,19
27,119,1,29
27,120,1,20
27,121,1,48
27,122,,19
27,124,,15
27,125,,21
27,126,1,17
27,127,,17
28,94,,5
28,96,,40
28,97,1,29
28,99,,11
28,100,,3
28,101,,6
28,102,,11
28,103,,29
28,104,,17
28,105,,26
28,106,1,20
28,107,1,16
28,108,,20
28,109,,6
28,110,1,15
28,111,,10
28,112,1,23
28,113,1,10
28,114,1,13
28,115,1,2
28,116,1,21
28,117,1,5
28,118,1,15
28,119,,14
28,120,1,29
28,121,2,33
28,122,,14
28,123,,2
28,124,,30
28,125,1,28
28,126,1,37
28,127,,27
29,94,,18
29,95,,23
29,96,,6
29,97,1,28
29,98,,1
29,99,,10
29,100,,16
29,101,1,5
29,102,1,7
29,103,,18
29,104,,6
29,105,,21
29,106,,27
29,107,,10
29,108,,1
29,109,1,5
29,110,,5
29,111,,5
29,112,,15
29,113,1,14
29,114,,25
