x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,74,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0,106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
0,107,0,0,0,0,0,1,1,2,3,0,0,0,1,2,0,0,0,1,0,0,11
0,110,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,120,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,5
0,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,126,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,10
0,127,4,1,3,0,2,5,9,1,3,1,1,1,3,1,1,2,1,3,8,0,50
1,76,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,7
1,78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,80,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,3,0,9
1,105,0,0,2,0,0,2,3,1,1,0,0,0,2,1,0,0,0,0,0,0,12
1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,127,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,7
2,53,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,76,2,0,4,0,1,5,12,2,7,1,1,5,8,4,1,1,0,7,11,0,72
2,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2,104,0,0,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,2,0,10
2,109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,124,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
3,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,68,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,5
3,91,1,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,9
3,97,0,3,2,1,0,2,1,1,4,1,0,0,2,0,1,4,0,2,4,0,28
3,104,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
3,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
3,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,54,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3
4,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,109,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5,54,3,0,9,0,2,5,10,5,11,3,0,0,3,5,1,3,2,2,11,0,75
5,55,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,8
5,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,54,0,0,0,0,0,2,0,0,3,0,0,0,2,2,0,0,0,1,2,0,12
6,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,106,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,104,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6
7,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,104,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
8,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,107,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,4
8,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
9,104,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,1,0,7
9,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9,126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
10,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,75,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
