x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,59,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,60,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
2,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,86,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
2,92,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,126,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
2,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
3,62,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,2,0,1,3,0,16
3,63,5,0,9,0,2,6,17,2,2,1,1,0,4,1,1,4,5,9,13,0,82
3,64,0,0,0,0,0,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,8
