x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,51,0,0,1,0,0,1,5,1,1,0,0,1,0,0,1,1,0,2,1,0,15
0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,70,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5
0,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,97,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,6
0,101,0,0,4,1,0,6,17,1,1,1,1,0,3,0,0,1,0,1,2,0,39
0,102,0,0,6,1,0,7,9,2,2,2,0,0,2,2,0,0,0,2,5,0,40
0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,97,1,0,4,0,0,2,4,0,3,0,0,0,2,0,0,0,0,0,1,0,17
1,98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1,101,1,0,6,0,0,10,13,3,4,2,2,2,1,0,0,1,2,5,5,0,57
1,102,0,0,0,0,0,3,6,0,1,0,0,0,0,2,0,0,0,0,1,0,13
1,114,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
2,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,96,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,97,0,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,13
2,98,0,0,5,0,0,9,6,1,5,2,0,1,1,0,0,0,0,0,5,0,35
2,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,101,1,0,16,0,0,7,22,2,4,13,0,0,16,2,0,2,3,4,10,0,102
2,102,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5
2,115,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,7
2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,69,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,83,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,6
3,92,1,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,9
3,93,3,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,2,0,12
3,98,0,0,4,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,4,0,28
3,99,0,0,1,0,0,5,10,0,0,0,1,0,1,2,0,0,0,0,15,0,35
3,100,0,0,0,0,0,2,5,1,0,0,0,0,3,0,0,0,1,1,2,0,15
3,101,5,0,12,3,1,11,52,6,6,6,0,0,30,8,0,2,3,8,21,0,174
3,102,0,0,3,0,0,0,7,0,2,0,0,1,1,1,0,0,0,1,3,0,19
3,112,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
3,115,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,7
3,118,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,6
3,119,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,123,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,5,0,12
4,69,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,8
4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,92,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6
4,99,4,0,2,0,1,1,7,1,0,2,0,0,0,0,0,0,0,0,0,0,18
4,100,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,8
4,101,3,0,21,1,2,19,58,6,9,12,1,3,33,4,0,2,6,5,29,0,214
4,102,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2,3,0,12
4,111,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5
4,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,114,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4,115,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5
5,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,69,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,89,1,0,1,0,0,1,2,1,0,0,0,0,1,0,1,1,0,0,2,0,11
5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,93,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5
5,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,97,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,6
5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,99,1,0,5,0,0,9,15,2,2,1,0,0,4,0,0,0,0,0,5,0,44
5,100,5,0,12,1,1,5,30,4,6,3,0,1,13,2,0,1,0,10,15,0,109
5,101,5,0,29,7,4,39,178,17,48,36,6,21,106,32,3,16,28,60,116,0,751
5,102,0,0,1,0,0,3,7,0,3,1,0,0,1,0,0,0,2,2,4,0,24
5,103,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3
5,108,0,0,1,2,1,1,3,0,2,0,0,0,2,0,0,0,1,3,2,0,18
5,109,0,0,6,2,1,3,7,4,3,1,0,0,2,0,1,0,0,0,2,0,32
5,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,93,4,0,3,0,0,2,3,0,1,1,0,0,1,0,2,1,0,5,7,0,30
6,94,0,0,2,1,0,1,1,0,3,0,0,0,3,0,0,0,0,1,2,0,14
6,97,0,0,2,1,1,4,4,0,0,1,0,0,2,0,0,0,0,1,2,0,18
