x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,0,56,107,492,16159,221,506,55,5,107,151,678,17021,347,761,55,16651,17699
0,1,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
0,15,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
0,35,44,0,0,0,0,0,0,5,99,0,0,0,0,0,0,0,0
0,36,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
0,62,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,65,4,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
0,82,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
1,46,3,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
2,47,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,40,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
3,76,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
3,86,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
4,56,24,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0
4,84,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
4,86,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
4,98,3,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
5,40,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
5,41,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
5,55,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
5,70,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
5,77,54,0,0,0,0,0,0,2,153,0,0,0,0,0,0,0,0
6,53,4,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
6,68,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
7,53,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
7,64,6,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
8,21,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
8,25,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
8,26,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
9,26,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
9,56,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
9,57,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
10,44,3,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0
