x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
18,16,8,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
19,13,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
19,14,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
24,8,18,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0
24,24,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
25,18,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
25,20,6,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
27,6,7,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
27,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
27,11,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
29,3,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
29,5,13,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
29,7,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
29,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
30,7,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
31,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
31,8,7,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
31,16,18,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0
32,7,328,0,0,0,0,0,0,12,695,0,0,0,0,0,0,0,0
33,8,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
35,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
35,10,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
35,22,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
36,10,212,0,0,0,0,0,0,28,385,0,0,0,0,0,0,0,0
37,1,9,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
37,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
37,13,11,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0
37,20,4,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
38,6,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
38,18,18,18,254,808,77,11,20,5,53,22,790,980,86,15,24,1062,1770
38,19,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
39,3,10,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
39,13,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
39,16,9,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0
40,19,6,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0
40,24,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
40,31,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
41,8,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
41,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
41,11,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
41,23,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
42,4,19,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0
42,10,12,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0
43,0,55,0,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0
43,8,13,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0
43,11,8,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
43,29,129,0,0,0,0,0,0,2,247,0,0,0,0,0,0,0,0
45,21,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
46,5,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
47,1,4,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
47,13,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
48,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
48,6,8,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
50,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
50,27,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
51,1,7,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
51,25,7,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
51,30,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
53,3,10,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0
53,33,4,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
53,37,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
54,12,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
54,38,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
56,30,18,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0
56,42,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
57,7,8,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
58,3,75,0,0,0,0,0,0,7,148,0,0,0,0,0,0,0,0
59,2,3,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
62,33,52,0,0,0,0,0,0,2,123,0,0,0,0,0,0,0,0
62,40,11,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0
63,34,7,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
64,3,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
64,17,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
65,14,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
65,57,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
66,55,5,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
67,15,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
67,59,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
68,58,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
69,56,6,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
