x,y,val
112,249,10
25,184,4143
52,220,1651
52,108,64
90,194,2070
117,205,149
50,113,2356
48,212,2205
77,202,4113
90,215,275
57,109,491
98,247,2197
82,206,1218
81,187,419
8,202,356
56,222,1728
98,191,1837
14,249,399
31,81,504
109,240,206
132,238,30
61,153,1208
80,248,1860
127,224,1319
105,189,2261
30,82,159
25,117,249
109,201,2
6,155,598
90,169,5127
66,150,1010
72,248,1540
102,248,1083
41,218,144
72,246,1255
2,156,226
102,204,491
98,251,2863
75,189,4054
50,227,687
42,244,891
37,150,4165
48,68,117
31,207,4465
32,85,762
59,243,1351
8,239,56228
26,181,7240
113,202,197
12,133,360
129,253,1282
18,247,386
77,104,4103
39,202,494
49,158,413
89,245,6176
79,205,193
111,221,688
14,201,381
1,214,1416
56,214,512
14,205,64
44,149,14965
164,74,982
78,226,23633
12,127,1660
86,242,4496
20,126,17
59,207,609
96,184,772
85,250,1857
91,189,359
31,196,123
40,202,385
86,99,942
58,242,211
39,151,388
161,71,595
69,255,5618
42,235,381
56,207,54
62,215,1021
93,235,8
40,193,14
20,201,71
60,181,53
6,231,1063
47,170,1946
35,119,533
23,230,651
6,141,1775
124,224,2492
27,196,205
99,169,1523
21,222,2570
32,204,5537
83,166,25
8,210,91
97,233,1327
48,111,536
14,134,290
108,192,33
126,249,2046
52,234,343
50,159,225
38,195,4869
93,38,44
19,160,2663
89,41,733
42,229,388
48,77,544
118,254,1798
36,87,1070
4,127,497
12,170,3162
33,232,778
17,126,123
5,232,6177
59,149,20406
112,175,3700
69,160,797
22,252,725
49,103,208
23,179,14696
42,125,57058
118,111,72
90,205,1336
3,243,488
45,87,711
53,122,742
106,223,907
37,120,186
25,242,89
46,135,344
120,114,7
50,220,708
43,106,99
113,200,39
130,247,299
2,246,2157
105,219,614
53,77,168
78,255,228
16,139,65
25,255,221
117,221,581
47,89,254
35,154,21
67,250,1165
28,190,195
124,95,140
63,244,1008
62,84,15
22,189,3233
0,244,1633
83,212,196
15,206,64
15,227,892
97,209,36
107,193,189
46,206,580
108,242,2
5,157,785
104,40,531
129,252,409
108,184,276
134,252,31095
3,180,167
56,208,183
79,96,70014
44,202,301
109,37,717
20,207,1328
63,90,3661
61,94,438
72,150,1634
79,239,2833
34,226,222
137,47,39
63,180,9002
100,220,84
61,175,244
61,203,51
114,242,35006
33,184,39
119,205,112
25,247,381
66,67,22
0,251,1493
42,139,764
84,250,3939
110,43,742
100,71,41
39,200,61
123,219,286
24,186,5103
43,202,315
6,132,1251
43,87,825
21,137,217
98,194,327
58,194,248
119,78,2
79,183,293
41,101,36
63,106,42
55,163,137
36,125,52
40,169,2
59,168,1922
69,145,299
76,189,901
5,217,8565
124,130,156
65,242,2916
29,144,2864
39,226,353
27,202,87
103,246,1070
42,226,86
16,204,14
88,188,331
40,238,2170
93,231,1054
251,64,228
68,219,189
18,220,898
117,218,1038
54,150,4
