x,y,val
1,15,56478
6,14,8
2,1,137
10,8,2
10,3,4
4,5,27
10,0,36
0,14,4256
14,9,125
2,11,395
8,12,42
13,8,12
4,7,1
4,4,578
4,10,43
15,9,117
1,8,1
2,15,64189
1,7,95
9,15,409
0,9,1269
9,1,27
2,13,163
0,1,929
8,15,548
7,5,95
5,1,65
7,6,3955
9,4,1
2,14,5768
5,13,2070
15,14,79
9,2,25
15,5,17
9,7,386
3,8,3
4,0,125
11,2,6
7,9,105
1,9,124
9,14,72
3,2,352
7,4,27
1,6,311
13,6,1120
1,14,9667
3,1,1815
1,11,2501
7,7,465
6,6,322
6,8,76
4,3,3120
0,11,6
15,4,2
6,13,62
0,2,2
11,10,1
6,12,79
13,4,29
8,11,575
15,15,772
8,1,42
4,9,4
3,9,6
4,14,314
11,14,6
7,12,119
4,12,5
14,1,6
3,11,3
5,0,46
10,2,60
5,10,241
8,0,7
13,15,36
13,0,5
9,10,95
13,9,2
14,4,4
11,7,11
14,7,57
1,10,1307
7,11,29
2,6,5
0,10,160
8,4,4
5,2,101
1,12,2728
2,5,73
10,15,27
12,6,170
4,15,2504
3,15,1130
0,8,254
4,1,402
12,7,290
14,10,30
9,3,104
15,3,23
9,8,34
13,10,7
4,6,4
8,3,34
3,0,32
7,8,27
12,14,71
5,12,9
0,12,518
1,2,120
14,3,9
15,1,2
3,10,743
5,14,1071
15,2,7
2,4,49
0,13,1212
5,5,84
10,14,105
2,2,99
13,7,30
1,1,37
4,2,11
12,4,3
8,2,12
7,3,28
5,11,3
2,8,3
15,0,10
14,0,22
9,5,29
1,5,4
11,6,27
6,10,307
6,5,1141
13,5,84
6,4,79
6,9,1295
5,15,483
12,1,83
5,6,496
2,3,33
12,0,37
2,10,329
2,9,317
7,2,77
10,7,11
1,13,2832
5,7,4
0,6,1
3,3,1013
5,4,945
14,5,96
6,15,15
11,1,27
15,13,96
8,7,190
4,13,270
12,15,89
0,0,61
3,4,92
8,5,48
14,8,24
12,8,3
9,11,2
8,6,65
9,6,83
10,1,10
3,14,112
9,0,10
0,15,2878
14,15,778
4,11,35
0,7,36
