x,y,value
0,95,9810
0,96,9810
0,97,9810
1,58,29650
1,59,29650
1,60,29650
1,95,9810
1,96,9810
1,97,9810
2,56,30239
2,57,30239
2,58,30488
2,59,29650
2,60,29650
2,94,66595
2,95,67082
2,96,67082
2,97,9810
3,55,20132
3,56,30488
3,57,30488
3,58,30488
3,59,29650
3,60,29650
3,94,66595
3,95,66595
3,96,66595
4,55,20132
4,56,30488
4,57,30488
4,58,30239
4,94,66595
4,95,66595
4,96,66595
5,55,20132
5,56,20132
5,57,20132
5,90,62821
5,91,62821
5,92,62821
6,47,165836
6,48,165836
6,49,165836
6,52,19793
6,53,19793
6,54,19793
6,81,25999
6,82,25999
6,83,25999
6,85,78328
6,86,78328
6,87,78328
6,90,62821
6,91,62821
6,92,62821
7,47,165836
7,48,165836
7,49,165836
7,52,19793
7,53,19793
7,54,19793
7,71,25852
7,72,25852
7,73,25852
7,81,25999
7,82,25999
7,83,25999
7,85,78328
7,86,78328
7,87,78328
7,90,62821
7,91,62821
7,92,62821
8,47,165836
8,48,165836
8,49,165836
8,52,19793
8,53,19793
8,54,19793
8,71,25852
8,72,25852
8,73,25852
8,75,25745
8,76,25745
8,77,25745
8,81,25999
8,82,25999
8,83,25999
8,85,78328
8,86,78328
8,87,78328
9,64,21280
9,65,21280
9,66,21280
9,71,25852
9,72,25852
9,73,25852
9,75,25745
9,76,25745
9,77,25745
10,64,21280
10,65,21280
10,66,21280
10,75,25745
10,76,25745
10,77,25745
11,47,11421
11,48,11421
11,49,11421
11,51,17603
11,52,17603
11,53,17603
11,54,19185
11,55,19185
11,56,19185
11,64,21280
11,65,21280
11,66,21280
12,47,11421
12,48,11421
12,49,11421
12,51,17603
12,52,17603
12,53,17603
12,54,19185
12,55,19185
12,56,19185
12,58,21193
12,59,21193
12,60,21193
13,46,22053
13,47,33474
13,48,33474
13,49,11421
13,51,17603
13,52,17603
13,53,17603
13,54,19185
13,55,19185
13,56,19185
13,58,21193
13,59,21193
13,60,21193
14,46,22053
14,47,22053
14,48,22053
14,58,21193
14,59,21193
14,60,21193
15,46,22053
15,47,22053
15,48,22053
16,44,33693
16,45,33693
16,46,33693
17,44,33693
17,45,33693
17,46,33693
18,43,29518
18,44,34910
18,45,34910
18,46,33693
19,43,29518
19,44,29518
19,45,29518
20,43,29518
20,44,29518
20,45,29518
22,41,25485
22,42,25485
22,43,25485
23,41,25485
23,42,25485
23,43,25485
24,41,25485
24,42,25485
24,43,25485
26,38,180154
26,39,180154
26,40,180154
27,38,180154
27,39,180154
27,40,180154
28,38,180154
28,39,180154
28,40,180154
29,36,179360
29,37,179360
29,38,179360
30,36,179360
30,37,179360
30,38,179360
31,33,180179
31,34,180179
31,35,180179
31,36,179360
31,37,179360
31,38,179360
32,31,190982
32,32,190982
32,33,193740
32,34,180179
32,35,180179
33,31,190982
33,32,190982
33,33,193740
33,34,180179
33,35,180179
34,31,190982
34,32,190982
34,33,190982
35,28,189313
35,29,189313
35,30,189313
36,28,189313
36,29,189313
36,30,189313
37,28,189313
37,29,189313
37,30,189313
38,27,126349
38,28,126349
38,29,126349
39,27,126349
39,28,126349
39,29,126349
40,16,89195
40,17,89195
40,18,89195
40,27,126349
40,28,126349
40,29,126349
41,16,89195
41,17,89195
41,18,89195
41,26,233412
41,27,233412
41,28,233412
42,16,89195
42,17,89195
42,18,89195
42,25,190780
42,26,233412
42,27,233412
42,28,233412
43,23,110204
43,24,110204
43,25,212122
43,26,233412
43,27,233412
43,28,233412
44,23,110204
44,24,124283
44,25,212122
44,26,212122
44,27,190780
45,23,193685
45,24,193685
45,25,193685
45,26,121717
46,23,166554
46,24,166554
46,25,166554
46,26,97152
47,23,166554
47,24,166554
47,25,166554
48,19,167952
48,20,167952
48,21,167952
48,22,169293
48,23,99507
48,24,99507
49,19,167952
49,20,167952
49,21,167952
49,22,169293
49,23,99507
49,24,99507
50,19,167952
50,20,167952
50,21,167952
50,22,169293
50,23,99507
50,24,99507
51,18,99138
51,19,99138
51,20,99138
52,18,99138
52,19,99138
52,20,99138
52,27,100207
52,28,100207
52,29,100209
52,30,99600
52,31,99600
53,18,99138
53,19,99138
53,20,99138
53,27,100207
53,28,100207
53,29,100209
53,30,99600
53,31,99600
54,27,100207
54,28,100207
54,29,100209
54,30,99600
54,31,99600
55,30,100209
55,31,100209
55,32,100209
56,30,100209
56,31,100209
56,32,100209
57,30,100209
57,31,100209
57,32,100209
60,32,100391
60,33,100391
60,34,100391
61,15,102092
61,16,102092
61,17,102092
61,32,100391
61,33,100391
61,34,100391
61,98,27161
61,99,27161
61,100,27161
61,101,25301
61,102,25301
61,103,25301
61,104,24615
61,105,24615
61,106,24615
62,15,102092
62,16,102092
62,17,102092
62,32,100391
62,33,100391
62,34,100391
62,92,28954
62,93,28954
62,94,28954
62,98,27161
62,99,27161
62,100,27161
62,101,25301
62,102,25301
62,103,25301
62,104,24615
62,105,24615
62,106,24615
63,15,102092
63,16,102092
63,17,102092
63,92,28954
63,93,28954
63,94,28954
63,98,27161
63,99,27161
63,100,27161
63,101,25301
63,102,25301
63,103,25301
63,104,24615
63,105,24615
63,106,24615
63,109,26437
63,110,26437
63,111,26437
64,32,103338
64,33,103338
64,34,103338
64,88,29231
64,89,29231
64,90,29231
64,92,28954
64,93,28954
64,94,28954
64,109,26437
64,110,26437
64,111,28721
64,112,28721
64,113,28721
