x,y,TOT_P,avg_time_nearest_h
2,67,0,NA
2,68,11,NA
6,70,38,NA
6,71,89,NA
6,72,9,NA
7,72,3,NA
7,73,26,NA
8,71,103,NA
8,72,47,NA
8,73,38,NA
8,74,17,NA
9,71,17,NA
9,72,52,NA
9,73,8,NA
9,74,15,NA
9,75,3,NA
9,76,25,NA
10,71,11,NA
10,73,6,NA
10,74,25,NA
10,75,63,NA
11,71,14,NA
11,72,16,NA
11,73,15,NA
11,74,71,NA
11,75,14,NA
11,76,11,NA
12,71,11,NA
12,72,1,NA
12,73,7,NA
12,75,10,NA
12,76,36,NA
12,77,62,NA
12,78,33,NA
13,71,116,NA
13,73,9,NA
13,75,88,NA
13,76,73,NA
13,77,15,NA
13,78,6,NA
14,72,50,NA
14,74,15,NA
14,75,92,NA
14,76,41,NA
14,77,7,NA
14,78,9,NA
14,80,67,NA
15,0,25,NA
15,72,14,NA
15,73,12,NA
15,74,0,NA
15,75,14,NA
15,76,9,NA
15,77,6,NA
15,79,31,NA
16,1,16,NA
16,74,20,NA
16,75,118,NA
16,76,117,NA
16,77,9,NA
16,78,9,NA
16,80,217,NA
16,81,69,NA
17,0,28,NA
17,1,3,NA
17,2,9,NA
17,72,30,NA
17,74,109,NA
17,75,11,NA
17,76,44,NA
17,77,30,NA
17,82,6,NA
18,0,74,NA
18,1,205,NA
18,2,482,NA
18,73,6,NA
18,74,25,NA
18,75,46,NA
18,76,13,NA
18,77,22,NA
18,78,27,NA
18,79,50,NA
18,82,54,NA
19,0,56,NA
19,1,367,NA
19,70,17,NA
19,72,27,NA
19,73,35,NA
19,74,7,NA
19,76,36,NA
19,77,67,NA
19,78,14,NA
19,79,80,NA
20,0,169,NA
20,1,69,NA
20,67,43,NA
20,69,30,NA
20,70,93,NA
20,72,15,NA
20,73,33,NA
20,74,32,NA
20,75,15,NA
20,76,25,NA
20,77,122,NA
20,79,40,NA
20,80,5,NA
20,81,24,NA
20,82,66,NA
20,83,104,NA
21,0,38,NA
21,1,15,NA
21,68,30,NA
21,69,71,NA
21,70,65,NA
21,71,31,NA
21,72,38,NA
21,73,105,NA
21,75,9,NA
21,78,11,NA
21,79,6,NA
21,80,5,NA
21,81,29,NA
21,82,117,NA
21,83,285,NA
21,84,3,NA
21,125,0,NA
21,126,0,NA
22,0,19,NA
22,1,19,NA
22,68,37,NA
22,69,59,NA
22,70,291,NA
22,71,279,NA
22,73,226,NA
22,74,263,NA
22,75,10,NA
22,77,18,NA
22,78,0,NA
22,79,6,NA
22,80,17,NA
22,81,5,NA
22,82,70,NA
22,83,558,NA
22,124,18,NA
22,125,11,NA
23,0,135,NA
23,1,52,NA
23,69,12,NA
23,70,5,NA
23,71,5,NA
23,72,15,NA
23,73,36,NA
23,74,25,NA
23,76,2,NA
23,78,2,NA
23,81,11,NA
23,82,8,NA
23,83,370,NA
23,123,7,NA
23,124,79,NA
23,125,2,NA
23,126,606,NA
24,0,118,NA
24,1,170,NA
24,2,198,NA
24,72,2,NA
24,73,34,NA
24,74,724,NA
24,76,7,NA
24,77,10,NA
24,78,5,NA
24,79,1,NA
24,80,18,NA
24,81,0,NA
24,83,957,NA
24,121,9,NA
24,122,110,NA
24,123,18,NA
24,124,473,NA
24,125,2086,NA
24,126,1571,NA
24,127,0,NA
25,1,0,NA
25,2,278,NA
25,3,189,NA
25,4,155,NA
25,74,106,NA
25,75,4,NA
25,76,133,NA
25,77,122,NA
25,78,17,NA
25,79,8,NA
25,80,180,NA
25,81,14,NA
25,82,67,NA
25,83,7,NA
25,84,26,NA
25,119,17,NA
25,120,5,NA
25,121,160,NA
25,122,407,NA
25,123,358,NA
25,124,1011,NA
25,125,3625,NA
25,126,1912,NA
26,0,11,NA
26,2,56,NA
26,3,449,NA
26,4,626,NA
26,75,1,NA
26,76,74,NA
26,77,5,NA
26,78,27,NA
26,79,12,NA
26,80,18,NA
26,82,5,NA
26,83,38,NA
26,84,60,NA
26,118,26,NA
26,119,19,NA
26,120,50,NA
26,121,257,NA
26,122,89,NA
26,123,32,NA
26,124,113,NA
26,125,503,NA
27,0,10,NA
27,1,9,NA
27,2,22,NA
27,4,28,NA
27,76,79,NA
27,77,30,NA
27,78,213,NA
27,79,42,NA
27,81,53,NA
27,82,2,NA
27,85,34,NA
27,118,67,NA
27,119,5,NA
27,120,7,NA
27,121,314,NA
27,124,14,NA
28,0,4,NA
28,2,1,NA
28,3,45,NA
28,4,213,NA
28,76,365,NA
28,77,45,NA
28,78,34,NA
