x,y,TOT_P,avg_time_nearest_h
0,91,0,NA
0,92,49,NA
0,96,26,NA
0,97,11,NA
1,92,0,NA
1,93,0,NA
1,94,24,NA
1,95,0,NA
1,96,9,NA
2,90,0,NA
2,91,0,NA
2,92,34,NA
3,89,0,NA
3,90,26,NA
4,91,0,NA
4,95,0,NA
4,96,0,NA
5,85,24,NA
5,88,14,NA
5,90,14,NA
5,91,0,NA
5,92,0,NA
5,93,26,NA
5,94,0,NA
5,95,0,NA
5,96,0,NA
5,102,0,NA
5,103,0,NA
6,88,57,NA
6,89,129,NA
6,90,48,NA
6,91,0,NA
6,92,0,NA
6,102,0,NA
6,103,23,NA
6,104,0,NA
7,85,57,NA
7,88,52,NA
7,90,0,NA
7,101,24,NA
7,102,13,NA
7,107,0,NA
8,82,14,NA
8,83,51,NA
8,84,11,NA
8,85,39,NA
8,86,16,NA
8,87,21,NA
8,88,0,NA
8,89,4,NA
8,98,14,NA
8,99,3,NA
8,100,0,NA
8,101,69,NA
9,84,20,NA
9,93,0,NA
9,95,0,NA
9,96,6,NA
9,97,8,NA
9,98,47,NA
9,99,7,NA
9,101,4,NA
9,102,8,NA
9,103,31,NA
9,104,0,NA
10,7,0,NA
10,8,0,NA
10,72,10,NA
10,82,0,NA
10,84,14,NA
10,85,25,NA
10,86,0,NA
11,19,34,NA
11,75,102,NA
11,78,0,NA
11,79,36,NA
11,80,26,NA
11,81,25,NA
11,82,44,NA
11,84,39,NA
11,101,0,NA
12,9,24,NA
12,39,0,NA
12,40,27,NA
12,89,0,NA
13,3,24,NA
13,75,137,NA
13,78,11,NA
13,79,10,NA
13,84,0,NA
13,89,0,NA
13,90,0,NA
13,91,0,NA
14,2,0,NA
14,3,12,NA
14,4,0,NA
14,77,0,NA
14,78,23,NA
14,79,43,NA
15,2,18,NA
15,3,120,NA
15,67,43,NA
15,71,23,NA
15,72,0,NA
15,73,39,NA
15,74,44,NA
15,91,83,NA
16,2,0,NA
16,71,50,NA
16,72,55,NA
16,79,18,NA
16,91,0,NA
16,92,82,NA
16,93,61,NA
16,94,4,NA
17,61,18,NA
17,70,0,NA
17,71,0,NA
17,74,3,NA
17,93,0,NA
17,94,39,NA
18,25,102,NA
18,70,0,NA
18,71,45,NA
18,93,0,NA
18,94,40,NA
19,8,0,NA
19,71,0,NA
19,93,12,NA
19,95,0,NA
20,8,34,NA
20,53,2,NA
20,87,0,NA
20,92,47,NA
20,93,31,NA
20,94,12,NA
21,8,0,NA
21,9,0,NA
21,87,0,NA
21,88,17,NA
21,89,0,NA
21,90,102,NA
21,91,89,NA
21,96,0,NA
21,98,0,NA
21,99,0,NA
21,100,78,NA
21,101,0,NA
21,103,0,NA
21,105,0,NA
22,9,0,NA
22,86,0,NA
22,87,0,NA
22,88,113,NA
22,89,0,NA
22,93,0,NA
22,94,53,NA
22,96,0,NA
22,100,0,NA
22,101,0,NA
22,102,0,NA
22,103,140,NA
22,104,0,NA
22,105,31,NA
22,106,0,NA
22,107,0,NA
22,109,0,NA
22,110,0,NA
22,111,0,NA
23,71,17,NA
23,78,0,NA
23,79,18,NA
23,80,0,NA
23,85,19,NA
23,87,23,NA
23,88,34,NA
23,89,11,NA
23,90,36,NA
23,91,49,NA
23,92,51,NA
23,97,14,NA
23,102,37,NA
23,103,93,NA
23,107,56,NA
23,108,7,NA
23,109,30,NA
23,110,87,NA
23,111,0,NA
24,0,10,NA
24,80,0,NA
24,83,0,NA
24,84,41,NA
24,90,40,NA
24,97,33,NA
24,98,0,NA
24,102,9,NA
24,103,27,NA
24,107,0,NA
24,111,18,NA
25,87,112,NA
25,97,6,NA
25,102,8,NA
25,110,17,NA
25,111,5,NA
26,52,32,NA
26,68,2,NA
26,84,0,NA
26,85,24,NA
26,86,0,NA
26,113,23,NA
27,52,56,NA
27,78,3,NA
27,79,12,NA
27,80,0,NA
27,81,66,NA
27,82,809,NA
27,83,24,NA
27,84,5,NA
27,85,0,NA
27,112,0,NA
27,113,0,NA
28,37,0,NA
28,50,31,NA
28,80,55,NA
28,81,24,NA
28,82,1374,NA
28,83,202,NA
28,84,74,NA
28,106,0,NA
28,112,21,NA
28,113,32,NA
29,7,0,NA
29,52,24,NA
29,55,0,NA
29,75,25,NA
29,76,8,NA
29,82,22,NA
29,83,41,NA
29,106,0,NA
29,112,9,NA
29,113,22,NA
30,7,24,NA
30,54,0,NA
30,55,24,NA
30,70,83,NA
30,71,46,NA
30,73,24,NA
30,74,18,NA
30,77,55,NA
30,106,7,NA
31,5,24,NA
31,6,0,NA
31,7,19,NA
31,37,50,NA
31,38,0,NA
31,72,22,NA
31,102,0,NA
31,103,15,NA
31,106,34,NA
31,107,71,NA
31,108,0,NA
31,109,56,NA
32,4,25,NA
32,37,0,NA
32,45,0,NA
32,46,0,NA
32,47,56,NA
32,57,15,NA
32,101,28,NA
32,102,0,NA
32,103,0,NA
32,104,0,NA
32,105,0,NA
32,106,52,NA
33,6,52,NA
33,9,2,NA
33,46,25,NA
33,47,0,NA
33,58,53,NA
33,65,41,NA
33,72,32,NA
33,73,12,NA
33,74,24,NA
33,75,6,NA
33,91,0,NA
33,92,15,NA
33,93,0,NA
33,94,0,NA
33,98,3,NA
33,101,6,NA
33,104,30,NA
33,105,93,NA
33,106,0,NA
34,0,91,NA
34,3,68,NA
34,4,33,NA
34,5,39,NA
34,14,24,NA
34,38,7,NA
34,48,10,NA
34,57,8,NA
34,71,7,NA
34,73,70,NA
34,76,0,NA
34,77,0,NA
34,94,0,NA
34,96,0,NA
34,97,0,NA
34,99,5,NA
34,100,2,NA
34,101,7,NA
34,103,22,NA
35,3,72,NA
35,5,0,NA
35,13,0,NA
35,22,86,NA
35,23,46,NA
35,24,55,NA
35,25,0,NA
35,39,133,NA
35,57,12,NA
35,65,46,NA
35,76,0,NA
35,77,12,NA
35,100,8,NA
