x,y,value
50,92,11995
50,93,11995
50,94,11995
51,92,11995
51,93,11995
51,94,11995
52,92,11995
52,93,11995
52,94,11995
56,65,2275
56,66,2275
56,67,2275
56,79,11611
56,80,11611
56,81,11611
57,65,2275
57,66,2275
57,67,2275
57,79,11611
57,80,11611
57,81,11611
58,65,2275
58,66,2275
58,67,2275
58,79,11611
58,80,11611
58,81,11611
76,63,39413
76,64,39413
76,65,39413
77,63,39413
77,64,39413
77,65,39413
78,63,39413
78,64,39413
78,65,39413
85,60,40122
85,61,40122
85,62,40122
86,60,40122
86,61,40122
86,62,40122
87,60,40122
87,61,40122
87,62,40122
98,62,40150
98,63,40150
98,64,40150
99,62,40150
99,63,40150
99,64,40150
100,62,40150
100,63,40150
100,64,40150
114,59,68337
114,60,68337
114,61,68337
115,59,68337
115,60,68337
115,61,68337
116,59,68337
116,60,68337
116,61,68337
120,81,401
120,82,401
120,83,401
121,30,40963
121,31,40963
121,32,40963
121,81,401
121,82,401
121,83,401
122,30,40963
122,31,40963
122,32,40963
122,81,401
122,82,401
122,83,401
123,30,40963
123,31,40963
123,32,40963
123,126,36361
123,127,36361
124,126,36361
124,127,36361
125,126,36361
125,127,36361
