x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
0,12,1,0.1,0.1,0,0.2,0.2,0,0.1,0.1,0.1,0.1,0,19092.5,0.4,0
0,20,1,0,0.1,0.1,0.2,0.2,0,0.2,0.1,0,0,0.1,21118.3,0.4,0.1
0,21,4,0.1,0.2,0.5,0.8,0.7,0.2,0.8,0.3,0,0.2,0.2,84473.2,1.5,0.3
0,31,9,0,1.1,0,2.2,0.9,0,1.6,1.2,1.7,0.3,0,171308.2,3.7,0.6
0,34,4,0,0.7,0,0.6,0.6,0,0.6,0.7,0,0.8,0,88239.9,2.1,0.4
0,50,9,0.1,1,0.5,1,2.7,0,1,1.5,0.6,0.3,0.3,200875.1,3.4,0
0,51,22,2,0,0,1,2,0,5,9,0,3,0,515526.1,13,2
0,52,4,0.1,0.4,0.2,0.4,1.2,0,0.5,0.7,0.3,0.1,0.1,89277.8,1.5,0
0,65,2,0,0.4,0.1,0.1,0.7,0,0.2,0.2,0.2,0,0.1,43423.5,0.7,0
0,93,34.5,1,2.5,2,3,6,0,3,7,3,7,0,845297.2,15,1
0,94,82,3,4,1,12,15,1,20,15,5,5,1,2051206.4,37,1
0,95,69,3,4,2,6,10,0,21,14,1,7,1,1700616.8,37,3
0,96,48,0,7,6,3,14,1,3,7,1,2,4,1318885.7,14,0
0,97,19,0.6,2.2,0.6,3.2,3.2,0.6,1.9,3.8,1.6,1,0.3,456281.6,7,0.3
0,100,22,0.7,2.4,1.1,2.7,6.8,0.4,1.8,3.2,1.8,0.2,0.9,575448.8,8.3,0.2
0,103,16,0.7,0.5,0,2.8,3.7,0.7,1.6,3,1.6,0.5,0.9,387624.1,6,0.9
0,104,11,0.5,0.3,0,1.9,2.6,0.5,1.1,2.1,1.1,0.3,0.6,266491.6,4.1,0.6
0,105,76,2,13,6,12,14,2,10,10,6,1,0,1503408.6,30,0
0,106,44,0,5,1,4,10,0,6,10,1,6,1,912213.7,22,2
0,107,32,1,1,2,4,6,1,5,6,4,1,1,740073.2,14,2
0,108,102.5,1,7,7,17,24,1,20,9,7.5,9,0,2074292.4,52,4
0,109,52,0,4,3,8,17,3,4,10,2,1,0,1140907.5,22,2
0,115,26.5,0.8,2.7,0.8,3.8,7.7,0,2.3,4.6,1.5,1.5,0.8,573705.5,10.8,2.3
0,116,132.5,8,9,8,25,25,4,15,27,6.5,4,1,2300102.8,71,22
0,117,150.5,9,13,12.5,25,33,2,19,18,12,6,1,2491908.8,76,20
0,118,13,0,1.2,0,1.2,1.9,0.6,1.3,4.3,1.2,1.3,0,260403.3,6.8,0.6
0,125,5,0.3,0.3,0.3,0.3,1.3,0,0.6,0.7,0.4,0.5,0.3,151511,1.9,0.2
1,10,5,0.3,0.6,0.2,0.9,1,0.1,0.4,0.6,0.6,0.3,0,95462.7,2.1,0.2
1,12,1,0.1,0.1,0,0.2,0.2,0,0.1,0.1,0.1,0.1,0,19092.5,0.4,0
1,29,2,0,0.2,0,0.5,0.2,0,0.3,0.3,0.4,0.1,0,38068.5,0.8,0.1
1,30,2,0,0.2,0,0.5,0.2,0,0.3,0.3,0.4,0.1,0,38068.5,0.8,0.1
1,47,1,0,0.2,0,0.1,0.1,0,0.2,0.2,0,0.2,0,22060,0.5,0.1
1,48,17,0.3,1.9,0.9,1.8,5.1,0,1.9,2.9,1.1,0.5,0.6,379430.8,6.4,0
1,49,25,0.4,2.8,1.3,2.7,7.4,0,2.9,4.2,1.6,0.8,0.9,557986.5,9.4,0
1,50,39,2,4,2,7,13,0,5,4,1,0,1,785504.5,15,0
1,51,22,0.3,2.4,1.2,2.4,6.6,0,2.5,3.7,1.4,0.7,0.8,491028.1,8.2,0
1,52,2,0,0.2,0.1,0.2,0.6,0,0.2,0.4,0.1,0.1,0.1,44638.9,0.7,0
1,61,8,0.3,0.8,0.2,1.4,2,0.2,1.3,0.9,0.6,0,0.3,169512.7,2.8,0.5
1,62,15,0.6,1.5,0.3,2.6,3.8,0.3,2.3,1.8,1.2,0,0.6,317836.3,5.3,0.9
1,63,1,0,0.2,0.1,0,0.4,0,0.1,0.1,0.1,0,0,21711.8,0.4,0
1,90,6,0.4,0.2,0.4,0.8,0.3,0,1.7,1.2,0.1,0.6,0.3,153811.4,3,0.1
1,92,1,0.1,0,0.1,0.1,0,0,0.3,0.2,0,0.1,0.1,25635.2,0.5,0
1,93,2,0.1,0.2,0.1,0.3,0.3,0.1,0.2,0.4,0.2,0.1,0,48029.6,0.7,0
1,94,103,3,9,2,12,19,3,27,13,6,4,5,2556938.5,41,0
1,95,110,2,11,4,11,30,1,18,21,4,6,2,2680342.3,48,2
1,96,65.5,3,10.5,3.5,9,12,1,8,9,2.5,5,2,1381236.1,28,3
1,97,36,0,2,1,1,4,0,8,12,0,8,0,878438.7,19,1
1,98,14,0.4,1.5,0.7,1.7,4.3,0.3,1.2,2,1.2,0.1,0.6,366194.7,5.3,0.1
1,101,2,0.1,0.2,0.1,0.2,0.6,0,0.2,0.3,0.2,0,0.1,52313.5,0.8,0
1,103,5,0.2,0.1,0,0.9,1.2,0.2,0.5,0.9,0.5,0.2,0.3,121132.5,1.9,0.3
1,104,43,2,4,0,6,9,0,3,14,3,0,2,1278130.8,16,0
1,105,49,1,2.5,3,3,11,0,4,13,2.5,9,0,1093431.5,28,3
1,106,55.5,3,1,4,15,5,2.5,6,8,2,4,5,1381413.5,26,3
1,107,50,0,5,2,3,14,0,12,4,3,6,1,1319215.9,22,2
1,108,43.5,2,4,3,5,13,0,8,1,2.5,4,1,865664.8,19,1
1,109,27,0,2,1,7,3,0,8,3,1,2,0,594137.2,14,1
1,115,45,0,2,2,1,6,1,11,12,1,8,1,1090334.9,24,0
1,116,35,0,3,3,0,14,0,6,5,1,1,2,805943.6,15,0
1,117,58,0,5,9,5,11,0,15,5,2,3,3,1458920.5,20,3
1,127,14.5,0.9,0.9,0.9,0.9,3.7,0,1.8,1.9,1.2,1.4,0.9,439381.8,5.5,0.5
2,10,2,0.1,0.3,0.1,0.4,0.4,0,0.2,0.2,0.2,0.1,0,38185.1,0.8,0.1
2,23,7,0.2,0.4,0.9,1.5,1.2,0.3,1.3,0.6,0,0.3,0.3,147828,2.7,0.4
2,27,4,0.1,0.2,0.5,0.8,0.7,0.2,0.8,0.3,0,0.2,0.2,84473.2,1.5,0.3
2,29,2,0,0.2,0,0.5,0.2,0,0.3,0.3,0.4,0.1,0,38068.5,0.8,0.1
2,50,12,0.2,1.3,0.6,1.3,3.6,0,1.4,2,0.8,0.4,0.4,267833.5,4.5,0
2,51,12,0.2,1.3,0.6,1.3,3.6,0,1.4,2,0.8,0.4,0.4,267833.5,4.5,0
2,52,6,0.1,0.7,0.3,0.6,1.8,0,0.7,1,0.4,0.2,0.2,133916.8,2.2,0
2,61,4,0.1,0.4,0.1,0.7,1,0.1,0.6,0.5,0.3,0,0.2,84756.3,1.4,0.2
2,62,24,0.9,2.4,0.5,4.2,6.1,0.5,3.8,2.8,1.9,0,0.9,508538,8.5,1.4
2,63,13,0,2.5,0.8,0.5,4.7,0,1.3,1.6,1.1,0,0.5,282253,4.7,0.3
2,67,2,0,0.4,0.1,0.1,0.7,0,0.2,0.2,0.2,0,0.1,43423.5,0.7,0
2,74,2,0,0,0.3,0.4,0.4,0,0.4,0.2,0.3,0,0,52425,0.8,0
2,78,3,0.2,0.2,0,0.4,0.7,0,0.9,0.3,0,0.2,0.1,64171.7,1.5,0.2
2,79,6,0.4,0.3,0,0.9,1.3,0,1.8,0.7,0,0.4,0.2,128343.3,3.1,0.4
2,84,8,0.6,0.4,0,1.2,1.7,0,2.3,0.9,0,0.6,0.3,171124.4,4.1,0.6
2,85,6.5,0.5,0.4,0,0.9,1.4,0,1.9,0.7,0,0.5,0.2,139038.6,3.3,0.5
2,91,5,0.3,0.2,0.3,0.7,0.2,0,1.4,1,0.1,0.6,0.2,128176.2,2.5,0.1
2,92,3,0.2,0.1,0.2,0.4,0.1,0,0.9,0.6,0.1,0.3,0.1,76905.7,1.5,0.1
2,93,35,2,3,1,5,8,2,6,5,3,0,0,730609.1,11,1
2,94,77,4,8,4,12,22,1,13,5,7,1,0,1912466.8,28,1
2,95,107,5,14,2,19,29,3,5,6,20,2,2,2548334.8,31,0
2,96,79.5,2,4,6.5,7,14,1,16,14,5,7,3,1963927.1,40,1
2,97,11,0.4,1.3,0.4,1.8,1.8,0.4,1.1,2.2,0.9,0.5,0.2,264163,4,0.2
2,98,20.5,0.6,2.2,1.1,2.5,6.3,0.4,1.7,3,1.7,0.2,0.8,536213.6,7.8,0.2
2,103,8,0.3,0.2,0,1.4,1.9,0.4,0.8,1.5,0.8,0.2,0.5,193812.1,3,0.5
2,104,41,0,3,2,6,10,2,2,10,2,3,1,1010474.9,17,0
2,105,36,0,2,4,1,15,1,4,7,1,1,0,792213.2,18,2
