x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,1,12,1.3,1.3,0.9,3.5,1.6,0.3,0.9,1.3,0.6,0.3,0,227986.6,1
0,9,13,1.4,1.4,1,3.8,1.7,0.3,1,1.4,0.7,0.3,0,246985.5,1
0,10,2,0.1,0.1,0.1,0.3,0.1,0.1,0.5,0.5,0.1,0.1,0,39868.5,1
0,11,17,0.8,1.1,0.8,2.9,0.8,0.6,3.9,4.5,0.8,0.8,0,338882.4,1
0,12,19,0.9,1.2,0.9,3.2,0.9,0.7,4.4,5,0.9,0.9,0,378750.9,1
0,13,7,0.3,0.4,0.3,1.2,0.3,0.3,1.6,1.9,0.3,0.4,0,139539.8,1
0,16,2,0,0.1,0.2,0,0.4,0,0.5,0.6,0,0.2,0,35363.2,1
0,17,8,0,0.3,0.9,0,1.5,0,1.9,2.5,0,0.9,0,141452.6,1
0,19,2,0,0.1,0.2,0,0.4,0,0.5,0.6,0,0.2,0,35363.2,1
0,20,1,0,0,0.1,0.1,0.1,0,0.3,0.2,0,0.2,0,22149.7,1
0,35,2,0,0.2,0.2,0.1,0.6,0,0.4,0.3,0.1,0.1,0,39922.8,1
0,50,8,0.7,1.2,0.5,1.7,0.5,0.5,0.7,1.5,0.5,0.2,0,123275,1
0,51,3,0.3,0.4,0.2,0.6,0.2,0.2,0.3,0.5,0.2,0.1,0,46228.1,1
0,68,16,0.6,1.1,0.4,2.1,2.8,0.4,3.4,2.7,0.8,1.7,0,308708.6,1
0,69,11,0.4,0.8,0.3,1.4,2,0.3,2.3,1.8,0.5,1.2,0,212237.2,1
0,108,2,0.1,0.2,0.2,0.3,0.5,0.2,0.3,0,0,0.2,0,47354,1
0,116,3,0.1,0.2,0.4,0.4,0.8,0.3,0.5,0,0,0.3,0,71031,1
0,121,2,0,0.1,0.2,0.1,0.3,0.1,0.3,0.5,0.1,0.3,0,35763.4,1
1,7,4,0.2,0.3,0.3,0.7,1.1,0.3,0.4,0.3,0.4,0,0,88170.9,1
1,9,8,0.5,0.6,0.7,1.3,2.3,0.5,0.8,0.5,0.8,0,0,176341.7,1
1,10,24,0,0,1,2,2,1,4,9,2,3,0,487145.8,0
1,11,2,0.1,0.1,0.1,0.3,0.3,0.1,0.4,0.4,0.1,0.1,0,37077.7,1
1,12,13,0.6,0.7,0.8,2,2,0.3,2.5,2.5,0.6,1,0,241005.3,1
1,13,6,0.3,0.4,0.4,0.9,0.9,0.2,1.1,1.1,0.3,0.4,0,111233.2,1
1,14,18,0.9,1,1,2.8,2.8,0.5,3.4,3.4,0.9,1.3,0,333699.6,1
1,16,2,0,0.1,0.2,0,0.4,0,0.5,0.6,0,0.2,0,35363.2,1
1,17,6,0,0.2,0.7,0,1.2,0,1.4,1.8,0,0.7,0,106089.5,1
1,18,1,0,0.1,0.1,0,0.2,0,0.2,0.3,0,0.1,0,17681.6,1
1,34,3,0,0.3,0.3,0.1,1,0,0.6,0.5,0.1,0.1,0,59884.3,1
1,35,3,0,0.3,0.3,0.1,1,0,0.6,0.5,0.1,0.1,0,59884.3,1
1,46,5,0.4,0.6,0.3,1,0.8,0.3,0.2,0.5,0.7,0.1,0.1,104318.2,1
1,57,1,0,0.2,0.1,0.1,0.4,0,0.2,0,0,0,0,21229.4,1
1,68,28,1.2,2.5,0,5,3.7,0,6.2,4.4,4.4,0.6,0,492894.6,1
1,69,1,0,0.1,0,0.2,0.1,0,0.2,0.2,0.2,0,0,17603.4,1
1,97,2,0.1,0.2,0,0.2,0.4,0.1,0.2,0.3,0.2,0.3,0,40018.7,1
1,101,4,0.1,0.3,0.5,0.5,1,0.4,0.7,0,0.1,0.4,0,94708,1
1,121,4,0,0.1,0.4,0.3,0.7,0.1,0.7,1.1,0.1,0.5,0,71526.7,1
1,123,9,0,0.3,0.9,0.6,1.5,0.3,1.5,2.4,0.3,1.2,0,160935.2,1
2,10,21,1,1.2,1.2,3.3,3.3,0.5,4,4,1,1.5,0,389316.2,1
2,11,64,3,1,2,9,8,2,11,11,3,6,8,1059187.1,0
2,12,6,0.3,0.4,0.4,0.9,0.9,0.2,1.1,1.1,0.3,0.4,0,111233.2,1
2,13,3,0.1,0.2,0.2,0.5,0.5,0.1,0.5,0.6,0.1,0.2,0,55616.6,1
2,18,2,0,0.1,0.2,0,0.4,0,0.5,0.6,0,0.2,0,35363.2,1
2,39,1,0,0.1,0.1,0,0.3,0,0.2,0.2,0,0.1,0,19961.4,1
2,40,12.5,1.1,1.4,0.7,2.4,2.1,0.8,0.5,1.2,1.7,0.4,0.2,260795.5,1
2,60,5,0.2,0.4,0,0.9,0.7,0,1.1,0.8,0.8,0.1,0,88016.9,1
2,68,8,0.4,0.7,0,1.4,1.1,0,1.8,1.2,1.2,0.2,0,140827,1
2,69,1,0,0.1,0,0.2,0.1,0,0.2,0.2,0.2,0,0,17603.4,1
2,109,4,0.1,0.3,0.5,0.5,1,0.4,0.7,0,0.1,0.4,0,94708,1
2,118,3,0.1,0.2,0.4,0.4,0.8,0.3,0.5,0,0,0.3,0,71031,1
3,10,19,0,0,1,2,0,0,0,4,0,12,0,391111.7,0
3,11,69,9,5,3,19,11,1,4,9,5,3,0,1413531,0
3,12,35,2,3,4,7,7,1,3,3,0,5,0,578804.5,0
3,13,4,0.2,0.2,0.2,0.6,0.6,0.1,0.8,0.8,0.2,0.3,0,74155.5,1
3,36,4,0,0.4,0.4,0.2,1.3,0,0.7,0.6,0.2,0.2,0,79845.7,1
3,40,4,0.3,0.4,0.2,0.8,0.7,0.2,0.2,0.4,0.6,0.1,0.1,83454.6,1
3,53,5,0.2,1,0.5,0.3,1.9,0,0.7,0.2,0,0.2,0,106147,1
3,86,4,0.1,0.3,0,0.8,0.8,0.2,0.4,0.3,0.6,0.5,0,88989.8,1
3,87,3,0.1,0.2,0,0.6,0.6,0.1,0.3,0.2,0.5,0.4,0,66742.4,1
3,88,6,0.1,0.4,0,1.2,1.2,0.3,0.7,0.4,0.9,0.8,0,133484.7,1
3,105,4,0.1,0.3,0.5,0.5,1,0.4,0.7,0,0.1,0.4,0,94708,1
4,9,16,1,1.3,1.3,2.6,4.6,1,1.6,1,1.6,0,0,352683.5,1
4,10,24,1.2,1.4,1.4,3.7,3.7,0.6,4.5,4.5,1.2,1.8,0,444932.8,1
4,11,39,3,5,1,9,8,0,2,7,2,2,0,862689,0
4,28,2,0,0,0.2,0.2,0.3,0,0.6,0.4,0,0.3,0,44299.4,1
4,29,2,0,0,0.2,0.2,0.3,0,0.6,0.4,0,0.3,0,44299.4,1
4,70,2,0,0.3,0.2,0.1,0.6,0,0.3,0.3,0.1,0.1,0,44002.9,1
4,72,2,0,0.3,0.2,0.1,0.6,0,0.3,0.3,0.1,0.1,0,44002.9,1
4,73,3,0,0.4,0.3,0.1,0.9,0.1,0.5,0.5,0.1,0.1,0,66004.3,1
4,85,1,0,0.1,0,0.2,0.2,0,0.1,0.1,0.2,0.1,0,22247.5,1
4,86,5,0.1,0.3,0,1,1,0.2,0.6,0.3,0.8,0.7,0,111237.3,1
