x,y,dlt,tcd
0,0,1,93
0,1,,84
0,2,1,85
0,3,1,96
0,4,1,72
0,5,1,40
0,6,,12
0,7,,9
0,8,,10
0,9,2,
0,10,,31
0,11,,30
0,12,1,38
0,13,1,40
0,14,1,84
0,15,1,87
0,16,1,81
0,17,1,86
0,18,1,87
0,19,1,53
0,20,,64
0,21,1,74
0,22,1,77
0,23,1,88
0,24,1,85
0,25,,20
0,26,,25
0,28,,7
0,29,1,41
0,30,1,88
0,31,1,88
0,32,1,57
0,33,2,82
0,34,,23
0,35,,18
0,36,,19
0,37,1,66
0,38,1,73
0,39,1,72
0,40,,39
0,42,,33
0,43,2,64
0,44,2,85
0,45,2,93
0,46,2,73
0,47,,16
0,48,2,90
0,49,2,89
0,50,1,39
0,51,2,80
0,52,2,81
0,53,,41
0,54,1,68
0,55,1,42
0,56,,14
0,57,1,58
0,58,2,58
0,59,2,86
0,60,1,43
0,62,,8
0,63,,12
0,64,,62
0,65,,42
0,66,,18
0,67,,34
0,68,1,43
0,69,,11
0,73,1,15
0,74,,73
0,75,,46
0,76,,13
0,77,,51
0,78,,22
0,80,1,14
0,81,,12
0,83,,5
0,84,,44
0,85,,47
0,86,,59
0,87,1,71
0,88,1,27
0,89,,13
0,90,,53
0,92,,50
0,93,1,18
0,94,,12
0,95,,12
0,96,1,43
0,97,1,37
0,98,1,34
0,99,,22
0,100,,17
0,103,,69
0,104,2,47
0,105,,59
0,106,,31
0,107,,20
0,108,,6
0,109,,15
0,110,2,80
0,111,2,78
0,112,2,39
0,113,2,67
0,114,,57
0,115,,10
0,116,,8
0,119,,35
0,120,,11
0,121,1,15
0,122,1,37
0,123,1,22
0,125,,20
0,126,,30
0,127,,23
1,0,1,95
1,1,1,90
1,2,1,89
1,3,1,54
1,4,1,87
1,5,,24
1,6,,10
1,9,,17
1,10,,18
1,11,,4
1,12,,21
1,13,1,53
1,14,1,94
1,15,1,90
1,16,1,81
1,17,1,50
1,18,1,95
1,19,1,69
1,20,1,78
1,21,1,83
1,22,1,81
1,23,1,76
1,24,,69
1,27,,20
1,28,,8
1,29,1,28
1,30,1,60
1,31,1,50
1,32,1,41
1,33,2,82
1,34,,44
1,35,,3
1,36,,43
1,37,,53
1,38,1,17
1,39,1,80
1,40,,39
1,41,,14
1,42,,66
1,43,2,84
1,44,2,87
1,45,2,87
1,46,,16
1,47,,48
1,48,2,91
1,49,2,82
1,50,2,85
1,51,1,76
1,52,,43
1,53,1,58
1,54,1,75
1,55,1,85
1,56,1,75
1,57,,57
1,58,,21
1,59,1,62
1,60,,41
1,61,,21
1,62,,4
1,63,,35
1,64,,40
1,65,,60
1,66,,26
1,67,,20
1,68,,6
1,69,,41
1,72,,1
1,73,,26
1,74,,45
1,75,,23
1,76,,50
1,77,,50
1,78,,14
1,79,,14
1,80,,51
1,81,,4
1,82,,9
1,83,,6
1,84,,24
1,85,1,19
1,86,,79
1,87,1,75
1,88,1,56
1,89,,26
1,90,,17
1,92,,10
1,93,1,41
1,94,1,6
1,95,1,
1,96,1,46
1,97,,22
1,98,,5
1,99,,2
1,100,,7
1,101,,17
1,102,,28
1,103,,28
1,104,,56
1,105,,17
1,106,,9
1,107,,43
1,108,,59
1,109,,25
1,110,2,65
1,111,2,35
1,112,2,71
1,113,2,74
1,114,,36
1,115,,2
1,119,,3
1,120,2,46
1,121,,43
1,122,,4
1,123,,29
1,124,,8
1,125,,5
1,126,,7
1,127,1,6
2,0,1,55
2,1,1,87
2,2,1,57
2,3,1,84
2,4,1,58
2,5,,40
2,6,,12
2,7,,15
2,8,,16
2,9,,19
2,10,,42
2,11,,25
2,12,,78
2,13,1,75
2,14,1,88
2,15,1,96
2,16,1,67
2,17,1,74
2,18,1,88
2,19,1,87
2,20,1,84
2,21,1,83
2,22,1,82
2,23,,57
2,24,,34
2,28,,30
2,30,,36
2,31,,38
2,32,1,87
2,33,2,89
2,34,,47
2,35,,13
2,36,,67
2,37,,6
2,38,1,18
2,39,1,85
2,40,1,86
2,41,2,37
2,42,2,74
2,43,2,82
2,44,2,48
2,45,2,86
2,46,,42
2,47,2,74
2,48,1,87
2,49,1,44
2,50,1,80
2,51,1,69
2,52,1,47
2,53,2,83
2,54,2,62
2,55,1,86
2,56,1,85
2,57,2,83
2,58,1,79
2,59,1,86
2,60,1,85
2,61,,90
2,62,,44
2,64,,21
2,67,,6
2,68,,20
2,69,,65
2,70,,17
2,71,,15
2,72,,46
2,74,,3
2,75,,51
2,76,,14
2,79,,32
2,80,,23
2,81,,2
2,82,,16
2,85,2,47
2,86,2,79
2,87,1,77
2,88,,28
2,89,,60
2,90,,10
2,92,,33
2,93,,53
2,94,1,7
2,96,,50
2,97,,24
2,100,,34
2,101,,23
2,102,1,52
2,103,,2
2,104,,28
2,105,,13
2,106,,12
2,107,2,56
2,108,,51
2,109,,47
2,110,2,44
2,111,2,38
2,112,2,79
2,113,,41
2,120,2,21
2,121,2,61
2,122,,10
3,0,1,32
3,1,,47
3,2,1,13
3,3,1,67
3,4,1,61
3,5,,34
3,6,,24
3,7,,3
3,8,,2
3,9,,35
3,10,,18
3,11,,37
3,12,1,88
3,13,1,47
3,14,1,84
3,15,1,98
3,16,1,62
3,17,1,69
3,18,1,47
3,19,1,44
3,20,1,95
3,21,1,82
3,22,1,90
3,23,1,40
3,24,,51
3,25,,15
3,26,,17
3,27,,74
3,28,1,30
3,30,,22
3,31,1,88
3,32,1,90
3,33,1,88
3,34,,30
3,35,,17
3,36,,70
3,37,1,39
3,38,1,80
3,39,1,89
3,40,1,85
3,41,,31
3,42,2,68
3,43,2,80
3,44,2,75
3,45,2,93
3,46,2,91
3,47,2,55
3,48,1,42
3,49,1,22
3,50,1,64
3,51,1,18
3,52,1,43
3,53,1,69
3,54,,15
3,55,,19
3,56,2,61
3,57,2,88
3,58,2,80
3,59,1,84
3,60,1,87
3,61,1,84
3,62,,52
3,64,,13
3,65,,11
3,67,,11
3,68,,38
3,69,,28
3,70,,23
3,71,,30
3,72,,54
3,74,,3
3,75,1,52
3,76,,40
3,78,,15
3,79,,3
3,80,,32
3,83,,7
3,84,1,56
3,85,,27
3,86,2,44
3,87,2,47
3,88,2,80
3,89,1,57
3,90,,15
3,92,,37
3,93,1,2
3,94,1,22
3,95,,30
3,96,,69
3,97,,18
3,98,,13
3,99,1,55
3,100,1,25
3,101,,4
3,102,1,19
3,103,1,56
3,104,,44
3,105,,11
3,106,,41
3,107,2,73
3,108,2,37
3,109,2,62
3,110,2,61
3,111,,25
3,112,,20
3,113,,7
3,120,,17
3,121,,22
3,122,,13
3,124,,51
3,125,,26
3,126,,2
4,0,,10
4,1,,65
4,2,,45
4,3,1,35
4,4,1,88
4,5,,63
4,6,,7
4,8,,2
4,9,,47
4,10,,9
4,11,1,73
4,12,1,74
4,13,1,50
4,14,1,87
4,15,1,92
4,16,1,86
4,17,1,85
4,18,1,15
4,19,1,83
4,20,1,91
4,21,1,85
4,22,1,89
4,23,1,33
