x,y,dlt,tcd
0,0,,19
0,1,,24
0,3,1,11
0,4,1,31
0,5,,23
0,6,,6
0,7,,12
0,8,1,44
0,9,,1
0,10,,3
0,11,,48
0,12,1,7
0,13,1,7
0,14,,1
0,16,1,48
0,17,1,39
0,18,1,51
0,19,,11
0,25,,39
0,26,,56
0,27,,2
0,28,,30
0,29,,42
0,30,,3
0,32,1,63
0,33,1,68
0,34,1,23
0,35,1,52
0,36,1,42
0,37,1,50
0,38,1,62
0,39,1,74
0,40,1,51
0,41,,64
0,42,1,68
0,43,1,86
0,44,1,40
0,47,1,15
0,48,,42
0,49,1,41
0,50,1,66
0,51,,67
0,52,1,49
0,53,1,60
0,54,1,36
0,55,1,67
0,56,1,46
0,57,,19
0,58,1,47
0,59,1,67
0,60,1,58
0,61,1,49
0,62,1,61
0,63,1,70
0,64,2,77
0,65,2,66
0,66,2,64
0,67,2,66
0,68,2,92
0,69,2,88
0,70,1,50
0,71,1,72
0,72,1,67
0,73,1,31
0,74,1,39
0,75,1,74
0,76,1,67
0,77,1,37
0,78,1,62
0,79,1,33
0,80,,24
0,81,,51
0,82,1,36
0,83,1,21
0,84,1,28
0,85,,33
0,86,1,37
0,87,1,50
0,88,1,46
0,89,1,59
0,90,,51
0,91,,25
0,92,1,52
0,93,1,57
0,94,1,51
0,95,1,28
0,96,,29
0,97,1,14
0,98,1,42
0,99,1,47
0,100,1,27
0,101,,14
0,102,1,60
0,103,1,48
0,104,1,36
0,105,,30
0,106,,45
0,107,,54
0,108,,7
0,109,,17
0,110,2,13
0,111,2,56
0,112,2,65
0,113,,33
0,114,,32
0,115,,40
0,116,1,15
0,117,1,72
0,118,1,57
0,119,2,73
0,120,1,84
0,121,2,61
0,122,,28
0,123,,12
0,124,2,11
0,125,2,57
0,126,2,72
0,127,2,62
1,0,,60
1,1,1,34
1,2,1,47
1,3,1,39
1,4,,52
1,5,,46
1,6,1,26
1,7,,42
1,8,,14
1,9,,11
1,11,,2
1,13,,10
1,14,,24
1,15,,38
1,16,1,81
1,17,1,70
1,18,1,58
1,19,,6
1,25,,2
1,26,,7
1,28,,1
1,29,,5
1,30,,1
1,31,,23
1,32,1,60
1,33,1,59
1,34,1,42
1,35,1,7
