x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,21,2,1,0.4,0,0,0.1,1,0.2,1,92.4,1
0,23,1,0.5,0.2,0,0,0,0.5,0.1,0.5,46.2,1
0,37,2,1,0.2,0,0,0.2,1,0.3,0.9,129.7,1
0,89,1,0.8,0.6,0,0.6,0.1,0.2,0.1,0.1,46.9,1
0,94,3,1.4,0.6,0.1,0.1,0.2,1.3,0.3,0.9,102.9,1
0,96,3.5,1.6,0.6,0.1,0.1,0.2,1.5,0.4,1,120,1
0,114,1,0.5,0.2,0,0.1,0,0.4,0.2,0.2,41.3,1
0,120,6,3.1,1.1,0,0.9,0,2.2,0,1.8,174,1
0,121,9,4.7,1.7,0,1.4,0,3.3,0,2.7,261,1
0,122,12,6.2,2.2,0,1.8,0,4.4,0,3.6,348,1
1,25,1,0.5,0.2,0,0,0,0.5,0.1,0.5,46.2,1
1,37,4,2.1,0.4,0,0,0.4,2.1,0.6,1.8,259.4,1
1,92,1,0.5,0.2,0,0,0.1,0.5,0.1,0.3,34.3,1
1,121,18,9.6,4.5,0,2.5,0.6,7.1,3.2,7.1,763.7,1
1,122,6,3.2,1.5,0,0.8,0.2,2.4,1.1,2.4,254.6,1
2,9,2,1,0.4,0,0.2,0,0.8,0.1,0.6,102.4,1
2,24,1,0.5,0.2,0,0,0,0.5,0.1,0.5,46.2,1
2,26,1,0.5,0.2,0,0,0,0.5,0.1,0.5,46.2,1
2,39,1,0.5,0.1,0,0,0.1,0.5,0.1,0.4,64.9,1
2,122,4,2.1,1,0,0.5,0.1,1.6,0.7,1.6,169.7,1
3,20,2,1,0.4,0,0,0.1,1,0.2,1,92.4,1
3,21,4,2.1,0.8,0,0,0.2,2.1,0.5,1.9,184.8,1
3,22,2,1,0.4,0,0,0.1,1,0.2,1,92.4,1
3,23,3,1.6,0.6,0,0,0.1,1.6,0.4,1.4,138.6,1
3,24,3,1.6,0.6,0,0,0.1,1.6,0.4,1.4,138.6,1
3,87,2,1.1,0.4,0,0.2,0.3,0.9,0.3,0.8,97.2,1
4,20,3,1.6,0.6,0,0,0.1,1.6,0.4,1.4,138.6,1
4,39,1,0.5,0.1,0,0,0.1,0.5,0.1,0.4,64.9,1
4,89,3,1.4,0.6,0.1,0.1,0.2,1.3,0.3,0.9,102.9,1
4,97,8,3.7,1.5,0.2,0.2,0.6,3.5,0.9,2.4,274.4,1
5,31,3,1.6,0.3,0,0,0.3,1.6,0.4,1.3,194.6,1
5,40,2,1,0.2,0,0,0.2,1,0.3,0.9,129.7,1
5,41,1,0.5,0.1,0,0,0.1,0.5,0.1,0.4,64.9,1
5,87,1,0.5,0.2,0,0.1,0.1,0.4,0.1,0.4,48.6,1
5,96,9,4.1,1.7,0.2,0.2,0.6,3.9,1,2.7,308.7,1
6,23,1,0.5,0.2,0,0.1,0,0.4,0.1,0.3,51.2,1
6,27,4,2,0.8,0.1,0.3,0.1,1.7,0.3,1.2,204.8,1
6,96,5,2.2,0.8,0.1,0.2,0.4,2,0.4,1.5,180.8,1
7,1,3,1.2,0.3,0.1,0,0.1,1.2,0.1,0.8,153.7,1
