x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,3,19,7.1,1.3,0.4,0,0.4,7.1,1.3,5.7,898.7,1
0,4,57,20,2,1,0,2,20,1,15,2032,0
0,5,1,0.6,0.4,0,0,0.1,0.6,0,0.4,80.9,1
0,7,7,4.4,2.6,0,0.4,0.4,4,0,2.9,566.3,1
0,8,37.5,18,5,0,0,2,18,1,16,1677,0
0,9,9,5.7,3.3,0,0.5,0.5,5.2,0,3.8,728.1,1
0,32,2,0.8,0.2,0,0,0,0.8,0.1,0.7,94.4,1
0,33,17,6.9,1.6,0.4,0.4,0.4,6.5,0.5,5.9,802.8,1
0,34,23,9.3,2.2,0.5,0.5,0.5,8.8,0.7,8,1086.1,1
0,47,7,2.5,0.5,0.6,0,0.1,2.5,0.1,2.1,301.2,1
0,57,9,3.1,0.8,0.6,0,0.2,3.1,0.2,2.7,347.9,1
0,58,20,6.8,1.8,1.4,0,0.5,6.8,0.5,5.9,773.2,1
0,59,2,0.7,0.2,0.1,0,0,0.7,0,0.6,77.3,1
0,72,3,1.2,0.3,0,0,0.1,1.2,0,1.1,157.3,1
0,73,2,0.8,0.2,0,0,0.1,0.8,0,0.7,104.9,1
0,98,3,1.3,0.3,0,0,0.3,1.3,0.1,0.9,123.3,1
0,101,2,0.9,0.3,0,0,0,0.9,0.2,0.8,99.4,1
0,110,3,1.6,0.5,0,0,0.1,1.6,0.4,1.6,169.3,1
0,112,2,1.1,0.4,0,0,0.1,1.1,0.3,1.1,112.9,1
1,7,24,9,1.4,0.4,0,0,9,0.7,9,1010.9,1
1,8,83.5,29,3,1,1,2,28,3,27,2969,0
1,9,64,20,3,3,0,1,20,2,19,2102,0
1,32,2,1.1,0.5,0,0.1,0,1,0.2,0.9,102.4,1
1,33,62,22,5,3,0,2,22,2,18,2037,0
1,34,77,37,12,1,4,4,33,6,30,3597,0
1,35,4,1.6,0.3,0.2,0.1,0,1.5,0.1,1.4,218.5,1
1,56,3,1.2,0.3,0.1,0,0.1,1.2,0.2,1,121.5,1
1,57,23,9.1,2.2,0.6,0,1.1,9.1,1.7,8,931.9,1
1,58,22,8.7,2.1,0.6,0,1,8.7,1.7,7.6,891.4,1
1,59,4,1.6,0.4,0.1,0,0.2,1.6,0.3,1.4,162.1,1
2,5,3,1.1,0.2,0,0,0,1.1,0.1,1.1,126.4,1
2,7,44,14,1,2,0,1,14,0,13,1357,0
2,8,89,38,14,4,20,6,18,9,9,2978,0
2,9,1,0.4,0.1,0,0,0,0.4,0,0.4,42.1,1
2,32,1,0.5,0.3,0,0,0,0.5,0.1,0.4,51.2,1
2,34,33,17.9,8.6,0.7,1.4,0,16.5,2.9,14.3,1689.5,1
2,35,4,1.6,0.3,0.2,0.1,0,1.5,0.1,1.4,218.5,1
2,38,1,0.4,0.1,0.1,0,0,0.4,0,0.3,54.6,1
2,39,5,2,0.4,0.3,0.1,0,1.9,0.2,1.7,273.2,1
2,40,2,0.7,0.1,0.2,0,0,0.7,0,0.6,86.1,1
2,57,9.5,3.7,0.9,0.3,0,0.4,3.7,0.7,3.3,384.9,1
2,58,10,3.9,0.9,0.3,0,0.5,3.9,0.8,3.5,405.2,1
2,59,29,11,1,1,0,1,11,0,10,1307,0
2,60,6,2.7,1.6,0.3,0,0.4,2.7,0.4,2.6,299.9,1
2,62,11,5,2.9,0.5,0,0.7,5,0.7,4.8,549.8,1
2,83,4,1.5,0.3,0.2,0,0.2,1.5,0.2,1.4,161.9,1
2,101,4,1.8,0.6,0.1,0,0.1,1.8,0.5,1.6,198.9,1
2,103,2,0.9,0.3,0,0,0,0.9,0.2,0.8,99.4,1
2,104,8,3.6,1.1,0.2,0,0.2,3.6,1,3.1,397.7,1
3,7,25,9.3,1.5,0.4,0,0,9.3,0.7,9.3,1053,1
3,8,49.5,22,5,0,0,4,22,4,16,1888,0
3,9,1,0.4,0.1,0,0,0,0.4,0,0.4,42.1,1
3,33,2,1.1,0.5,0,0.1,0,1,0.2,0.9,102.4,1
3,34,8,4.3,2.1,0.2,0.3,0,4,0.7,3.5,409.6,1
3,38,5,2,0.4,0.3,0.1,0,1.9,0.2,1.7,273.2,1
3,39,24,9.8,2.1,1.3,0.5,0,9.3,0.8,8.3,1311.2,1
3,40,13,4.6,0.9,1.1,0,0.2,4.6,0.2,3.9,559.4,1
3,46,4,1.4,0.3,0.3,0,0.1,1.4,0.1,1.2,172.1,1
3,59,19,7.5,1.8,0.5,0,0.9,7.5,1.4,6.6,769.8,1
3,60,44,13,1,4,0,1,13,0,10,1690,0
3,62,10,4.6,2.6,0.4,0,0.7,4.6,0.7,4.3,499.8,1
3,79,3,1.2,0.3,0,0,0.1,1.2,0,1.1,157.3,1
3,80,6,2.3,0.5,0.2,0,0.2,2.3,0.4,2,242.9,1
3,81,2,0.8,0.2,0.1,0,0.1,0.8,0.1,0.7,81,1
3,85,3,1.1,0.2,0.1,0,0.1,1.1,0.2,1,121.4,1
3,103,3,1.3,0.4,0.1,0,0.1,1.3,0.4,1.2,149.1,1
3,111,1,0.4,0.1,0,0,0,0.4,0.1,0.4,39.5,1
3,112,2,0.8,0.2,0.1,0,0,0.8,0.1,0.8,79,1
4,7,88,26,2,4,0,1,26,0,25,2808,0
4,8,13,4.9,0.8,0.2,0,0,4.9,0.4,4.9,547.6,1
4,35,7,2.9,0.6,0.4,0.2,0,2.7,0.2,2.4,382.4,1
4,38,7,2.9,0.6,0.4,0.2,0,2.7,0.2,2.4,382.4,1
4,39,34,12,4,1,0,0,12,0,11,1221,0
4,40,18,6.4,1.2,1.5,0,0.2,6.4,0.2,5.4,774.5,1
4,47,1,0.4,0.1,0.1,0,0,0.4,0,0.3,43,1
4,59,16,6.3,1.5,0.5,0,0.8,6.3,1.2,5.6,648.3,1
4,60,13,5.9,3.4,0.6,0,0.8,5.9,0.8,5.7,649.7,1
4,61,6,2.7,1.6,0.3,0,0.4,2.7,0.4,2.6,299.9,1
4,80,6,2.3,0.5,0.2,0,0.2,2.3,0.4,2,242.9,1
4,81,8,3,0.6,0.3,0,0.3,3,0.5,2.7,323.8,1
4,84,4,1.5,0.3,0.2,0,0.2,1.5,0.2,1.4,161.9,1
4,85,8,3,0.6,0.3,0,0.3,3,0.5,2.7,323.8,1
4,86,4,1.5,0.3,0.2,0,0.2,1.5,0.2,1.4,161.9,1
4,110,4,1.5,0.4,0.1,0,0,1.5,0.2,1.5,157.9,1
4,111,16,6,1.7,0.6,0,0,6,0.9,6,631.7,1
5,38,1,0.4,0.1,0.1,0,0,0.4,0,0.3,54.6,1
5,39,27,11,2.3,1.5,0.6,0,10.4,0.9,9.3,1475.1,1
5,40,14,5,1,1.2,0,0.2,5,0.2,4.2,602.4,1
5,59,29,11,2,1,0,0,11,1,10,1295,0
5,60,29,14,7,1,3,1,11,2,8,1223,0
5,73,2,0.8,0.2,0,0,0.1,0.8,0,0.7,104.9,1
5,111,21,7.9,2.2,0.8,0,0,7.9,1.1,7.9,829.1,1
5,112,1,0.4,0.1,0,0,0,0.4,0.1,0.4,39.5,1
5,113,11,4.1,1.2,0.4,0,0,4.1,0.6,4.1,434.3,1
6,37,2,0.8,0.1,0.1,0,0,0.8,0,0.7,96.6,1
6,38,64,31,12,2,8,3,23,4,20,2914,0
6,39,97.5,45,16,2,5,6,40,8,28,4532,0
6,40,10,5.1,1.4,0.2,0,0.5,5.1,0.5,4.1,673.3,1
6,42,3,1.5,0.4,0.1,0,0.1,1.5,0.1,1.2,202,1
6,52,3,1.2,0.3,0.1,0,0,1.2,0.3,1.2,177.9,1
6,59,10,4.1,1.1,0.4,0,0,4.1,1.1,4.1,593,1
6,60,5,2.2,0.7,0.2,0,0.5,2.2,0.1,2.1,297,1
6,92,2,0.9,0.2,0.1,0,0,0.9,0.1,0.8,110.5,1
6,98,5,2.2,0.6,0.2,0,0.1,2.2,0.2,2.1,276.1,1
6,111,4,2,0.7,0,0.1,0.3,1.9,0.3,1.8,167.9,1
6,112,2,1,0.3,0,0,0.1,1,0.1,0.9,84,1
6,113,19,9.3,3.1,0,0.3,1.2,9,1.2,8.3,797.7,1
6,114,13,6.3,2.1,0,0.2,0.8,6.1,0.8,5.7,545.8,1
6,115,6,2.4,0.5,0.2,0,0.2,2.4,0.3,1.9,255.4,1
6,127,3,1.4,0.4,0,0,0.1,1.4,0,1.2,137.5,1
7,33,1,0.4,0.1,0,0,0,0.4,0,0.4,48.3,1
7,36,8,3.1,0.6,0.2,0,0,3.1,0.1,2.8,386.4,1
7,37,31,13,6,2,0,0,13,2,9,1260,0
7,38,61,29,9,0,0,2,29,3,22,2792,0
7,39,89,33,9,6,1,5,32,5,27,3818,0
7,41,3,1.5,0.4,0.1,0,0.1,1.5,0.1,1.2,202,1
7,61,4,1.8,0.6,0.2,0,0.4,1.8,0.1,1.7,237.6,1
7,91,1,0.4,0.1,0,0,0,0.4,0,0.4,55.2,1
7,108,1,0.6,0.3,0,0,0,0.6,0,0.6,53.7,1
7,112,1,0.5,0.2,0,0,0.1,0.5,0.1,0.4,42,1
7,114,10,4.9,1.6,0,0.2,0.7,4.7,0.7,4.4,419.8,1
7,115,4,1.6,0.4,0.1,0,0.1,1.6,0.2,1.3,170.3,1
8,28,2,0.7,0,0.1,0,0,0.7,0,0.6,80.5,1
8,29,2,0.7,0,0.1,0,0,0.7,0,0.6,80.5,1
8,33,1,0.4,0.1,0,0,0,0.4,0,0.4,48.3,1
8,36,4,1.5,0.3,0.1,0,0,1.5,0.1,1.4,193.2,1
8,37,9,3.5,0.7,0.3,0,0,3.5,0.1,3.2,434.7,1
8,38,8,3.1,0.6,0.2,0,0,3.1,0.1,2.8,386.4,1
8,39,6,2.3,0.4,0.2,0,0,2.3,0.1,2.1,289.8,1
8,40,9,4.6,1.3,0.2,0,0.4,4.6,0.4,3.7,605.9,1
8,41,1,0.5,0.1,0,0,0,0.5,0,0.4,67.3,1
8,61,2,0.9,0.3,0.1,0,0.2,0.9,0,0.8,118.8,1
8,87,1,0.4,0.1,0,0,0,0.4,0,0.4,55.2,1
8,93,1,0.4,0.1,0,0,0,0.4,0,0.4,55.2,1
8,107,1,0.6,0.3,0,0,0,0.6,0,0.6,53.7,1
8,108,9,5.5,2.7,0,0,0,5.5,0.4,5.1,482.9,1
8,109,1,0.6,0.3,0,0,0,0.6,0,0.6,53.7,1
8,117,3,1.2,0.3,0.1,0,0.1,1.2,0.1,1,127.7,1
8,118,1,0.4,0.1,0,0,0,0.4,0,0.3,42.6,1
9,3,2,0.8,0.2,0.1,0,0,0.8,0.1,0.7,85.7,1
9,4,7,2.6,0.6,0.2,0,0,2.6,0.3,2.6,299.9,1
9,5,15,5.5,1,0.6,0,0.6,5.5,0.4,5.1,601.2,1
9,6,18,6.5,1.2,0.7,0,0.7,6.5,0.5,6.1,721.4,1
9,17,16,6.2,1.5,0,0,0,6.2,0.5,5.2,749.9,1
9,18,42.5,14,1,0,2,2,12,0,13,1596,0
9,20,5,1.7,0.1,0.1,0,0.1,1.7,0.1,1.4,201.3,1
9,25,3,1,0,0.1,0,0,1,0,0.8,120.8,1
9,37,6,2.3,0.4,0.2,0,0,2.3,0.1,2.1,289.8,1
9,38,3.5,1.3,0.3,0.1,0,0,1.3,0.1,1.2,169,1
9,72,1,0.4,0.1,0,0,0.1,0.4,0,0.4,59.4,1
9,73,2,0.9,0.3,0.1,0,0.2,0.9,0,0.8,118.8,1
9,80,2,0.9,0.2,0.1,0,0,0.9,0.1,0.8,110.5,1
9,87,2,0.9,0.2,0.1,0,0,0.9,0.1,0.8,110.5,1
9,104,2,1.2,0.6,0,0,0,1.2,0.1,1.1,107.3,1
9,118,25,12,3,0,0,3,12,1,2,994,0
9,119,7,2.8,0.6,0.2,0,0.2,2.8,0.3,2.2,298,1
9,124,1,0.5,0.1,0,0,0,0.5,0,0.4,45.8,1
9,125,5,2.4,0.6,0,0,0.2,2.4,0,2,229.2,1
10,3,2,0.8,0.2,0.1,0,0,0.8,0.1,0.7,85.7,1
10,4,63,23.8,5.1,1.7,0,0,23.8,2.6,23,2698.8,1
10,5,76,26,3,1,0,0,26,1,26,3143,0
10,6,44,16,2.9,1.7,0,1.7,16,1.1,14.9,1763.4,1
10,16,15,5.8,1.5,0,0,0,5.8,0.5,4.8,703.1,1
10,17,35,14,5,3,2,0,12,0,14,1309,0
10,18,59,22,5,3,0,0,22,0,22,2474,0
10,19,40,15,4,2,0,0,15,1,14,1639,0
10,20,15,5,0.2,0.4,0,0.2,5,0.2,4.1,603.9,1
10,38,6,2.3,0.4,0.2,0,0,2.3,0.1,2.1,289.8,1
10,39,2,0.8,0.1,0.1,0,0,0.8,0,0.7,96.6,1
10,66,3,1.3,0.4,0.1,0,0.3,1.3,0.1,1.2,178.2,1
10,67,1,0.4,0.1,0,0,0.1,0.4,0,0.4,59.4,1
10,73,1,0.4,0.1,0,0,0.1,0.4,0,0.4,59.4,1
10,79,2,0.9,0.3,0.1,0,0.2,0.9,0,0.8,118.8,1
10,80,1,0.4,0.1,0,0,0,0.4,0,0.4,55.2,1
10,93,4,1.8,0.5,0.2,0,0.1,1.8,0.2,1.7,220.9,1
10,117,20.5,8.1,1.8,0.6,0,0.6,8.1,0.9,6.6,872.7,1
10,118,27,10.6,2.4,0.8,0,0.8,10.6,1.2,8.7,1149.4,1
10,119,29,12,5,0,0,1,12,1,9,1404,0
10,120,2.5,1.2,0.3,0,0,0.1,1.2,0,1,114.6,1
10,121,1,0.5,0.1,0,0,0,0.5,0,0.4,45.8,1
10,123,6,2.9,0.7,0,0,0.3,2.9,0,2.4,275,1
10,124,4,1.9,0.5,0,0,0.2,1.9,0,1.6,183.3,1
10,125,3,1.4,0.4,0,0,0.1,1.4,0,1.2,137.5,1
11,4,17,5.7,0.3,0.3,0,0,5.7,0,5.4,668.7,1
11,5,70.5,24,2,2,0,4,24,0,24,2737,0
11,6,23,8.7,1.9,1.2,0,0,8.7,0.6,8.7,1008.9,1
11,16,26,8.9,0.6,0.6,0,1.1,8.9,0,8.3,946.5,1
11,17,50,25,7,0,0,1,25,4,23,2355,0
11,18,95,43,12,2,11,5,32,3,28,3644,0
11,19,33,11,1,1,0,0,11,0,11,1168,0
11,20,33,11.2,1.3,0.7,0,0,11.2,0.7,11.2,1089,1
11,23,3,1,0.1,0.1,0,0,1,0.1,1,99,1
11,39,2,0.8,0.1,0.1,0,0,0.8,0,0.7,96.6,1
11,43,7.5,3,0.7,0.2,0,0.4,3,0.2,2.5,319.3,1
11,112,2,1,0.3,0,0,0.1,1,0.1,0.9,84,1
11,114,2,1,0.3,0,0,0.1,1,0.1,0.9,84,1
11,116,16,6.1,1,0.3,0.5,0.8,5.6,1,5.1,636.7,1
11,117,35,14,3,1,0,0,14,1,11,1129,0
11,118,46.5,19,4,0,0,2,19,1,16,1911,0
11,119,46,23,9,0,1,1,22,4,16,2198,0
11,120,26,9.6,2.8,1.1,0.3,1.1,9.3,0.6,9,1002.7,1
11,121,2,0.7,0.2,0.1,0,0.1,0.7,0,0.7,77.1,1
12,4,12,4,0.2,0.2,0,0,4,0,3.8,472,1
12,5,53,21,3,1,0,0,21,1,19,2156,0
12,16,9,3.1,0.2,0.2,0,0.4,3.1,0,2.9,327.6,1
12,17,29.5,14,4,0,0,2,14,0,11,1545,0
12,18,44,21,8,0,0,3,21,2,19,1797,0
12,19,4,1.4,0.1,0.1,0,0.2,1.4,0,1.3,145.6,1
12,27,12,4,0.2,0.3,0,0.2,4,0.2,3.3,483.1,1
12,28,1,0.3,0,0,0,0,0.3,0,0.3,40.3,1
12,43,11,4.4,1,0.2,0,0.6,4.4,0.3,3.7,468.4,1
12,44,20,7.9,1.8,0.4,0,1,7.9,0.6,6.7,851.6,1
12,45,3,1.5,0.4,0.1,0,0.1,1.5,0.1,1.2,202,1
12,60,6,2.6,0.9,0.2,0,0.6,2.6,0.1,2.5,356.4,1
12,93,3,1.3,0.4,0.2,0,0.1,1.3,0.2,1.3,165.7,1
12,100,2,1.2,0.6,0,0,0,1.2,0.1,1.1,107.3,1
12,117,44,16,4,3,0,1,16,2,12,1547,0
12,118,10,3.8,0.6,0.2,0.3,0.5,3.5,0.6,3.2,397.9,1
12,119,23,8.8,1.5,0.4,0.7,1.1,8.1,1.5,7.3,915.3,1
12,121,2,0.7,0.2,0.1,0,0.1,0.7,0,0.7,77.1,1
13,4,31,10.3,0.5,0.5,0,0,10.3,0,9.8,1219.3,1
13,5,31.5,11,2,0,0,0,11,0,10,1103,0
13,11,9,3.7,0.8,0.1,0.2,0.2,3.5,0,3.5,450.7,1
13,12,14,5.8,1.2,0.1,0.4,0.2,5.4,0,5.5,701.1,1
