x,y,pp,ra,rp
0,36,5505120,5109510,93
0,37,5547945,4807608,86
0,38,5791177,4740776,81
0,39,5791177,4740776,81
0,41,5785136,4736490,81
0,44,5945630,4547171,76
0,45,6005895,4629238,76
0,46,5990668,4341041,72
0,47,6018713,4351755,72
0,48,6005537,1022564,17
0,49,5953499,2187251,36
0,50,5927977,3193357,53
0,51,5899519,3426431,58
0,52,5865348,3142724,53
0,53,5814310,2153756,36
0,54,5489694,4218442,76
0,55,5107037,4270643,82
0,56,4492449,3399852,75
0,57,4318429,3398025,78
0,58,4438676,4274472,96
0,59,4705705,3290837,70
0,60,5043764,2839440,56
0,61,5220384,2978671,56
0,62,5334941,3193313,59
0,63,5431664,3138058,57
0,64,5511821,2950958,53
0,65,5622540,3074629,54
0,66,5728547,2954877,51
0,67,5797869,3203064,54
0,68,5932696,2976292,50
0,69,6021026,3030153,50
0,70,6131970,3110968,50
0,71,6148017,2983730,48
0,72,6127386,2992796,48
0,73,6222608,2950938,47
0,74,6284056,2757434,43
0,76,6418294,3127325,48
0,77,6541125,3022215,45
0,78,6681947,2595102,38
0,79,6736960,1863220,27
0,80,6858190,2440731,35
0,81,6784973,2977677,43
0,82,6743946,3206625,47
0,83,6673230,3808343,57
0,84,6693160,4038268,60
0,85,6754948,4335308,64
0,86,6854650,4552427,66
0,87,7003205,4992045,71
0,88,7142130,4940378,69
0,89,7358716,4873458,66
0,90,7574322,4318439,57
0,91,7747329,4217616,54
0,92,7951831,4249852,53
0,93,8167807,3964454,48
0,94,8491783,3951703,46
0,96,8275931,5932260,72
0,97,8201532,5230798,63
0,98,8221382,4976522,60
0,99,8382999,5123236,60
0,100,8439050,4873139,57
0,101,8508192,4465443,52
0,102,8514744,5213594,61
0,103,8530628,5979994,70
0,104,8586652,5898614,68
0,105,8491211,5862268,68
0,106,8477809,6376027,75
0,107,8378658,6299790,75
0,108,8319320,6415771,76
0,109,8200925,6848713,83
0,110,8129615,7192120,88
0,111,7984496,7115716,89
0,112,7704729,7125608,92
0,113,7388592,6835832,92
0,114,7365519,6424553,87
0,115,7324908,6045427,82
0,116,7277671,5630557,77
0,117,7233939,5621192,77
0,118,7188176,5369830,74
0,119,7140298,5205993,73
0,120,7074670,5000556,70
0,121,6985764,4774619,68
0,122,6887376,4214652,61
0,123,6824846,3387817,49
0,124,6773892,3016767,44
0,125,6678880,3576946,53
0,126,6576544,3407824,51
0,127,6418317,3267665,50
1,36,5539772,5162513,93
1,37,5539772,5162513,93
1,38,5878206,4704468,79
1,39,5878206,4704468,79
1,41,5965535,4820674,80
1,42,5953334,4859076,81
1,43,5968251,5024687,84
1,44,5996944,5101000,85
1,45,6076459,4867437,79
1,46,6013159,4367264,72
1,47,6043149,4373071,72
1,49,6094242,4665511,76
1,50,6034227,4643570,76
1,51,5988245,4538999,75
1,52,5965306,4680211,78
1,53,5873485,2334490,39
1,54,5555332,5735067,103
1,55,5555332,5735067,103
1,56,4706500,3734885,79
1,57,4364661,3225109,74
1,58,4447835,3130421,70
1,59,4782548,2733630,57
1,60,5049799,2701786,53
1,61,5215240,2995513,57
1,62,5280578,2981257,56
1,63,5392176,2940678,54
1,64,5468753,2554392,47
1,65,5625279,2716680,48
1,66,5729189,2963029,51
1,67,5772667,2760013,47
1,68,5796372,2759511,47
1,69,5915971,3046865,51
1,70,6020710,3286254,54
1,71,6111245,3043174,49
1,72,6096524,2828196,46
1,73,6145891,3251658,53
1,74,6152392,2987542,48
1,76,6418294,3127326,48
1,77,6392774,3098050,48
1,78,6622742,2732446,41
1,79,6531995,2611811,39
1,80,6572494,2683904,41
1,81,6612141,2799407,42
1,82,6616534,3293738,49
1,83,6609096,3753362,56
1,84,6583923,4192652,63
1,85,6537855,4532330,69
1,86,6588972,4338112,65
1,87,6795421,4236379,62
1,88,6961320,4162397,59
1,89,7187816,4329659,60
1,90,7372715,4259223,57
1,91,7498356,4131305,55
1,92,7620633,4059536,53
1,93,8072874,3811289,47
1,96,8121194,6093993,75
1,97,8080336,5030869,62
1,98,8147033,4528315,55
1,99,8251992,4814290,58
1,100,8305497,4683004,56
1,101,8338279,4356343,52
1,102,8399079,5248224,62
1,103,8357870,5503826,65
1,104,8290165,5756683,69
1,105,8275204,6010948,72
1,106,8241207,6165197,74
1,107,8222003,6310943,76
1,108,8173076,6483243,79
1,109,8046040,6793562,84
1,110,7957304,6816757,86
1,111,7812818,6919698,88
1,112,7482838,7510117,100
1,113,7244111,7032134,97
1,114,7210066,6718755,93
1,115,7221488,6279485,86
1,116,7174978,5738072,79
1,117,7109008,5624158,78
1,118,7081739,5385236,75
1,119,7041958,5093376,72
1,120,7018474,4806918,68
1,121,6944284,4682976,67
1,122,6875117,4486806,65
1,123,6809076,4116103,60
1,124,6777295,3880652,56
1,125,6657706,3424643,51
1,126,6531895,3608865,55
1,127,6337943,3490044,54
2,34,5723099,5213031,91
2,35,5746147,5209674,90
2,36,5791538,4973532,86
2,37,5923358,4829351,81
2,38,6063877,4716662,77
2,39,6062463,4634552,76
2,41,6031620,4658405,77
2,42,6055936,5053358,83
2,43,6067247,5057836,83
2,44,6143911,5068444,82
2,45,6181467,5107499,82
2,46,6185416,5007351,80
2,47,6190228,4976911,80
2,48,6184206,4960422,80
2,49,6175214,4806350,77
2,50,6130396,5171154,84
2,51,6103092,5118326,83
2,52,6073448,5046442,82
2,53,6022387,4931473,81
2,54,5800210,4959844,85
2,55,5696608,5113461,90
2,56,5258597,3392806,64
2,57,4660168,2276214,49
2,58,4603173,2449459,53
2,59,4833897,2638934,54
2,60,4928023,2695553,54
2,61,5216833,2969895,57
2,62,5291900,2801206,53
2,63,5346908,2606054,48
2,64,5412969,2338648,43
2,65,5564671,1891046,34
2,66,5680940,1671743,29
2,67,5751456,2201227,38
2,68,5798230,3375355,57
2,69,5835786,3628511,62
2,70,5940115,3476802,58
2,71,6025645,3437030,57
2,72,6053535,3475059,57
2,73,6109829,2724411,44
2,74,6095923,2197719,35
2,76,6169636,2547191,41
2,77,6267726,3040990,48
2,78,6231895,3056866,49
2,79,6356226,2869276,45
2,80,6435194,2856535,44
2,81,6470689,3166285,49
2,82,6489185,3313985,51
2,83,6485252,3661487,56
2,84,6440007,4197013,65
2,85,6368916,4554715,71
2,86,6333301,4376231,68
2,87,6523750,4165871,64
2,88,6663453,4137501,62
2,89,6885319,4399641,63
2,90,7071186,4213836,59
2,91,7206934,3923195,54
2,92,7390675,3805709,51
2,93,7435444,3780699,50
2,94,7517560,4367781,58
2,95,7420947,4734532,64
2,96,7578658,5007725,65
2,97,7890970,5020663,63
2,98,7953759,4738871,59
2,99,8026535,4819607,59
2,100,8091852,4649857,57
2,101,8145417,4689272,57
2,102,8188310,4719374,57
2,103,8162908,4930085,60
2,104,8160854,5539243,67
2,105,8125291,5697834,70
2,106,8089067,5785220,71
2,107,8021114,6348670,79
2,108,8001247,6504774,81
2,109,8016674,6763329,84
2,110,7755506,6465547,83
2,111,7508407,6757867,90
2,112,7292918,7261997,99
2,113,7110211,7241516,102
2,114,7043688,7057827,100
2,115,7061845,6572368,93
2,116,7050943,5994143,85
2,117,7000600,5606390,80
2,118,6993570,5297189,75
2,119,6972855,5039817,72
2,120,6926393,5009131,72
2,121,6865698,4747568,69
2,122,6799358,4618975,67
2,123,6737172,4377658,64
2,124,6692620,4240366,63
2,125,6554157,3541702,54
2,126,6377051,3374296,53
2,127,6162082,3592046,58
3,34,5746581,5236136,91
3,35,5805612,5208864,89
3,36,5852901,5187017,88
3,37,6096112,4896151,80
3,38,6095201,4813597,79
3,39,6121265,4782511,78
3,40,6152236,4858501,78
3,41,6141732,5034092,82
3,42,6135160,5209686,84
3,43,6109558,5073743,82
3,44,6160683,5042572,81
3,45,6243386,5263303,84
3,46,6251804,5064519,80
3,47,6260020,4937514,78
3,48,6256676,4854553,77
3,49,6241663,4904823,78
3,50,6240403,5243306,84
3,51,6223113,5051037,81
3,52,6227604,5250214,84
3,53,6190926,5295878,85
3,54,5906006,3439277,58
3,55,5806738,3317195,57
3,56,5367337,3215916,59
3,57,4902137,2061465,42
3,58,4764609,2075907,43
3,59,4846825,2334187,48
3,60,4963477,2464151,49
3,61,5214328,2737800,52
3,62,5271841,2700102,51
3,63,5362397,2386040,44
3,64,5398053,2104973,39
3,65,5554549,1759143,31
3,66,5635924,1936430,34
3,67,5693507,2312609,40
3,68,5738998,3237491,56
3,69,5692679,3642785,64
3,70,5771862,3552628,61
3,71,5845053,2836004,48
3,72,5840822,2079934,35
3,73,6036224,2416099,40
3,74,6058157,2175233,35
3,75,6016211,2335824,38
3,76,6129385,2565669,41
3,77,6196997,2819039,45
3,78,6220494,3025402,48
3,79,6229499,3007693,48
3,80,6261563,3271848,51
3,81,6339328,3457966,54
3,82,6352125,3751565,58
3,83,6305388,4001729,63
3,84,6235340,4274480,68
3,85,6175628,4322575,70
3,86,6154841,4153929,67
3,87,6285587,4058251,64
3,88,6442782,4114541,64
3,89,6726558,4248775,62
3,90,6868179,4403442,63
3,91,6979615,4255189,60
3,92,6826817,4073735,59
3,93,6731529,4040681,60
3,95,7056535,5305655,75
3,96,7208260,5130286,70
3,97,7766352,4862671,62
3,98,7800753,4744036,60
3,99,7829396,4713987,59
3,100,7903064,4605938,58
3,101,8033079,4856805,60
3,102,8061694,4922276,61
3,103,8038250,5285230,65
3,104,7971679,5385205,67
3,105,7869204,4714001,60
3,106,7914703,5263582,66
3,107,7874736,6035922,76
3,108,7824220,6015836,76
3,111,7189177,7052332,98
3,112,7143853,7139960,99
3,113,7015149,7248756,103
3,114,6967331,7016656,100
3,115,6954404,6716864,96
3,116,6962564,6154245,88
3,117,6949038,5781505,83
3,118,6948817,5544128,79
3,119,6942528,5371403,77
3,120,6877019,5145373,75
3,121,6761407,4992006,74
3,122,6698322,4918886,73
3,123,6640984,4731412,71
3,124,6519482,4873644,74
3,125,6293152,3204313,50
3,126,6194388,3386942,54
3,127,6034124,3852002,63
4,33,5763129,5412888,93
4,34,5826333,5277697,90
4,35,5866513,5208835,89
4,36,5989772,5123272,85
4,37,6130283,5033920,82
4,38,6160390,4957982,80
4,39,6165804,4806566,77
4,40,6195083,5033487,80
4,41,6145287,5036309,82
4,42,6159323,5293036,85
4,44,6240348,5155170,82
