x,y,pp,ra,rp
0,0,6320116,3197692,50
0,1,5904011,2125446,36
0,2,5918555,2131330,36
0,3,5938729,2139494,36
0,12,3856110,734676,18
0,13,3644072,951685,26
0,14,3550217,901399,25
0,15,3411619,690141,20
0,16,3399254,645672,19
0,17,3296261,275290,8
0,19,3394970,100531,2
0,20,3394970,100531,2
0,26,5654707,3347928,59
0,27,5715497,3405602,59
0,28,5788540,4016557,69
0,29,5885724,4580461,77
0,30,5962176,4729017,79
0,31,6104527,4724223,77
0,32,6171094,4734887,76
0,33,6401361,5138299,80
0,34,6761079,6018869,88
0,35,6835629,6161683,90
0,36,6984231,6316561,90
0,37,7137689,6252846,87
0,38,7291227,5809916,79
0,39,7452683,5872802,78
0,40,7663490,6112909,79
0,41,7749995,6248323,80
0,42,7806921,6415331,82
0,43,7849633,6702206,85
0,44,7901127,6946306,88
0,45,7909145,6665132,84
0,46,7882628,6728083,85
0,47,7885564,6597242,83
0,48,7893099,6588390,83
0,49,7932279,6532372,82
0,50,7958223,6661873,83
0,51,7999857,6767224,84
0,52,8011719,6992409,86
0,53,8070707,7214093,89
0,54,8261707,7350939,89
0,55,8358532,7597993,90
0,56,8397987,7640102,90
0,57,8370554,7331529,87
0,58,8359279,7148082,85
0,59,8365581,7257932,87
0,60,8377277,7313131,87
0,61,8293860,7562013,91
0,62,8200667,7509775,91
0,63,8142019,7559365,92
0,64,7972524,7168441,89
0,65,7036263,6965059,98
0,66,6801226,6826745,100
0,67,6352408,5960947,93
0,68,6162701,6837981,111
0,69,6052894,6618907,109
0,70,6036907,6378583,105
0,71,5992031,6107482,102
0,72,5981612,5900165,98
0,73,5935341,5830862,98
0,74,6009887,5670018,94
0,75,6049391,5538565,91
0,76,6049763,5372360,88
0,77,6049430,5234184,86
0,78,6123515,5141273,83
0,79,6134600,5123122,83
0,80,6140181,5186259,84
0,81,6450927,5247767,81
0,82,6450927,5247767,81
0,83,6654165,4699024,70
0,84,6739840,5392317,79
0,85,6819171,4932513,72
0,86,6861607,4773407,69
0,87,6906442,4940658,71
0,88,6864566,4455784,64
0,89,6784302,4370806,64
0,90,6693310,4063646,60
0,91,6731250,3811061,56
0,92,6918251,4330838,62
0,93,6936014,4561417,65
0,94,7099341,5224231,73
0,95,7195373,5303975,73
0,96,7228969,6547512,90
0,97,7300262,6344606,86
0,98,7371335,6464836,87
0,99,7479656,6426358,85
0,100,7553484,5857735,77
0,101,7608640,5886183,77
0,102,7647020,6009470,78
0,103,7770420,6570942,84
0,104,7788290,6776305,87
0,105,7763114,6470131,83
0,106,7735948,6376086,82
0,107,7687730,6029213,78
0,108,7644709,5973270,78
0,109,7577938,6100495,80
0,110,7584137,6408169,84
0,111,7608671,6525574,85
0,112,7566953,6855243,90
0,113,7464851,7222543,96
0,114,7347326,7128668,96
0,115,7311784,7013750,95
0,116,7290534,7379050,101
0,117,7389917,7738080,104
0,119,7541895,7996016,106
0,120,7418517,8916447,120
0,121,7812854,8459602,108
0,122,8362410,8777725,105
0,123,8631463,8584922,99
0,124,9002550,8138302,90
0,125,9088665,7965667,87
0,126,9159060,8853753,96
0,127,9159060,8853753,96
1,0,6242852,3394800,54
1,1,5942570,3086901,51
1,8,4975924,990154,19
1,12,3857389,740476,19
1,13,3679035,940002,25
1,15,3411619,690141,20
1,16,3411619,690141,20
1,19,3394970,100530,2
1,20,3394970,100531,2
1,23,5128558,662676,12
1,24,5128558,662676,12
1,26,5654707,3347928,59
1,27,5715497,3405602,59
1,28,5700607,4161193,72
1,29,5810135,4213133,72
1,30,5885625,4648263,79
1,31,6002310,4927194,82
1,32,6125962,5411903,88
1,33,6309959,5592269,89
1,34,6737787,6172819,91
1,35,6782459,6001291,88
1,36,6928168,6363607,92
1,37,7110100,6093320,85
1,38,7336387,5615302,76
1,39,7489078,5552292,73
1,40,7655855,5863540,76
1,41,7741104,5991225,77
1,42,7791040,6343524,81
1,43,7826751,6599603,84
1,44,7869474,6822575,86
1,45,7867325,6565791,83
1,46,7831237,6575791,84
1,47,7827946,6559518,83
1,48,7854327,6511602,83
1,49,7886757,6419219,81
1,50,7913645,6506429,82
1,51,7946398,6690405,84
1,52,7964253,6862739,86
1,53,7971780,6846609,85
1,54,8049285,7587994,94
1,55,8157543,7649880,94
1,56,8219196,7524346,91
1,57,8296278,7116859,85
1,58,8284919,6981972,84
1,59,8251317,6806822,82
1,60,8186531,6635886,80
1,61,8037521,7027763,87
1,62,8039324,7294236,90
1,63,7964338,7287389,91
1,64,7790550,6913327,88
1,65,7049085,6634195,94
1,66,6532948,6086459,93
1,67,6193656,5746725,92
1,68,6138052,6517280,106
1,69,6027958,5972714,99
1,70,6012372,5743713,95
1,71,5971825,5605264,94
1,72,5916384,5441634,91
1,73,5904189,5610079,94
1,74,5900676,5330122,90
1,75,5971288,5394158,90
1,76,5999206,5424097,90
1,77,6067164,4981829,82
1,78,6099541,4877994,79
1,79,6107444,4701607,76
1,80,6176436,4680636,75
1,81,6367129,4675880,73
1,82,6493628,4609419,71
1,84,6749374,5345997,79
1,85,6766346,4864012,72
1,86,6776524,4559122,67
1,88,6613646,4116415,62
1,89,6384629,3810397,59
1,90,6416367,3819495,59
1,91,6612010,3830131,58
1,92,6841716,3972382,57
1,93,6921473,3840749,55
1,94,7092405,4983499,70
1,95,7215321,5245582,72
1,96,7433638,5498945,74
1,97,7492269,6092056,81
1,98,7558413,6340165,83
1,99,7577321,6447055,84
1,100,7614902,6003454,78
1,101,7665145,5893198,76
1,102,7647020,6009470,78
1,103,7784148,6526370,83
1,104,7776499,6940260,89
1,105,7705455,6557118,85
1,106,7637924,6253945,81
1,107,7641082,6136212,79
1,108,7619192,6067187,79
1,109,7579133,6063755,80
1,110,7603995,6273882,82
1,111,7613466,6351538,83
1,112,7566953,6855243,90
1,113,7459645,6972027,93
1,114,7382735,6830572,92
1,115,7316746,7039214,96
1,116,7354953,7412251,100
1,117,7455877,7273927,97
1,118,7533607,7027400,93
1,119,7559662,7378482,97
1,120,7780717,8076005,104
1,121,8580167,7835346,91
1,122,8910205,7744500,87
1,123,8861650,8231967,92
1,124,9499874,7491854,78
1,125,9601440,8600207,89
1,126,9502793,8536544,90
1,127,9404883,8473358,90
2,0,6093643,3626270,59
2,1,5942570,3086901,51
2,4,5845211,2240310,38
2,5,5617129,1564338,27
2,6,5617129,1564338,27
2,8,4886568,882778,17
2,9,4566188,497789,10
2,12,3856228,743789,19
2,13,3676007,679475,18
2,14,3676007,679475,18
2,21,3968654,297899,7
2,22,3968654,297899,7
2,23,5128558,662676,12
2,24,5164604,593618,11
2,27,5597328,3413064,60
2,28,5642530,3902778,68
2,29,5830209,4497613,77
2,30,5833822,4531231,77
2,31,5985510,4954226,82
2,32,6143050,5279628,85
2,33,6180236,5132905,83
2,34,6281617,4904542,77
2,35,6360087,5421170,84
2,36,6780206,6189635,91
2,37,6943425,5878176,84
2,38,7222661,5422831,75
2,39,7390563,5396712,72
2,40,7584324,5612387,73
2,41,7693754,5821366,75
2,42,7761713,6027087,77
2,43,7813075,5947400,75
2,44,7858913,6353686,80
2,45,7830949,6624695,84
2,46,7810190,6456398,82
2,47,7798779,6347368,81
2,48,7793787,6229423,79
