x,y,value
5,59,162
5,60,324
6,59,324
6,60,648
12,15,276474
12,16,138237
13,15,552948
13,16,276474
13,54,1249
13,55,2498
14,54,2498
14,55,4996
15,51,10528
15,52,21056
16,51,551704
16,52,307436
17,49,12144
17,50,24288
17,51,1061296
17,52,530648
17,124,4786
17,125,5770
17,126,6754
18,8,32813
18,9,65626
18,49,24288
18,50,48576
18,124,9572
18,125,11540
18,126,13508
19,8,65626
19,9,131252
21,1,524068
21,2,262034
21,48,107560
21,49,53780
22,1,1048136
22,2,524068
22,48,53780
22,49,26890
25,46,54242
25,47,27121
26,46,108484
26,47,54242
27,46,70812
27,47,35406
28,13,1155560
28,14,2311120
28,46,35406
28,47,17703
29,13,577780
29,14,1155560
30,44,969004
30,45,484502
31,15,1856700
31,16,928350
31,44,1938008
31,45,969004
32,15,928350
32,16,464175
33,16,463813
33,17,927626
33,46,1082644
33,47,541322
34,9,297712
34,10,148856
34,16,927626
34,17,1855252
34,46,2165288
34,47,1082644
35,9,148856
35,10,74428
35,47,2832368
35,48,1416184
36,10,198726
36,11,99363
36,17,1280984
36,18,2561968
36,47,1416184
36,48,708092
37,7,95219
37,8,190438
37,10,397452
37,11,198726
37,17,640492
37,18,1280984
38,7,190438
38,8,380876
38,10,186958
38,11,376706
38,12,191060
38,18,785625
38,19,1571250
39,2,94704
39,3,189408
39,10,93479
39,11,285278
39,12,382120
39,13,187790
39,18,1571250
39,19,3142500
40,2,47352
40,3,94704
40,4,171564
40,5,85782
40,12,187790
40,13,375580
40,18,170916
40,19,85458
40,21,1545690
40,22,772845
40,46,3150868
40,47,1575434
41,4,343128
41,5,171564
41,13,187790
41,14,375580
41,15,176496
41,16,88248
41,18,341832
41,19,170916
41,21,3091380
41,22,1545690
41,23,1778156
41,24,889078
41,46,1575434
41,47,787717
42,13,93895
42,14,187790
42,15,352992
42,16,176496
42,23,3556312
42,24,1778156
42,25,1763532
42,26,881766
43,25,3527064
43,26,1763532
43,27,3642744
43,28,1821372
43,29,1951060
43,30,975530
43,69,77278
43,70,154556
43,71,29910
43,72,14955
44,27,1821372
44,28,910686
44,29,3902120
44,30,1951060
44,34,1998248
44,35,999124
44,44,1496544
44,45,748272
44,69,38639
44,70,77278
44,71,59820
44,72,29910
45,34,3996496
45,35,1998248
45,44,2993088
45,45,1496544
45,66,39348
45,67,78696
46,34,980899
46,35,1961798
46,38,3979572
46,39,1989786
46,43,1748123
46,44,3496246
46,65,151943
46,66,176427
46,67,157392
47,33,1947972
47,34,3910652
47,35,3923596
47,38,1989786
47,39,994893
47,40,4112234
47,41,4166390
47,42,2068074
47,43,3846800
47,44,3220859
47,65,223637
47,66,151943
48,33,973986
48,34,1947972
48,40,2056117
48,41,3130685
48,42,4570626
48,43,4939400
48,44,4839796
48,63,109696
48,64,54848
49,29,1909634
49,30,954817
49,42,4577120
49,43,3618360
49,44,2419896
49,63,219392
49,64,109696
50,29,3819268
50,30,1909634
50,43,2186050
50,44,4299340
50,59,109678
50,60,54839
51,27,3882768
51,28,1941384
51,43,1093025
51,44,2149670
51,46,1725178
51,47,3644320
51,48,3832868
51,49,863440
51,56,108716
51,57,217432
51,59,219356
51,60,109678
52,18,1504576
52,19,3009152
52,21,1515270
52,22,3030540
52,27,1941384
52,28,970692
52,46,862589
52,47,1822160
52,48,3646022
52,49,1726880
52,50,3970652
52,51,3038643
52,52,2106634
52,55,209584
52,56,159150
52,57,108716
53,15,891196
53,16,445598
53,18,752288
53,19,1504576
53,21,757635
53,22,1515270
53,50,1985326
53,51,3099297
53,52,4213268
53,55,104792
53,56,52396
54,15,1782392
54,16,891196
54,54,1951484
54,55,3902968
55,54,975742
55,55,1951484
56,56,1557314
56,57,3114628
57,56,778657
57,57,1557314
57,58,3050804
57,59,2217870
57,60,689747
58,58,1525402
58,59,2834663
58,60,2102585
58,61,705286
59,60,2821144
59,61,1410572
60,62,2794708
60,63,2188467
60,64,1582226
61,62,1397354
61,63,2280903
61,64,3164452
63,65,1382636
63,66,2765272
63,67,690406
63,68,1380812
64,65,691318
64,66,1382636
64,67,1380812
64,68,2807901
64,69,1388922
65,68,1388922
65,69,2777844
65,70,664900
65,71,1329800
66,70,1329800
66,71,2659600
71,73,585264
71,74,1170528
72,73,292632
72,74,585264
74,75,536576
74,76,268288
75,75,1073152
75,76,536576
78,81,987228
78,82,493614
79,81,493614
79,82,246807
79,86,465114
79,87,232557
80,86,930228
80,87,465114
88,92,293680
88,93,146840
89,92,587360
89,93,293680
90,94,226512
90,95,113256
91,94,453024
91,95,226512
91,101,257920
91,102,128960
92,101,128960
92,102,64480
95,112,197446
95,113,98723
96,109,23032
96,110,46064
96,112,394892
96,113,197446
97,109,46064
97,110,92128
99,108,384906
99,109,769812
100,108,192453
100,109,384906
101,109,142187
101,110,284374
102,109,284374
102,110,568748
103,111,282766
103,112,565532
104,111,141383
104,112,282766
107,115,231366
107,116,115683
108,115,462732
108,116,231366
108,127,36072
109,127,18036
113,120,256242
113,121,512484
114,120,128121
114,121,256242
116,123,45298
116,124,22649
117,123,90596
117,124,45298
119,124,573044
119,125,286522
120,124,286522
120,125,143261
122,124,297492
122,125,148746
123,124,607448
123,125,618782
123,126,818858
123,127,409429
124,124,154413
124,125,308826
124,126,1637716
124,127,818858
