x,y,value
0,8,337669
0,9,2035404
0,10,973270
1,9,973270
1,10,486635
3,8,2006122
3,9,1003061
4,7,504926
4,8,2070104
4,9,997987
5,0,938940
5,7,1009852
5,8,2019704
6,0,1877880
6,1,1861460
6,2,930730
7,1,930730
7,2,1940229
7,3,965982
7,6,509454
7,7,1018908
8,2,965982
8,3,996185
8,4,1028692
8,5,514346
8,6,1018908
8,7,2037816
9,3,1026388
9,4,2057384
9,5,1028692
9,6,1030894
9,7,2072852
9,8,520965
10,5,2033796
10,6,2052541
10,7,2109799
10,8,2155488
10,9,1039372
11,5,1016898
11,6,2057384
11,7,2072922
11,8,2231572
11,9,2254900
11,10,1079808
12,6,1022622
12,7,1558461
12,8,2215818
12,9,2232799
12,10,1071253
13,8,1097554
13,9,2195108
14,7,561922
14,8,2321144
14,9,2256996
15,7,1124786
15,8,2285358
15,9,580286
16,7,559036
16,8,1657889
16,9,2145840
17,8,1081111
17,9,2162222
18,8,1090470
18,9,2180940
18,10,526871
19,8,526025
19,9,2166030
19,10,2216502
20,9,552107
20,10,1492700
20,11,1540392
21,10,385098
21,11,770196
24,10,778934
24,11,1557868
25,10,389467
25,11,778934
26,12,305941
26,13,611882
27,12,611882
27,13,1223764
29,14,595440
29,15,297720
30,14,1190880
30,15,595440
32,15,224189
32,16,448378
32,17,763604
32,18,381802
33,8,65006
33,9,130012
33,10,282120
33,11,285632
33,12,289144
33,15,448378
33,16,896756
33,17,381802
33,18,190901
34,7,61860
34,8,194076
34,9,260024
34,10,141060
34,11,142816
34,12,144572
34,19,377188
34,20,754376
35,7,123720
35,8,247440
35,19,188594
35,20,764070
35,21,378310
36,2,256532
36,3,128266
36,20,378310
36,21,189155
37,0,120002
37,1,60001
37,2,128266
37,3,64133
38,0,240004
38,1,120002
38,22,633208
38,23,316604
39,14,154148
39,15,308296
39,22,316604
39,23,158302
40,14,308296
40,15,616592
40,23,155075
40,24,310150
41,23,310150
41,24,620300
43,23,163195
43,24,326390
44,23,326390
44,24,652780
45,22,233284
45,23,466568
46,22,116642
46,23,233284
47,16,261368
47,17,130684
48,16,522736
48,17,261368
51,25,287472
51,26,143736
52,25,574944
52,26,287472
54,76,537304
54,77,809720
54,78,1082136
55,13,145536
55,14,291072
55,76,1074608
55,77,807838
55,78,541068
56,13,291072
56,14,582144
56,76,1095148
56,77,547574
57,76,1158706
57,77,579353
58,76,1222264
58,77,611132
59,41,78368
59,42,156736
59,75,698250
59,76,349125
60,41,156736
60,42,313472
60,51,244722
60,52,489444
60,58,1079104
60,59,539552
60,75,1396500
60,76,698250
61,10,254380
61,11,508760
61,51,122361
61,52,244722
61,58,539552
61,59,269776
61,75,843498
61,76,421749
62,10,127190
62,11,254380
62,75,1686996
62,76,843498
62,124,28144
62,125,14072
63,39,41700
63,40,83400
63,124,56288
63,125,28144
64,39,20850
64,40,41700
65,37,30337
65,38,60674
65,126,65348
65,127,32674
66,37,60674
66,38,121348
66,77,446882
66,78,893764
66,126,32674
66,127,16337
67,77,893764
67,78,1787528
67,111,34257
67,112,68514
68,4,229760
68,5,459520
68,34,21992
68,35,43984
68,111,68514
68,112,137028
69,4,114880
69,5,229760
69,34,43984
69,35,87968
73,81,1777632
73,82,888816
73,98,189079
73,99,378158
74,31,37764
74,32,18882
74,81,888816
74,82,444408
74,98,378158
74,99,756316
74,105,502020
74,106,251010
75,31,18882
75,32,9441
75,82,1811328
75,83,905664
75,95,201829
75,96,403658
75,105,251010
75,106,125505
76,82,1461491
76,83,2024251
76,84,890957
76,85,726782
76,95,403658
76,96,807316
77,82,498392
77,83,1454519
77,84,1781914
77,85,1453564
77,86,313786
77,87,627572
77,88,641456
77,89,1282912
77,90,650894
77,91,325447
78,86,627572
78,87,1255144
78,88,320728
78,89,641456
78,90,1301788
78,91,1210122
78,92,1118456
78,93,561698
78,94,1123396
79,79,935978
79,80,1916869
79,81,1869762
79,82,1831752
79,83,1895400
79,84,947700
79,91,279614
79,92,559228
79,93,280849
79,94,561698
80,77,818708
80,78,409354
80,79,1871956
80,80,1430972
80,81,934881
80,82,915876
80,83,947700
80,84,974714
80,85,1001728
81,77,1637416
81,78,818708
81,84,1001728
81,85,2003456
81,87,1664836
81,88,832418
82,75,473366
82,76,946732
82,86,894264
82,87,1804760
82,88,1246849
82,89,1661280
83,75,1342182
83,76,1897701
83,86,447132
83,87,894264
83,88,902549
83,89,1805098
84,74,759002
84,75,1566787
84,76,782426
84,87,405314
84,88,1259156
84,89,897056
84,90,786508
84,91,1573016
85,72,312260
85,73,624520
85,74,1518004
85,75,759002
85,87,810628
85,88,1621256
85,90,393254
85,91,1283338
85,92,1766056
86,71,950896
86,72,1906102
86,73,1249040
86,87,1536440
86,88,768220
86,91,441514
86,92,883028
86,93,1464572
86,94,732286
87,68,431700
87,69,694996
87,70,958292
87,71,475448
87,72,950896
87,87,768220
87,88,384110
87,93,732286
87,94,366143
87,95,1128284
87,96,564142
88,68,863400
88,69,671273
88,70,479146
88,95,564142
88,96,282071
88,97,563078
88,98,1126156
88,99,664412
88,100,1328824
89,66,812902
89,67,1625804
89,86,1393336
89,87,696668
89,97,281539
89,98,563078
89,99,332206
89,100,664412
90,66,406451
90,67,1345240
90,68,521032
90,86,696668
90,87,348334
91,67,521032
91,68,260516
92,67,526268
92,68,1052536
92,86,504804
92,87,1009608
93,67,526263
93,68,1052526
93,86,1009608
93,87,2019216
94,67,526258
94,68,1052516
94,89,321013
94,90,642026
95,67,460162
95,68,230081
95,84,1218832
95,85,609416
95,89,642026
95,90,1284052
96,67,920324
96,68,460162
96,84,609416
96,85,304708
97,92,409086
97,93,818172
98,66,530094
98,67,1060188
98,92,818172
98,93,1636344
99,66,265047
99,67,530094
99,82,539978
99,83,269989
100,82,1079956
100,83,539978
100,91,558512
100,92,279256
100,127,84868
101,91,1117024
101,92,558512
101,95,899560
101,96,449780
101,127,42434
102,81,218916
102,82,437832
102,90,557672
102,91,1115344
102,95,449780
102,96,224890
102,98,224674
102,99,449348
103,81,109458
103,82,218916
103,90,278836
103,91,557672
103,98,449348
103,99,898696
104,123,100660
104,124,50330
105,61,203017
105,62,406034
105,81,800368
105,82,400184
105,123,201320
105,124,100660
106,61,406034
106,62,812068
106,81,400184
106,82,200092
106,104,341306
106,105,682612
107,80,146864
107,81,293728
107,104,170653
107,105,341306
108,80,73432
108,81,146864
108,89,425390
108,90,212695
109,79,141647
109,80,283294
109,89,850780
109,90,425390
110,49,81834
110,50,163668
110,54,136140
110,55,272280
110,79,283294
110,80,566588
110,111,236046
110,112,118023
111,49,163668
111,50,327336
111,54,272280
111,55,544560
111,111,472092
111,112,236046
112,46,87892
112,47,175784
113,46,175784
113,47,351568
113,125,484616
113,126,242308
114,79,331112
114,80,165556
114,125,242308
114,126,121154
115,79,165556
115,80,82778
115,126,144452
115,127,72226
116,12,69226
116,13,34613
116,79,115968
116,80,57984
116,89,212156
116,90,424312
116,126,288904
116,127,144452
117,12,138452
117,13,69226
117,79,57984
117,80,28992
117,89,424312
117,90,848624
120,79,34992
120,80,69984
120,93,148956
120,94,74478
121,43,658144
121,44,329072
121,79,69984
121,80,139968
121,93,297912
121,94,148956
122,43,329072
122,44,164536
122,94,318680
122,95,159340
123,44,49904
123,45,24952
123,94,337049
123,95,435088
124,11,137823
124,12,275646
124,44,99808
124,45,49904
124,94,355418
124,95,710836
125,11,275646
125,12,551292
126,96,105912
126,97,52956
127,10,477836
127,11,238918
127,46,51768
127,47,103536
127,96,211824
127,97,105912
