x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,5,0,0,0,0,3,3,0,0,0,8,3,0,6,5,5,0,5,0,0,0,22,28,50
10,16,5,3,0,5,8,14,12,4,3,5,3,14,5,8,14,4,5,3,3,0,0,54,61,115
11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
12,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,5
13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,3,0,9,10,19
14,11,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,10
20,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,7
21,12,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,3,0,0,10,8,18
22,12,3,0,0,0,3,3,3,3,0,4,3,3,3,4,3,3,4,0,3,0,0,20,19,39
22,13,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,9,13
22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
23,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
25,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,5,10,15
25,43,7,3,0,4,4,0,8,4,5,0,3,5,5,7,5,6,4,3,0,0,0,29,44,73
26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
26,47,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,9,17
26,48,0,0,0,3,3,4,3,0,0,3,0,3,0,0,3,0,4,3,3,0,0,9,23,32
26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
26,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
27,47,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,6,11,17
27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
27,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,7
