x,y,0_15,0_5,100_,15_20,20_25,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,ld25_30,m,pop
0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,6,0,7,13
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,7,11
0,38,4,3,0,0,0,3,0,0,0,0,0,3,3,4,4,3,0,0,0,0,10,0,16,26
0,39,3,3,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,3,0,0,10,0,10,20
0,41,0,0,0,0,3,3,0,0,0,0,3,0,5,0,3,9,0,0,0,0,14,0,14,28
0,42,3,4,0,0,4,7,8,4,3,0,4,0,13,13,3,0,0,0,0,0,38,3,37,75
0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,50,83,21,0,49,6,10,26,71,57,27,18,51,9,29,19,8,0,3,0,0,236,3,253,489
0,51,8,21,0,10,0,11,18,10,10,4,4,15,3,0,0,0,0,0,0,0,52,4,64,116
0,52,4,6,0,4,0,4,3,3,6,3,0,5,0,3,0,0,3,0,0,0,21,3,21,42
0,59,5,9,0,3,0,8,3,3,3,3,3,5,3,3,0,3,0,0,0,0,26,5,29,55
0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
0,61,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,4,0,8,12
0,66,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6
0,67,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,6,0,6,12
0,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7
0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6
0,73,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,7
0,76,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6
0,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
