x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,1,0,0,0,0,0,4,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,7,10,17
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,3,0,0,5,3,0,3,0,3,6,4,0,0,5,3,3,0,0,0,0,0,0,18,16,34
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,8,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,8,6,14
0,14,3,0,3,3,0,4,3,0,0,0,0,3,3,0,4,0,0,3,0,0,0,11,15,26
0,15,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
0,18,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,7
0,22,5,0,0,3,0,6,0,3,3,3,3,3,4,4,3,0,0,0,0,0,0,16,19,35
0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,10
0,30,6,0,3,0,0,4,6,3,3,0,0,3,4,4,0,3,0,0,0,0,0,19,19,38
0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,32,5,0,3,3,4,0,3,5,3,0,0,0,5,0,3,0,0,0,0,0,0,17,17,34
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6
0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4
0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,9
0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,6
0,49,3,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,8,5,13
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,127,3,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,7,4,11
1,0,5,0,4,5,3,6,4,4,4,5,14,8,6,5,6,5,3,3,0,0,0,44,45,89
1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,6,13
1,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
1,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,6,10
1,19,3,0,0,3,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,7,6,13
1,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
1,31,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,8,12
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
1,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,6
1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,117,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,8,6,14
1,118,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3
1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1,127,27,0,20,18,22,25,24,18,18,18,17,20,24,20,25,18,7,5,0,3,0,163,166,329
2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,6
2,1,0,0,0,0,0,0,4,0,0,0,3,3,3,3,0,3,0,0,0,0,0,10,8,18
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,10
2,21,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,7,13
2,22,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,12,13,25
2,23,3,0,0,0,0,4,3,0,3,0,3,3,0,0,3,0,0,0,0,0,0,14,15,29
2,31,4,0,5,7,3,0,6,0,4,7,5,3,3,3,3,3,0,3,0,0,0,31,27,58
2,32,0,0,5,3,0,0,0,0,4,0,0,3,0,3,0,3,3,0,0,0,0,9,15,24
2,34,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6
2,45,0,0,0,3,0,0,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,6,7,13
2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2,54,0,0,0,3,0,0,0,3,0,0,4,3,0,4,3,3,0,3,0,0,0,10,11,21
2,55,5,0,0,0,3,3,0,3,0,0,0,0,3,0,3,7,3,3,0,3,0,18,20,38
2,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
2,59,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2,60,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,8,10,18
2,66,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,6,6,12
2,67,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
