x,y,value
0,52,437138
0,53,874276
0,70,2391588
0,71,9639829
0,72,3690594
0,84,2092737
0,85,4185474
0,86,475862
0,87,237931
1,52,734764
1,53,3077846
1,72,3896844
1,73,6621305
1,82,1393450
1,83,2786900
1,85,1018956
1,86,509478
2,48,92968
2,49,187496
2,50,2221512
2,51,2417607
2,52,1777080
2,53,1098912
2,73,11473280
2,74,1416099
2,82,696725
2,83,1393450
2,85,509478
2,86,1270927
2,87,508094
2,119,13246
2,120,26492
3,48,185936
3,49,374992
3,50,605433
3,52,613812
3,53,1791657
3,73,4957807
3,74,11297540
3,75,12636450
3,76,4174824
3,81,6270876
3,86,508094
3,87,2555464
3,88,442476
3,119,26492
3,120,52984
4,0,693374
4,53,2752318
4,54,440870
4,73,6813787
4,74,13466025
4,75,2090568
4,76,9156854
4,80,4222758
4,88,1030997
4,89,292090
5,0,3820554
5,53,440870
5,54,4420209
5,55,2353332
5,73,5172358
5,74,8495097
5,75,12118121
5,76,14998106
5,77,10561893
5,78,10592871
5,79,4997360
5,80,12387826
5,88,292090
5,89,584180
6,0,8448377
6,51,379082
6,52,2403508
6,53,2950218
6,54,1780623
6,55,3952276
6,56,5462137
6,57,671733
6,84,5714550
6,90,279273
7,0,4713993
7,1,4386110
7,50,501042
7,51,2710480
7,52,379082
7,56,2103969
7,88,3557856
7,90,558546
8,0,4005703
8,1,2505956
8,48,248842
8,49,980147
8,50,427863
8,56,2017188
8,88,1778928
8,92,5813901
9,0,7276873
9,1,1971709
9,32,9612
9,33,39330
9,47,1333341
9,48,497684
9,49,248842
9,56,2031687
9,122,7750
9,123,15500
10,0,11418981
10,1,3053093
10,2,7151716
10,3,8395172
10,4,2728002
10,34,23418
10,46,1045764
10,55,616443
10,56,1232886
10,92,686970
10,122,15500
10,123,31000
11,0,7009424
11,1,7941142
11,2,3202957
11,4,5939210
11,5,2732675
11,36,21537
11,37,14286
11,38,7143
11,39,21231
11,42,30846
11,44,48900
11,45,97800
11,56,1860912
11,92,445116
12,0,6873078
12,2,2603052
12,5,3870006
12,6,2083401
12,7,1287034
12,8,954727
12,9,813997
12,42,15423
12,43,57951
12,44,97800
12,45,195600
12,56,1826469
12,92,693465
13,3,1381688
13,4,690844
13,7,834768
13,8,1909454
13,9,1627994
13,10,1468701
13,44,187560
13,55,668109
13,56,1336218
14,3,690844
14,4,887681
14,44,93780
14,55,2435475
15,4,1978950
15,5,447216
15,55,1217886
15,91,85853
15,92,171706
16,4,447216
16,5,1750644
16,44,23268
16,55,1263912
16,91,171706
16,92,343412
17,5,1374072
17,6,1221108
17,43,94972
17,44,236480
17,54,154799
17,55,2308339
18,7,1944225
18,43,48107
18,44,94972
18,54,309598
18,55,619196
18,104,29102
18,105,58204
19,41,48096
19,55,1379295
19,91,508824
19,92,254412
19,104,58204
19,105,116408
20,8,1601532
20,35,20142
20,55,306838
20,56,613676
20,92,1325790
21,35,40284
21,55,153419
21,56,306838
21,90,640143
21,111,82116
21,112,41058
22,8,45819
22,9,182196
22,11,93040
22,12,46520
22,53,137616
22,54,275232
22,57,53091
22,58,106182
22,89,650826
23,9,45279
23,10,134172
23,11,46520
23,12,133303
23,13,64668
23,14,32334
23,16,145902
23,17,72951
23,52,406938
23,53,275232
23,54,550464
23,126,15500
23,127,7750
24,13,129336
24,14,64668
24,52,813876
24,58,23210
24,59,46420
24,84,478722
24,85,477690
24,86,516354
24,87,132171
24,126,31000
24,127,15500
25,50,280320
25,51,140160
25,58,11605
25,59,23210
25,84,308855
26,48,142806
26,49,285612
27,47,358371
28,45,230334
28,46,115167
28,59,147393
29,23,320514
29,24,160257
29,59,16076
29,60,32152
30,26,476523
30,27,105816
30,28,211632
30,29,475560
30,30,469413
30,32,311934
30,44,254691
30,59,32152
30,60,64304
31,27,52908
31,28,105816
31,32,155967
31,34,523979
31,35,461214
31,42,245304
31,60,148833
32,35,306084
32,36,446859
32,40,160590
32,60,80076
32,61,40038
33,36,147576
33,37,295152
33,38,135941
33,40,80295
33,61,86994
34,36,309756
34,37,521515
34,38,208805
34,61,43497
34,100,108024
35,35,104904
35,36,939103
35,100,54012
36,35,52452
36,36,104904
36,61,91758
36,62,45879
36,96,27372
36,97,13686
36,119,14448
36,120,28896
37,62,75633
37,96,54744
37,97,27372
37,102,76698
37,103,38349
37,119,20763
37,120,41526
38,62,151266
39,105,51303
39,120,105633
40,63,216009
40,105,102606
41,119,96442
41,120,48221
42,118,36423
42,119,72846
44,64,94608
44,111,137394
44,112,68697
44,115,112524
45,64,31536
45,115,225048
45,122,24725
45,123,49450
46,122,49450
46,123,98900
