x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
54,78,216,9.5,29
54,79,18,8.5,25
55,78,242,1.6,20
56,75,623,1.9,39
56,76,0,4.9,26
56,77,1200,2.8,24
56,78,3188,4.1,18
57,77,363,14.8,22
57,78,290,2.4,14
57,79,846,4.3,11
58,77,130,13.4,16
58,78,1858,6.3,10
58,79,1139,4.8,7
59,78,300,9.9,12
59,79,317,9.6,11
63,92,299,6.2,40
63,93,338,6.5,42
63,94,222,5.7,29
63,95,2479,3.6,24
63,96,16442,4.4,23
63,97,1353,18.3,38
63,98,1272,13.3,49
63,99,2190,7.2,60
63,100,41,8.3,68
64,92,960,4.3,34
64,93,266,6.6,34
64,94,158,3.9,24
64,95,1666,3.7,18
64,96,11021,3.2,15
64,97,72,17,36
64,99,164,16.7,75
64,100,1017,9,81
65,93,907,5.2,25
65,94,501,5.7,24
65,95,297,3.4,14
65,96,118,4.4,10
65,99,150,19.4,67
65,100,24,25.2,79
66,93,41,12.6,25
66,94,2431,4,15
66,95,11117,2.5,9
66,96,16711,3,7
66,97,0,41.2,48
66,98,0,29.2,52
66,99,500,12.2,50
67,96,1533,4.6,12
67,97,1844,4.4,17
67,98,4064,4.6,26
67,99,1460,7.2,36
71,79,141,5.1,64
71,80,2797,5.7,66
71,81,1584,9.1,60
71,82,249,6.4,67
72,79,666,10.9,49
72,80,449,6.9,43
72,81,496,14,57
72,82,234,20,63
73,78,1662,5,38
73,79,160,14.1,33
73,80,64,19.7,34
73,81,358,13.4,48
73,82,1241,8.1,48
74,79,65,17.6,19
74,80,267,11.3,12
74,81,2618,7.1,32
75,79,7974,3.8,8
81,77,3561,7.6,13
81,78,991,7.5,16
81,79,10309,3,17
81,80,8281,4.4,22
81,81,971,12.5,29
81,82,715,10.7,38
81,83,1401,7.2,30
82,75,19006,3.5,7
82,76,19036,3.8,6
82,77,25442,4.4,10
82,78,3552,6,16
82,79,6042,4.6,18
82,80,2190,3.1,20
82,81,1610,3.7,20
82,82,1390,4.8,20
82,83,6231,3.1,23
83,74,25592,2.9,14
83,75,14612,4.2,11
83,76,15699,3.6,13
83,77,217,7.3,24
83,78,102,19.3,27
83,82,5426,4,13
83,83,1266,5,17
84,74,10444,5.2,14
84,75,8264,2.8,14
84,76,6527,4.4,21
84,77,946,4.9,29
84,81,659,8.5,15
84,82,19197,3.7,8
85,74,5833,3.4,17
85,75,26114,3.2,17
85,76,7838,5.1,27
85,77,0,17.6,42
85,81,222,8.9,16
85,82,11240,3.5,7
86,74,3390,3,18
86,75,161,6.7,23
86,76,2051,6.8,28
86,79,0,7.2,41
86,81,3845,4.8,17
86,82,4211,4.1,12
87,75,2114,9.4,22
87,76,2397,4,30
87,77,378,9.4,35
87,80,143,9.1,22
87,81,34433,2.7,10
87,82,29214,2.5,7
88,75,809,6.7,26
88,76,1465,5.8,25
88,77,2135,6.8,27
88,78,71,9.1,33
88,80,608,5.2,19
88,81,34447,2.8,11
88,82,10177,3.1,8
89,76,158,5.5,20
89,77,725,6.9,23
89,78,1623,7,26
89,79,13034,2.9,20
89,80,122,6.4,23
89,81,1656,4.7,15
89,82,21133,3.9,11
90,78,4509,4.1,16
90,79,14523,3.6,15
90,80,2971,5,16
90,82,20708,2.8,9
90,83,2169,4.5,10
91,79,2987,2.9,12
91,80,16675,3.6,11
91,81,6051,4.3,14
91,82,15966,2.6,7
91,83,10408,3.2,12
92,80,23492,3.9,8
92,81,82866,1.8,6
92,82,51073,2.9,9
92,83,18211,4.3,18
92,84,1123,3.6,25
93,80,83,4.9,7
93,81,169069,2.2,5
93,82,5818,4.9,12
93,83,554,9,32
93,84,587,3.2,28
94,81,8489,3.4,6
94,82,287,16.8,26
94,83,229,13.9,37
95,81,2913,4.6,13
95,82,475,8.1,21
95,83,494,8.4,36
96,81,0,1.9,20
96,82,158,25.7,39
96,83,0,41.5,52
98,66,46,18.5,62
99,63,478,8,14
99,64,1771,5.6,15
99,65,391,5.7,17
99,66,414,8.6,52
99,67,813,5.4,52
99,68,5902,3.6,45
100,62,7377,3.3,10
100,63,7146,7,14
100,65,1986,5.3,23
100,66,438,4.6,37
100,68,351,4.8,50
101,61,43,3.7,3
101,62,6625,5.8,8
101,63,491,10.3,14
101,64,812,9.8,22
101,65,281,16.7,34
101,67,103,26.7,70
101,68,57,13.3,62
101,69,196,3.5,34
101,70,728,4.8,29
102,61,619,3.5,7
102,62,34087,3.2,7
102,63,339,7.2,14
102,64,253,25.4,42
102,65,53,13.6,54
102,66,121,16.6,55
102,67,189,16.7,58
102,68,1215,9.8,51
102,69,1072,5,35
102,70,8186,2.5,25
102,71,3674,3.3,28
103,62,2270,3.8,5
103,63,85,23.3,28
103,64,557,13,32
103,65,1850,6.5,44
103,66,533,11.8,40
103,67,1929,8.1,34
103,68,1063,6,39
103,69,2374,5.5,33
103,70,25884,3.2,23
103,71,325,4.4,24
104,62,3602,2.8,12
104,63,1409,3.4,16
104,64,308,4.2,33
104,65,853,10,30
104,66,1442,6.1,22
104,67,7974,5.8,16
104,68,11321,6.2,26
104,69,12206,3.9,23
104,70,1658,6.3,17
105,62,10010,4.2,13
105,63,68603,2.4,15
105,64,12115,4.9,18
105,65,567,9.1,22
105,66,9358,4,18
105,67,15376,3.7,9
105,68,13497,5.2,18
105,69,31496,2.7,15
105,70,3708,2.6,11
106,62,1547,2.5,15
106,63,13858,4.4,15
106,64,27566,3.4,12
106,65,7266,5.4,12
106,66,34184,3.5,11
106,67,17221,3.4,6
106,68,93302,2.3,9
106,69,6810,3.3,9
107,64,1605,2.6,8
107,65,19694,2.9,6
107,66,39663,2,4
107,67,18982,2.2,6
107,68,150311,1.7,4
107,69,85700,2.3,5
124,61,0,35.2,101
126,61,0,38.9,104
127,60,9943,6.8,69
127,61,0,41.7,107
