x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,55,40,1,7,2,5,4,0,5,7,5,3,1,839181.5,19,2
88,56,10,0.1,0.5,0,1.4,2.3,0.2,1.7,1.9,1.1,0.5,0.3,264427.5,4.2,0
88,47,18,0,3.5,0.9,0.9,5.3,0.4,2.6,2.6,0.4,0.9,0.5,407637.8,6.1,0.4
88,19,3,0.2,0.1,0.1,0.8,0.4,0.2,0.3,0.6,0.2,0.1,0,74156.3,1.2,0
88,124,6,0,0.7,0.3,0.1,1.7,0,0.9,1.4,0.2,0.2,0.5,130700,2.6,0.1
88,125,29,1,3,3,4,6,0,3,4,3,1,1,483487,14,3
88,126,32,0,3,2,2,10,1,2,3,1,6,2,550721.9,15,3
88,127,59,2,4,3,9,11,0,11,8,4,5,2,1439017,31,2
88,50,25,0.5,3.1,1.5,2.5,4.1,0.3,4.3,5.1,0.8,1.5,1.3,622346.2,10.2,1.3
88,51,68,1,8,6,10,14,0,7,6,6,9,1,1242598.5,31,7
88,84,2,0,0.3,0.1,0.1,0.6,0.1,0.3,0.3,0.1,0.1,0,43228.2,0.9,0.2
88,52,41.5,0,4.5,4,5,9,1,4,7,3,4,0,954262.9,26,7
88,63,8,0,0.8,0.4,0.8,1.3,0,1.9,1.5,0.5,0.5,0.3,186069.4,3.5,0.3
88,20,14,1.5,0.8,1.2,1.5,2.3,0,2.7,1.6,0.8,1.6,0,315546.3,6.6,1.2
88,53,19,0.4,2.3,1.1,1.9,3.1,0.2,3.3,3.9,0.6,1.2,1,472983.1,7.8,1
88,64,19,0,1.8,1,1.9,3.2,0.1,4.4,3.6,1.3,1.1,0.6,441914.8,8.4,0.7
88,65,6,0.6,0.3,0.1,1.8,1.2,0.2,0.6,0.6,0.4,0.2,0,147819.8,3,0.4
88,54,19,0.4,2.3,1.1,1.9,3.1,0.2,3.3,3.9,0.6,1.2,1,472983.1,7.8,1
88,21,6,0.7,0.3,0.5,0.7,1,0,1.1,0.7,0.3,0.7,0,135234.1,2.8,0.5
89,55,5,0.1,0.6,0.3,0.5,0.8,0,0.9,1,0.2,0.3,0.3,124469.2,2,0.3
89,66,2,0.1,0,0,0.4,0.3,0.1,0.2,0.4,0.2,0.3,0,41133.3,1.1,0.1
89,46,25,1.1,3.1,1.1,3.3,5.5,0.4,3.7,2.8,2.2,1.1,0.7,546234.5,9.2,0.4
89,47,9,0.4,1.1,0.4,1.2,2,0.2,1.3,1,0.8,0.4,0.2,196644.4,3.3,0.2
89,48,21,0.9,2.6,0.9,2.8,4.6,0.4,3.1,2.4,1.8,0.9,0.6,458837,7.7,0.4
89,49,65,3,4,8,9,18,3,10,5,4,0,1,1119305.5,31,5
