x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,19,3,0,0.3,0.4,0.3,0.9,0,0.4,0.3,0.2,0.1,0.1,77781.8,1.1,0.3
88,20,21,0.3,2.5,2.8,2.5,6.2,0,2.5,1.8,1.2,0.6,0.6,544472.4,8,1.9
89,79,2,0.1,0.3,0.1,0.3,0.4,0.1,0.2,0.2,0.2,0.1,0,44963.6,0.7,0.1
89,83,2,0,0,0,0.2,0.3,0.1,0.4,0.6,0.1,0.2,0.1,38610.7,1,0.3
89,87,1,0,0,0,0.1,0.2,0,0.2,0.3,0,0.1,0.1,19305.4,0.5,0.1
110,110,2,0.1,0.1,0,0.2,0.4,0,0.4,0.5,0.1,0.1,0.1,49036.3,0.9,0.1
110,111,11,0.4,0.5,0,1.1,2.4,0,2.4,2.4,0.4,0.7,0.7,269699.8,4.9,0.3
110,20,6,0,0.2,0.3,0.6,2,0.1,0.9,0.7,0.2,1,0,154507.3,3.2,0
110,21,6,0,0.2,0.3,0.6,2,0.1,0.9,0.7,0.2,1,0,154507.3,3.2,0
111,20,6,0,0.2,0.3,0.6,2,0.1,0.9,0.7,0.2,1,0,154507.3,3.2,0
111,21,6,0,0.2,0.3,0.6,2,0.1,0.9,0.7,0.2,1,0,154507.3,3.2,0
112,12,2,0.1,0.1,0.1,0.4,0.4,0.1,0.4,0.3,0,0,0.1,53627.5,0.9,0
112,13,18,1.2,1.2,0.8,3.9,3.1,0.8,3.5,2.7,0,0.4,0.4,482647.6,7.8,0
112,14,10,0.7,0.7,0.4,2.2,1.7,0.4,2,1.5,0,0.2,0.2,268137.5,4.3,0
112,54,1,0.1,0,0.1,0.2,0.2,0,0.1,0.2,0.1,0,0,19583.2,0.4,0.1
113,55,5,0.6,0.2,0.5,0.8,0.8,0.2,0.3,1,0.3,0.2,0.1,97916,2,0.3
113,112,2,0.1,0.1,0,0.2,0.4,0,0.4,0.5,0.1,0.1,0.1,49036.3,0.9,0.1
113,13,6,0.4,0.4,0.3,1.3,1,0.3,1.2,0.9,0,0.1,0.1,160882.5,2.6,0
113,113,2,0.1,0.1,0,0.2,0.4,0,0.4,0.5,0.1,0.1,0.1,49036.3,0.9,0.1
113,14,6,0.4,0.4,0.3,1.3,1,0.3,1.2,0.9,0,0.1,0.1,160882.5,2.6,0
113,80,4,0.2,0.2,0,0.9,0.7,0.3,0.6,0.5,0.3,0.1,0.2,86550,1.6,0.3
113,71,20,0.7,2.9,1,1.9,4.3,0.5,2.7,3.6,0.5,1.4,0.5,460209.3,7.5,0.2
113,72,3,0.1,0.4,0.1,0.3,0.7,0.1,0.4,0.5,0.1,0.2,0.1,69031.4,1.1,0
113,52,12,1.4,0.5,1.2,1.9,1.9,0.4,0.7,2.6,0.7,0.5,0.2,234998.4,4.7,0.7
113,53,22,2.6,0.9,2.2,3.4,3.4,0.9,1.3,4.7,1.3,0.9,0.4,430830.5,8.6,1.3
113,54,11,1.3,0.4,1.1,1.7,1.7,0.4,0.7,2.4,0.7,0.4,0.2,215415.2,4.3,0.6
114,110,14,0.8,0.8,0.8,2.9,2.9,0.8,0.6,1.4,1.8,1,0.2,284398.4,5.5,0.4
114,111,16,0.9,0.9,0.9,3.4,3.4,0.9,0.7,1.6,2,1.1,0.2,325026.8,6.3,0.5
114,112,18,1,1,1,3.8,3.8,1,0.8,1.8,2.3,1.3,0.2,365655.1,7.1,0.5
114,79,2,0.1,0.3,0.1,0.3,0.6,0.1,0.2,0.1,0.1,0.1,0,45758.5,0.7,0
114,113,18,0.6,2.2,1.1,2.5,4.6,0.3,2.2,2.2,1.4,0.6,0.3,355906,6.9,0.8
114,114,16,0.6,1.9,1,2.2,4,0.3,1.9,1.9,1.3,0.6,0.3,316360.9,6.1,0.7
114,70,5,0.3,0.3,0,1.1,0.9,0.3,0.8,0.7,0.3,0.1,0.2,108187.5,2,0.3
114,71,2,0.1,0.1,0,0.4,0.4,0.1,0.3,0.3,0.1,0.1,0.1,43275,0.8,0.1
114,72,7,0.4,0.4,0,1.5,1.2,0.5,1.1,0.9,0.5,0.2,0.3,151462.5,2.8,0.5
114,52,7,0.4,0.5,0.2,1.2,0.8,0.4,1.5,0.8,0.6,0.6,0,150983.8,3.7,1
114,53,18.5,1.1,1.3,0.5,3.2,2.1,1.1,3.8,2.2,1.6,1.6,0,399028.6,9.7,2.7
115,24,7,0.1,1.3,0.8,0.5,2.1,0.1,0.8,0.8,0.2,0.3,0,165804,2.9,0.3
115,14,4,0.2,0.2,0.2,0.9,0.7,0.2,0.8,0.6,0,0.1,0.1,107255,1.7,0
115,26,9,0.2,1.6,1,0.6,2.7,0.2,1,1,0.3,0.4,0,213176.5,3.7,0.4
115,27,2,0,0.4,0.2,0.1,0.6,0.1,0.2,0.2,0.1,0.1,0,47372.6,0.8,0.1
115,110,7,0.4,0.4,0.4,1.4,1.5,0.4,0.3,0.7,0.9,0.5,0.1,142199.2,2.8,0.2
115,100,1,0,0.2,0.1,0.2,0.2,0,0.1,0.1,0.1,0,0,17299.4,0.4,0.1
115,111,16,0.9,0.9,0.9,3.4,3.4,0.9,0.7,1.6,2,1.1,0.2,325026.8,6.3,0.5
115,112,18.5,0,2.5,1,0,5,0,2,4,0,4,0,268236.6,11,3
115,113,27,1,0,0,2,4,0,8,7,1,4,0,506137,18,5
115,114,5,0.2,0.6,0.3,0.7,1.2,0.1,0.6,0.6,0.4,0.2,0.1,98862.8,1.9,0.2
115,70,13,0.7,0.7,0,2.8,2.3,0.9,2.1,1.8,0.9,0.3,0.5,281287.5,5.3,0.9
115,71,13,0.7,0.7,0,2.8,2.3,0.9,2.1,1.8,0.9,0.3,0.5,281287.5,5.3,0.9
115,72,1,0,0.1,0,0.2,0.2,0.1,0.2,0.1,0.1,0,0,21637.5,0.4,0.1
115,53,5,0.3,0.4,0.1,0.9,0.6,0.3,1,0.6,0.4,0.4,0,107845.6,2.6,0.7
115,54,4,0.2,0.3,0.1,0.7,0.5,0.2,0.8,0.5,0.3,0.4,0,86276.4,2.1,0.6
116,99,3,0.1,0.5,0.3,0.5,0.7,0.1,0.3,0.2,0.3,0,0,51898.3,1.2,0.2
116,23,4,0.1,0.7,0.4,0.3,1.2,0.1,0.4,0.5,0.1,0.2,0,94745.1,1.6,0.2
116,25,21,0,0,1,0,2,0,6,6,0,6,0,546483.2,13,0
116,26,38,1,4,3,4,11,1,1,7,3,3,0,906401.3,18,2
116,27,13,0.2,2.4,1.5,0.9,3.8,0.2,1.5,1.5,0.4,0.6,0,307921.7,5.3,0.6
116,113,15,0.5,1.8,0.9,2.1,3.8,0.3,1.8,1.8,1.2,0.5,0.3,296588.3,5.7,0.7
116,114,34,1.2,4.1,2.1,4.7,8.6,0.6,4.1,4.1,2.7,1.2,0.6,672266.8,13,1.5
116,115,17,0.6,2.1,1,2.3,4.3,0.3,2.1,2.1,1.3,0.6,0.3,336133.4,6.5,0.7
116,116,8,0.3,1,0.5,1.1,2,0.1,1,1,0.6,0.3,0.1,158180.4,3.1,0.3
116,70,9,0.5,0.5,0,1.9,1.6,0.6,1.5,1.2,0.6,0.2,0.4,194737.5,3.6,0.6
116,71,9,0.5,0.5,0,1.9,1.6,0.6,1.5,1.2,0.6,0.2,0.4,194737.5,3.6,0.6
116,95,2,0,0.2,0.1,0.3,0.3,0.1,0.4,0.2,0.2,0.2,0,45363.3,0.8,0.1
116,98,12,0.5,1.9,1.3,2.1,2.6,0.5,1.3,0.5,1.3,0,0,207593.2,4.6,0.8
117,99,2,0.1,0.3,0.2,0.4,0.4,0.1,0.2,0.1,0.2,0,0,34598.9,0.8,0.1
117,26,15,0.3,2.7,1.7,1,4.4,0.3,1.7,1.7,0.5,0.7,0,355294.2,6.1,0.7
117,27,5,0.1,0.9,0.6,0.3,1.5,0.1,0.6,0.6,0.1,0.2,0,118431.4,2,0.2
117,115,2,0.1,0.2,0.1,0.3,0.5,0,0.2,0.3,0.2,0.1,0,39545.1,0.8,0.1
117,71,10,0.5,0.5,0,2.2,1.8,0.7,1.6,1.3,0.7,0.3,0.4,216375,4.1,0.7
117,95,14,0,1.5,0.9,1.9,2.2,0.6,2.6,1.7,1.1,1.3,0.2,317542.9,5.4,0.6
117,96,13,0,1.4,0.8,1.8,2,0.6,2.4,1.6,1,1.2,0.2,294861.3,5,0.6
117,97,10,0,1.1,0.6,1.4,1.5,0.5,1.8,1.2,0.8,0.9,0.2,226816.4,3.8,0.5
117,98,19.5,0.8,3.2,2.1,3.4,4.2,0.8,2.1,0.8,2.1,0,0,337339,7.5,1.3
90,67,3,0.1,0.4,0.2,0.5,0.7,0,0.3,0.1,0.3,0.2,0.2,65210.3,1,0.1
90,78,18,0.8,2.6,0.6,2.9,3.8,0.6,1.8,1.7,1.7,1.2,0.3,404672.1,6.3,0.7
90,79,83,10,10,3,27,10,4,2,6,10,0,1,1446164,26,2
90,82,5,0.2,0.7,0.2,0.8,1,0.2,0.5,0.5,0.5,0.3,0.1,112408.9,1.8,0.2
91,55,1,0,0.1,0.1,0.1,0.2,0,0.2,0.2,0,0.1,0,23044.3,0.4,0.1
91,78,14,0.6,2,0.5,2.2,3,0.5,1.4,1.3,1.3,0.9,0.3,314745,4.9,0.5
91,79,111,2,23,8,26,21,7,6,4,11,2,1,1804298.5,36,7
91,80,14,0.6,2,0.5,2.2,3,0.5,1.4,1.3,1.3,0.9,0.3,314745,4.9,0.5
91,82,22,0,2,0,1,6,0,3,4,2,4,0,493253.2,12,1
91,50,6,0.3,0.9,0.5,1.2,1.1,0.4,0.1,0.5,0.7,0.3,0,131996.2,1.9,0.3
91,51,13,0.6,2,1.1,2.6,2.3,0.9,0.3,1.2,1.4,0.6,0,285991.7,4,0.6
91,74,5,0,0.1,0.1,0.4,0.7,0.2,1.1,1.5,0.2,0.5,0.2,96526.8,2.4,0.7
91,54,11,0.2,1.3,0.5,1.3,2.4,0.2,2.2,2,0.4,0.5,0,253487.7,4.4,0.7
118,26,4,0.1,0.7,0.4,0.3,1.2,0.1,0.4,0.5,0.1,0.2,0,94745.1,1.6,0.2
118,82,6,0.3,0.9,0.4,1,1.6,0.2,0.5,0.4,0.3,0.3,0.1,137275.4,2.2,0
118,94,5,0,0.5,0.3,0.7,0.8,0.2,0.9,0.6,0.4,0.5,0.1,113408.2,1.9,0.2
118,95,13,0,1.4,0.8,1.8,2,0.6,2.4,1.6,1,1.2,0.2,294861.3,5,0.6
118,96,8,0,0.9,0.5,1.1,1.2,0.4,1.5,1,0.6,0.7,0.1,181453.1,3.1,0.4
118,97,32,3,2,1,8,3,1,4,7,2,1,0,673525.5,12,2
