x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,95,2,0,8,1,3,30,27,10,27,5,0,10,10,16,1,2,2,8,14,0,176
0,96,2,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,1,0,0,10
1,93,0,0,2,0,0,21,19,6,28,0,0,12,6,11,1,4,0,6,10,0,126
1,94,0,0,0,0,0,2,0,3,3,0,0,3,1,2,0,0,0,0,2,0,16
1,95,0,0,2,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,8
2,92,1,0,2,0,0,0,4,1,5,1,1,2,4,1,0,0,0,3,1,0,26
2,93,1,0,0,1,0,8,5,0,7,0,0,3,2,5,0,0,0,1,3,0,36
3,92,1,0,1,0,2,2,5,2,2,3,0,0,2,2,0,0,0,4,4,0,30
3,93,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,5
4,91,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4
4,92,3,0,1,0,0,0,1,1,3,1,0,0,0,1,0,0,0,1,1,0,13
4,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,91,1,0,5,0,0,0,4,0,7,0,0,1,6,0,1,2,0,5,5,0,37
5,92,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,6
6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,91,0,0,0,0,1,0,6,1,0,1,0,1,0,0,0,0,0,0,0,0,10
6,92,0,0,1,0,0,3,5,2,0,0,0,0,2,0,0,0,0,0,0,0,13
7,89,0,0,1,0,0,1,0,0,3,0,0,0,1,1,0,2,0,0,0,0,9
7,90,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6
7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,92,0,0,1,0,0,0,3,2,0,0,0,0,1,1,0,0,0,1,1,0,10
9,88,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
9,89,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4
