x,y,clc
0,0,2
0,1,2
0,2,20
0,3,20
0,4,12
0,5,12
0,6,23
0,7,23
0,8,23
0,9,23
0,10,20
0,11,20
0,12,23
0,13,23
0,14,18
0,15,18
0,16,24
0,17,23
0,18,23
0,19,24
0,20,12
0,21,23
0,22,23
0,23,23
0,24,23
0,25,23
0,26,23
0,27,20
0,28,23
0,29,23
0,30,23
0,31,23
0,32,2
0,33,12
0,34,12
0,35,12
0,36,18
0,37,20
0,38,18
0,39,18
0,40,18
0,41,12
0,42,12
0,43,23
0,44,23
0,45,23
0,46,23
0,47,23
0,48,23
0,49,23
0,50,12
0,51,12
0,52,23
0,53,23
0,54,20
0,55,20
0,56,25
0,57,25
0,58,23
0,59,23
0,60,23
0,61,23
0,62,23
0,63,20
0,64,20
0,65,23
0,66,23
0,67,23
0,68,23
0,69,23
0,70,23
0,71,23
0,72,21
0,73,21
0,74,23
0,75,23
0,76,27
0,77,27
0,78,23
0,79,23
0,80,20
0,81,20
0,82,2
0,83,2
0,84,2
0,85,1
0,86,2
0,87,2
0,88,2
0,89,18
0,90,20
0,91,23
0,92,12
0,93,12
0,94,12
0,95,18
0,96,12
0,97,12
0,98,18
0,99,18
0,100,18
0,101,18
0,102,23
0,103,23
0,104,23
0,105,29
0,106,23
0,107,23
0,108,23
0,109,29
0,110,23
0,111,23
0,112,23
0,113,18
0,114,18
0,115,12
0,116,12
0,117,12
0,118,18
0,119,12
0,120,18
0,121,18
0,122,23
0,123,12
0,124,18
0,125,18
0,126,12
0,127,12
1,0,2
1,1,20
1,2,20
1,3,20
1,4,20
1,5,12
1,6,23
1,7,23
1,8,23
1,9,23
1,10,20
1,11,25
1,12,23
1,13,23
1,14,23
1,15,18
1,16,23
1,17,23
1,18,23
1,19,24
1,20,12
1,21,12
1,22,23
1,23,23
1,24,20
1,25,20
1,26,20
1,27,20
1,28,18
1,29,23
1,30,12
1,31,23
1,32,2
1,33,20
1,34,12
1,35,12
1,36,20
1,37,20
1,38,18
1,39,18
1,40,18
1,41,18
1,42,23
1,43,23
1,44,23
1,45,23
1,46,23
1,47,23
1,48,23
1,49,23
1,50,23
1,51,23
1,52,23
1,53,23
1,54,23
1,55,20
1,56,25
1,57,18
1,58,23
1,59,23
1,60,18
1,61,18
1,62,23
1,63,20
1,64,20
1,65,25
1,66,20
1,67,21
1,68,23
1,69,23
1,70,23
1,71,23
1,72,21
1,73,21
1,74,21
1,75,23
1,76,23
1,77,27
1,78,23
1,79,23
1,80,23
1,81,2
1,82,2
1,83,3
1,84,11
1,85,11
1,86,2
1,87,2
1,88,3
1,89,3
1,90,20
1,91,20
1,92,23
1,93,23
1,94,18
1,95,18
1,96,18
1,97,18
1,98,18
1,99,18
1,100,12
1,101,12
1,102,25
1,103,25
1,104,23
1,105,23
1,106,23
1,107,23
1,108,23
1,109,29
1,110,23
1,111,23
1,112,23
1,113,23
1,114,18
1,115,12
1,116,16
1,117,18
1,118,12
1,119,12
1,120,18
1,121,23
1,122,23
1,123,23
1,124,12
1,125,12
1,126,12
1,127,12
2,0,24
2,1,20
2,2,12
2,3,12
2,4,20
2,5,12
2,6,23
2,7,23
2,8,23
2,9,23
2,10,20
2,11,20
2,12,23
2,13,23
2,14,23
2,15,18
2,16,23
2,17,23
2,18,23
2,19,24
2,20,12
2,21,12
2,22,23
2,23,23
2,24,23
2,25,20
2,26,20
2,27,20
2,28,23
2,29,25
2,30,12
2,31,23
2,32,23
2,33,20
2,34,12
2,35,20
2,36,12
2,37,20
2,38,20
2,39,18
2,40,12
2,41,12
2,42,23
2,43,23
2,44,23
2,45,23
2,46,23
2,47,23
2,48,23
2,49,23
2,50,23
2,51,23
2,52,23
2,53,23
2,54,23
2,55,23
2,56,23
2,57,18
2,58,25
2,59,25
2,60,25
2,61,25
2,62,18
2,63,20
2,64,25
2,65,25
2,66,21
2,67,21
2,68,21
2,69,21
2,70,25
2,71,23
2,72,21
2,73,21
2,74,21
2,75,21
2,76,23
2,77,23
2,78,23
2,79,20
2,80,23
2,81,21
2,82,21
2,83,3
2,84,18
2,85,11
2,86,18
2,87,2
2,88,2
2,89,3
2,90,18
2,91,20
2,92,23
2,93,20
2,94,18
2,95,18
2,96,20
2,97,20
2,98,2
2,99,18
2,100,18
2,101,12
2,102,12
2,103,25
2,104,23
2,105,23
2,106,23
2,107,23
2,108,23
2,109,23
2,110,23
2,111,23
2,112,23
2,113,23
2,114,23
2,115,12
2,116,16
2,117,16
2,118,16
2,119,16
2,120,18
2,121,18
2,122,23
2,123,23
2,124,12
2,125,12
2,126,12
2,127,12
3,0,24
3,1,21
3,2,12
3,3,12
3,4,20
3,5,20
3,6,20
3,7,23
3,8,23
3,9,23
3,10,23
3,11,20
3,12,23
3,13,23
3,14,23
3,15,18
3,16,23
3,17,23
3,18,23
3,19,23
3,20,12
3,21,12
3,22,12
3,23,23
3,24,23
3,25,23
3,26,23
3,27,20
3,28,12
3,29,25
3,30,12
3,31,12
3,32,18
3,33,12
3,34,12
3,35,12
3,36,12
3,37,20
3,38,20
3,39,12
3,40,12
3,41,12
3,42,12
3,43,23
3,44,23
3,45,23
3,46,23
3,47,23
3,48,23
3,49,23
3,50,20
3,51,20
3,52,23
3,53,23
3,54,23
3,55,23
3,56,23
3,57,23
3,58,25
3,59,25
3,60,25
3,61,2
3,62,18
3,63,18
3,64,20
3,65,20
3,66,20
3,67,23
3,68,21
3,69,21
3,70,21
3,71,23
3,72,21
3,73,21
3,74,21
3,75,20
3,76,21
3,77,23
3,78,23
3,79,20
3,80,23
3,81,21
3,82,23
3,83,23
3,84,18
3,85,18
3,86,18
3,87,18
3,88,2
3,89,2
3,90,18
3,91,18
3,92,20
3,93,18
3,94,18
3,95,18
3,96,20
3,97,20
3,98,20
3,99,20
3,100,18
3,101,18
3,102,12
3,103,23
3,104,23
3,105,23
3,106,23
3,107,23
3,108,23
3,109,23
3,110,23
3,111,23
3,112,23
3,113,23
3,114,23
3,115,23
3,116,18
3,117,16
3,118,16
3,119,21
3,120,23
3,121,18
3,122,23
3,123,23
3,124,23
3,125,20
3,126,12
3,127,12
4,0,21
4,1,12
4,2,12
4,3,12
4,4,20
4,5,2
4,6,23
4,7,23
4,8,23
4,9,23
4,10,23
4,11,23
4,12,23
4,13,20
4,14,23
4,15,23
4,16,23
4,17,23
4,18,23
4,19,2
4,20,12
4,21,12
4,22,12
4,23,12
4,24,20
4,25,23
4,26,23
4,27,23
4,28,23
4,29,12
4,30,12
4,31,12
4,32,18
4,33,23
4,34,25
4,35,25
4,36,12
4,37,12
4,38,12
4,39,12
4,40,18
4,41,18
4,42,20
4,43,12
4,44,12
4,45,12
4,46,23
4,47,23
4,48,23
4,49,18
4,50,18
4,51,23
4,52,23
4,53,23
4,54,23
4,55,23
4,56,23
4,57,23
4,58,23
4,59,20
4,60,25
4,61,25
4,62,20
4,63,20
4,64,20
4,65,23
4,66,20
4,67,20
4,68,21
4,69,23
4,70,23
4,71,23
4,72,23
4,73,20
4,74,20
4,75,21
4,76,21
4,77,23
4,78,23
4,79,23
4,80,18
4,81,2
4,82,2
4,83,21
4,84,2
4,85,2
4,86,21
4,87,25
4,88,25
4,89,2
4,90,20
4,91,21
4,92,20
4,93,21
4,94,23
4,95,20
4,96,23
4,97,18
4,98,18
4,99,20
4,100,18
4,101,18
4,102,12
4,103,12
4,104,24
4,105,23
4,106,23
4,107,23
4,108,23
4,109,23
4,110,23
4,111,20
4,112,23
4,113,20
4,114,23
4,115,12
4,116,12
4,117,12
4,118,18
4,119,12
4,120,18
4,121,23
4,122,23
4,123,23
4,124,23
4,125,23
4,126,23
4,127,18
5,0,21
5,1,12
5,2,12
5,3,12
5,4,20
5,5,2
5,6,2
5,7,23
5,8,23
5,9,23
5,10,23
5,11,23
5,12,23
5,13,20
5,14,23
5,15,12
5,16,23
5,17,23
5,18,23
5,19,12
5,20,18
5,21,12
5,22,12
5,23,12
5,24,20
5,25,23
5,26,23
5,27,23
5,28,23
5,29,23
5,30,12
5,31,12
5,32,23
5,33,23
5,34,25
5,35,25
5,36,12
5,37,12
5,38,12
5,39,12
5,40,12
5,41,12
