x,y,pp,ra,rp
101,0,177124,6350,3
102,0,177281,6898,3
110,1,186,0,0
111,0,186,0,0
111,2,186,0,0
112,0,186,0,0
112,2,186,0,0
113,0,186,0,0
113,1,186,0,0
113,5,183,67,36
114,4,183,67,36
114,6,183,67,36
115,1,183,67,36
115,4,183,67,36
115,6,183,67,36
115,7,183,67,36
116,1,183,67,36
116,2,183,67,36
116,4,183,67,36
116,5,183,67,36
116,6,183,67,36
117,2,183,67,36
117,4,183,67,36
117,5,183,67,36
117,6,183,67,36
119,2,181250,26778,14
120,1,181424,26837,14
120,2,181325,26633,14
120,4,180781,26209,14
121,0,181611,27000,14
121,1,181504,26936,14
121,3,181065,26769,14
121,4,180740,26626,14
121,5,180497,25261,13
121,6,180454,25501,14
121,7,180205,25496,14
121,8,178376,26185,14
121,14,178488,25403,14
121,17,178317,25386,14
121,18,178198,25343,14
122,0,181646,26986,14
122,1,181566,28698,15
122,2,181409,27177,14
122,3,181096,26916,14
122,5,181454,25440,14
122,6,182025,25257,13
122,9,179324,26959,15
122,14,179073,25218,14
122,17,178517,25413,14
122,18,178399,25154,14
123,1,181590,28943,15
123,2,182902,26978,14
123,3,182601,26004,14
123,5,182243,25289,13
123,6,182621,25214,13
123,9,179819,27095,15
123,14,179184,25255,14
123,15,179118,25482,14
124,1,183137,29494,16
124,2,183506,28694,15
124,3,183239,27958,15
124,9,179885,26946,14
124,13,179511,26143,14
124,14,179352,26209,14
124,15,179265,25282,14
124,16,179078,25477,14
125,0,183763,30306,16
125,1,183740,29341,15
125,2,183718,28728,15
125,9,180043,28716,15
125,10,179956,28621,15
125,12,179757,26603,14
125,13,179634,26937,14
125,14,179460,26059,14
125,15,179278,26823,14
125,17,178992,25268,14
125,21,177082,25109,14
125,22,176083,25085,14
126,0,184018,30537,16
126,1,183925,29635,16
126,9,180320,29776,16
126,10,180031,28714,15
126,12,179789,26951,14
126,13,179640,27911,15
126,14,179514,26608,14
126,15,179378,25935,14
126,17,179092,25480,14
126,20,178266,25231,14
126,21,176876,25578,14
127,0,184208,30608,16
127,1,184102,30532,16
127,9,180626,30492,16
127,10,180030,29422,16
127,13,179643,28688,15
127,14,179554,27015,15
127,15,179414,26655,14
127,16,179338,26884,14
127,17,179121,26178,14
127,18,178870,26324,14
127,20,178206,25249,14
127,21,177335,25339,14
