x,y,pp,ra,rp
0,0,4824114,3599593,74
0,1,4823508,3626945,75
0,2,4823732,3482142,72
0,3,4824145,3695019,76
0,4,4825473,3462904,71
0,9,4834247,3269328,67
0,10,4840586,3178159,65
0,11,4846726,3224054,66
0,12,4844169,3265513,67
0,13,4844181,3167261,65
0,14,4849036,3052360,62
0,15,4858572,2915869,60
0,16,4862110,2834709,58
0,17,4866505,2865485,58
0,19,4863344,2816990,57
0,20,4863444,2835801,58
0,25,4931514,2810811,56
0,26,4954574,2790277,56
0,28,4994865,2722132,54
0,29,5001401,2628450,52
0,30,5007874,2554388,51
0,31,5013675,2482275,49
0,34,5070223,2541720,50
0,35,5089017,2514593,49
0,40,5294142,1604088,30
0,46,5132416,1372244,26
0,52,4946091,1242523,25
0,53,4944358,1185230,23
0,54,4941531,1058946,21
0,55,4944087,951135,19
0,59,4920927,839912,17
0,60,4915127,893589,18
0,65,4793685,820302,17
0,66,4731789,899221,19
0,73,4070810,1292295,31
0,78,3822133,477745,12
0,83,3677735,931157,25
0,84,3662708,864549,23
0,85,3648865,1017005,27
0,87,3645435,234819,6
0,90,3680781,1019062,27
0,93,3666528,888144,24
0,99,3607957,1358248,37
0,100,3620411,1395746,38
0,101,3625644,1295714,35
0,108,3893948,1686993,43
0,109,3957506,1708420,43
0,118,4997013,2586956,51
1,0,4851983,3526835,72
1,1,4848400,3607204,74
1,2,4845655,3467264,71
1,3,4842275,3566484,73
1,4,4842445,3572760,73
1,9,4839864,3062254,63
1,10,4845845,3178218,65
1,11,4852022,3314136,68
1,12,4856305,3166452,65
1,13,4856861,3097895,63
1,14,4857384,2971033,61
1,15,4856464,2874295,59
1,17,4866735,2802921,57
1,18,4873627,2793771,57
1,19,4877616,2875504,58
1,20,4875138,2832642,58
1,27,4979802,2722410,54
1,28,5000668,2720651,54
1,30,5009777,2778132,55
1,31,5016398,2700038,53
1,32,5032623,2690444,53
1,34,5071456,2568824,50
1,35,5094541,2493277,48
1,36,5118070,2423238,47
1,38,5225213,2158057,41
1,39,5287755,1945490,36
1,46,5146818,1444158,28
1,51,4935716,1239646,25
1,52,4933819,1206913,24
1,53,4926551,1131332,22
1,54,4923781,1110408,22
1,57,4908443,826676,16
1,59,4910263,901844,18
1,60,4903996,622741,12
1,62,4854383,772830,15
1,66,4714111,1006126,21
1,67,4595155,1043763,22
1,73,4036948,1263033,31
1,74,3953277,1239407,31
1,83,3643634,910534,24
1,85,3623390,992291,27
1,86,3621571,978814,27
1,87,3622106,257900,7
1,99,3597900,1288674,35
1,100,3599992,1305915,36
1,112,4159542,1090099,26
1,123,5283542,3234484,61
1,126,5318545,2262290,42
1,127,5334314,2421777,45
2,1,4870486,3577203,73
2,2,4865864,3523934,72
2,3,4859206,3558869,73
2,9,4850690,3066622,63
2,10,4852081,3100638,63
2,11,4857876,3366336,69
2,12,4858501,3271644,67
2,13,4889560,3117181,63
2,14,4865066,3113676,64
2,15,4869878,3124616,64
2,18,4874890,2893228,59
2,19,4880029,2880059,59
