x,y,2006,2011,2018
88,88,7,12,24
88,89,0,0,10
88,110,176,274,278
88,111,233,511,519
88,112,725,1029,1064
88,113,1043,1401,1428
88,114,27,12,12
88,115,0,3,3
88,116,41,126,132
88,117,185,230,248
88,90,10,7,0
88,118,1373,1153,1234
88,91,6,6,0
88,92,23,10,5
88,119,35,90,106
88,93,36,42,34
88,94,122,90,92
88,95,163,73,78
88,96,121,0,0
88,97,69,52,59
88,98,362,341,391
88,10,1043,918,923
88,99,297,316,340
88,11,1765,1539,1547
88,12,1254,1375,1413
88,13,1480,1800,1848
88,14,591,527,530
88,15,1144,957,972
88,16,27,0,0
88,17,1,0,0
88,19,76,52,51
88,120,0,66,70
88,121,958,883,921
88,1,608,456,456
88,122,2569,2852,3023
88,123,1105,924,964
88,2,1480,894,894
88,124,313,265,278
88,125,822,749,786
88,4,19,12,12
88,126,13,3,3
88,5,118,148,149
88,127,0,8,121
88,6,0,75,75
88,7,181,318,318
88,8,1682,2064,2087
88,9,2085,1156,1156
88,20,709,773,781
88,21,93,69,68
88,22,525,580,582
88,23,4,0,0
88,25,20,24,24
88,27,0,11,13
88,29,35,45,43
88,33,87,116,112
88,34,1997,1287,1247
88,35,240,147,153
88,36,0,0,5
88,37,370,266,256
88,38,2095,2947,3078
88,39,3224,3251,3153
88,40,2839,3117,3092
88,41,822,758,755
88,42,1026,876,931
88,43,15,72,146
88,44,2276,1963,1858
88,45,140,165,153
88,46,8,3,3
88,47,462,27,27
88,48,33,52,51
88,49,493,432,430
88,50,4,30,2
88,51,32,42,41
88,53,20,0,0
88,54,1,3,3
88,55,1086,1184,1194
88,56,617,901,905
88,57,702,908,892
88,58,58,85,85
88,59,26,188,185
88,60,1229,1159,1113
88,61,858,913,859
88,62,107,75,80
88,63,132,181,183
88,64,377,174,176
88,65,661,601,591
88,66,54,54,58
88,67,32,88,87
88,68,1763,2082,2091
88,69,2152,2172,2182
88,70,101,72,81
88,71,58,106,102
88,72,72,66,60
88,73,510,699,610
88,74,493,557,732
88,75,584,555,532
88,76,628,673,798
88,77,544,382,115
88,78,0,0,3
88,79,35,33,50
88,100,6,3,3
