x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,0,10,4.6,1.3,0.3,0,1,4.6,1,4,472.3,3
0,7,1,0.4,0.2,0,0,0,0.4,0,0.4,47.7,1
0,12,5,2.2,0.9,0.1,0,0.1,2.2,0.2,2,238.5,1
0,13,4,1.7,0.8,0.1,0,0.1,1.7,0.1,1.6,190.8,2
0,16,5,1.9,0.3,0.2,0,0.1,1.9,0.1,1.7,196.6,1
0,17,4,1.5,0.2,0.1,0,0.1,1.5,0.1,1.4,157.3,1
0,19,8,3,0.4,0.3,0,0.1,3,0.1,2.7,314.6,1
0,24,9,4.9,2.1,0,1.2,0,3.7,0.8,3.3,468,2
0,25,13,7.1,3,0,1.7,0,5.4,1.1,4.7,676,2
0,26,21,8.2,1.9,0.7,0.7,0.7,7.5,1.2,7.7,902.1,4
0,40,6,3.7,2,0,0,0.1,3.7,0.8,2.5,335.6,2
0,41,13,8.2,3.9,0,0.5,0.8,7.7,1,6.6,850.1,3
0,42,14,8.9,4.3,0,0.6,0.9,8.3,1.1,7.2,915.4,2
0,43,1,0.6,0.3,0,0,0.1,0.6,0.1,0.5,65.4,1
0,45,5,3.2,1.5,0,0.2,0.3,3,0.4,2.5,327,2
0,46,90,49.9,25.3,1,18.9,3,31,7,32.6,4277.4,2
0,47,353,215,128,5,108,26,107,46,94,18410,0
0,48,136,87,53,1,43,4,44,13,41,7035,0
0,49,96,52.1,20.8,0,0,4,52.1,2.7,42.1,5325.8,2
0,50,8,3.8,1.2,0,0,0.3,3.8,0.2,3.5,437.7,1
0,51,4,1.8,0.5,0.1,0.1,0.1,1.7,0.1,1.3,169.7,1
0,54,5,2.2,0.6,0.1,0.1,0.1,2.1,0.1,1.7,212.1,1
0,55,12,5.3,1.5,0.2,0.3,0.2,5,0.2,4,509,2
0,58,6,3.1,1.1,0.1,0,0,3.1,0.8,2.6,369.8,2
0,62,8,4.7,1.5,0,0,0.9,4.7,0.6,4.4,442.8,1
0,63,1,0.6,0.2,0,0,0.1,0.6,0.1,0.5,55.3,1
0,66,11,5.5,2.3,0.4,0,0,5.5,2,5.1,567.3,2
0,69,6,3,1.2,0.2,0,0,3,1,2.8,309.4,2
0,70,1,0.5,0.2,0,0,0,0.5,0.2,0.5,51.6,1
0,71,4,1.9,0.7,0.1,0.2,0.4,1.7,0.5,1.4,193,1
0,72,4,2,0.6,0,0.2,0.4,1.8,0.4,1.4,193,2
0,73,4,1.9,0.7,0.1,0.2,0.4,1.7,0.5,1.4,193,1
0,80,9,4.3,1.4,0.2,0.2,0.4,4.1,0.9,3.8,405.6,2
0,81,5,2.4,1,0.1,0,0.3,2.4,0.9,2,247.6,1
0,82,1,0.5,0.2,0,0,0.1,0.5,0.2,0.4,49.5,1
0,83,9,4.4,1.8,0.3,0,0.5,4.4,1.5,3.6,445.6,2
0,84,8,3.9,1.6,0.3,0,0.4,3.9,1.3,3.2,396.1,2
0,85,5,2.4,1,0.1,0,0.3,2.4,0.9,2,247.6,1
0,86,9.5,3.5,0.6,0,0,0.6,3.5,0,3.2,376.5,2
0,87,2,0.7,0.1,0,0,0.1,0.7,0,0.7,79.3,1
0,89,1,0.4,0.1,0,0,0.1,0.4,0,0.3,39.6,1
0,93,3,1.1,0.2,0,0,0.2,1.1,0,1,118.9,1
0,100,10,5.2,2.6,0.2,0,0.4,5.2,0.8,4.4,561.2,2
0,124,19,8.2,2.3,0,1.5,0.8,6.7,0.4,7.1,845.4,2
1,6,3,1.3,0.6,0.1,0,0.1,1.3,0.1,1.2,143.1,1
1,21,3,1.5,0.4,0,0.1,0,1.4,0.3,1.2,138,1
1,22,7,3.5,0.9,0,0.3,0,3.2,0.7,2.8,322,2
1,25,2,1,0.3,0,0.1,0,0.9,0.2,0.8,92,1
1,26,14,5.5,1.3,0.5,0.5,0.5,5,0.8,5.1,601.4,2
1,32,17,9.2,4,0,0.9,1.2,8.3,1.5,7.4,907.6,1
1,33,4,1.7,0.4,0.1,0.1,0.2,1.6,0.2,1.5,164.3,1
1,34,5,2.1,0.5,0.1,0.1,0.2,2,0.2,1.9,205.3,1
1,42,1,0.6,0.3,0,0,0.1,0.6,0.1,0.5,65.4,1
1,43,8,4.4,1.7,0.1,0.3,0.5,4.1,0.6,3.5,427.5,2
1,44,34,18.1,9.8,1,8.2,0.3,9.9,3.3,7.7,1332.8,1
1,45,13,6.8,2.6,0.1,0.5,0.8,6.3,0.9,5.5,658.9,3
1,46,191.5,95,41,4,31,8,64,8,58,9052,0
1,47,97.5,66.2,41.2,0.1,21.6,2.6,44.6,10.8,37.5,5863.5,2
1,48,116,63.7,26.7,0,7,1.7,56.7,2.5,57,6721.8,1
1,49,79,34.4,8.8,1.2,3.4,2.2,31,1.7,26.7,3382.2,2
1,50,18,8,3.2,0.3,0.7,0.3,7.3,1.1,6.7,811.6,3
1,51,1,0.5,0.2,0,0.1,0,0.4,0,0.5,49.6,1
1,54,7,3.3,0.8,0,0,0.2,3.3,0.5,2.9,330.6,2
1,60,2,1.1,0.4,0.1,0,0,1.1,0.3,0.9,123.3,1
1,62,3,1.7,0.5,0,0,0.3,1.7,0.2,1.6,166,1
1,79,3,1.5,0.5,0,0.1,0.1,1.4,0.3,1.2,135.2,2
1,80,13,6.2,2,0.3,0.2,0.5,6,1.4,5.3,585.9,2
1,81,5,2.4,1,0.1,0,0.3,2.4,0.9,2,247.6,1
1,83,6,3.2,1.2,0.1,0.1,0.4,3.1,0.7,2.7,299.1,3
1,84,4,2.2,0.8,0.1,0.1,0.2,2.1,0.3,1.9,200.1,1
1,87,4,1.5,0.2,0,0,0.2,1.5,0,1.4,158.5,1
1,89,11,4.1,0.7,0,0,0.7,4.1,0,3.7,435.9,2
1,95,2,0.7,0.1,0,0,0.1,0.7,0,0.7,79.3,1
1,97,5,2.5,1.3,0.1,0,0.2,2.5,0.5,2.2,280.7,2
1,98,3,1.5,0.8,0.1,0,0.1,1.5,0.3,1.3,168.4,1
1,106,1,0.4,0,0,0.1,0.1,0.3,0,0.3,42.8,1
1,111,1,0.4,0.2,0,0,0,0.4,0,0.4,41.3,1
1,112,4,1.8,0.6,0.1,0,0.1,1.8,0.1,1.6,165.1,1
1,113,4,1.8,0.6,0.1,0,0.1,1.8,0.1,1.6,165.1,1
1,115,5,2.3,0.8,0.2,0,0.3,2.3,0.3,2,222.8,3
1,119,2,0.9,0.2,0,0.2,0.1,0.7,0,0.7,89,1
1,126,1,0.5,0.2,0,0,0,0.5,0.2,0.4,67.8,1
1,127,10,5,2.2,0.3,0,0.3,5,1.6,4.1,678.4,1
2,2,6,3.3,1.4,0.1,0,0.5,3.3,0.6,2.6,361.5,2
2,4,5,2.7,1.1,0.1,0,0.4,2.7,0.5,2.1,301.3,2
2,6,3,1.3,0.6,0.1,0,0.1,1.3,0.1,1.2,143.1,1
2,14,12,5.3,2.3,0.3,0,0.3,5.3,0.4,4.9,572.4,3
2,21,5,2.5,0.7,0,0.2,0,2.3,0.5,2,230,1
2,26,4,1.6,0.4,0.1,0.1,0.1,1.5,0.2,1.5,171.8,1
2,27,2,0.8,0.2,0.1,0.1,0.1,0.7,0.1,0.7,85.9,1
2,31,22.5,12.2,5.3,0,1.3,1.7,10.9,2.1,9.7,1201.2,4
2,32,36,18.6,9.2,1,1.7,2,16.9,2.3,16,1948.4,3
2,33,16,7.1,2,0.3,0.5,0.7,6.6,0.8,6.3,681.7,3
2,34,7,3,0.7,0.1,0.2,0.3,2.8,0.3,2.7,287.4,1
2,44,47.5,24.9,8.9,0.6,2,3,22.9,3.5,19.9,2349.1,4
2,45,9,4.7,1.7,0.1,0.4,0.5,4.3,0.6,3.7,445.1,2
