x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,16,12,5.2,0.9,0.3,0.5,0.2,4.7,0.4,4.9,623,1
0,18,6,2.6,0.4,0.1,0.3,0.1,2.3,0.2,2.5,311.5,1
0,21,1,0.5,0.3,0,0.1,0,0.4,0.1,0.4,60,1
0,28,49,17,1,1,4,2,13,3,14,1774,0
0,29,51,23,7,0,16,2,7,3,8,2165,0
0,30,30,14,4,0,0,1,14,0,12,1369,0
0,31,11,4.8,1,0.5,0,0.5,4.8,0.7,4.8,498.6,1
0,32,12,5.2,1,0.5,0,0.5,5.2,0.8,5.2,543.9,1
0,37,38,17,5,0,8,4,9,3,11,1997,0
0,38,1,0.4,0.1,0,0.1,0,0.3,0,0.3,43.7,1
0,78,2,1,0.3,0,0.1,0,0.9,0.1,0.8,140.7,1
0,90,2,1,0.3,0,0.1,0,0.9,0.1,0.8,140.7,1
1,16,1,0.4,0.1,0,0,0,0.4,0,0.4,51.9,1
1,17,13,5.6,1,0.3,0.6,0.2,5,0.4,5.4,674.9,1
1,18,31,16,10,2,12,1,4,3,0,1058,0
1,20,3,1.3,0.2,0.1,0.1,0.1,1.2,0.1,1.2,155.7,1
1,29,11,5.2,1.6,0.1,1.3,0.4,3.9,0.4,4.3,515.8,1
1,30,18,8.5,2.5,0.2,2.1,0.6,6.4,0.6,7,844.1,1
1,31,7,3,0.6,0.3,0,0.3,3,0.5,3,317.3,1
1,32,8,3.5,0.7,0.3,0,0.3,3.5,0.5,3.5,362.6,1
1,33,7,3,0.6,0.3,0,0.3,3,0.5,3,317.3,1
1,37,5,1.9,0.4,0.1,0.2,0.1,1.7,0.1,1.6,218.5,1
1,38,46,17,3,1,0,0,17,0,17,1857,0
1,39,11,4.2,0.9,0.3,0.5,0.1,3.7,0.1,3.6,480.7,1
1,77,3,1.4,0.4,0,0.1,0,1.3,0.1,1.2,211.1,1
1,106,2,0.7,0.1,0,0,0,0.7,0.1,0.7,88.3,1
1,107,2,0.7,0.1,0,0,0,0.7,0.1,0.7,88.3,1
2,15,4.5,1.6,0.2,0.1,0.3,0,1.3,0.1,1.3,199.1,1
2,17,18,7.8,1.3,0.4,0.8,0.3,7,0.6,7.4,934.4,1
2,29,44,21,5,0,3,4,18,2,17,1820,0
2,30,15,7.1,2.1,0.2,1.8,0.5,5.3,0.5,5.8,703.4,1
2,31,1,0.4,0.1,0,0,0,0.4,0.1,0.4,45.3,1
2,38,22,8.4,1.8,0.5,1,0.3,7.4,0.3,7.2,961.3,1
2,39,10,3.8,0.8,0.2,0.4,0.1,3.4,0.1,3.3,437,1
2,88,3,1.4,0.4,0,0.1,0,1.3,0.1,1.2,211.1,1
2,105,2,0.8,0.2,0,0,0,0.8,0,0.7,106,1
3,16,2,1,0.6,0.1,0.2,0,0.8,0.2,0.9,120,1
3,17,5,2.6,1.5,0.2,0.6,0,2,0.4,2.2,300,1
3,19,2,1,0.6,0.1,0.2,0,0.8,0.2,0.9,120,1
3,29,7,2.9,0.6,0,0.8,0.2,2.1,0.4,2.6,313,1
