x,y,dlt,tcd
0,4,,97
0,5,,6
0,17,,34
0,21,,10
1,5,,15
1,16,,11
1,20,,28
1,54,,4
2,55,,52
3,16,,87
3,17,,83
3,18,,46
3,19,,7
5,12,,42
5,52,,94
6,6,,34
6,53,,76
7,9,,39
7,10,,87
7,11,,87
7,14,,6
7,47,,5
7,48,,87
7,49,,23
7,51,,74
7,52,,37
7,53,,2
7,54,,65
8,7,,10
8,8,,11
8,11,,77
8,12,,86
8,13,,77
8,14,,2
8,47,,14
8,48,,77
8,49,,17
8,51,,75
8,52,,41
9,49,,24
10,10,,10
10,12,,23
10,47,,3
10,49,,49
10,53,,66
10,54,,59
10,56,,93
11,8,,68
11,55,,48
12,8,,9
12,14,,19
12,15,,17
12,19,,12
12,20,,56
12,21,,56
12,22,,55
12,29,,8
12,56,,45
13,10,,95
13,15,,33
13,18,,73
13,28,,11
13,29,,30
13,30,,1
13,52,,85
13,54,,95
13,55,,56
14,8,,77
14,9,,77
14,15,,82
14,17,,37
14,18,,8
14,19,,12
14,28,,11
14,29,,2
14,51,,17
15,15,,28
15,28,,12
15,46,,55
15,47,,50
15,48,,3
15,49,,4
15,50,,5
15,53,,87
15,54,,87
15,55,,87
15,56,,78
15,57,,40
16,15,,48
16,47,,9
16,48,,92
16,51,,23
17,14,,13
17,15,,26
17,16,,15
17,44,,7
17,45,,10
17,58,,12
18,14,,53
18,16,,81
18,44,,35
18,45,,53
19,13,,46
19,14,,1
19,58,,29
20,13,,53
21,13,,35
21,43,,11
21,44,,2
21,59,,14
22,42,,8
22,43,,37
22,44,,3
22,60,,66
23,14,,10
23,43,,1
23,60,,1
24,22,,10
24,60,,38
25,22,,94
25,61,,91
26,15,,34
27,16,,75
27,21,,38
27,22,,44
27,61,,79
28,17,,93
28,18,,56
28,19,,56
28,20,,56
28,22,,68
28,31,,3
28,32,,33
29,21,,7
29,31,,6
29,32,,62
29,37,,13
29,38,,15
29,61,,92
30,9,,15
30,37,,1
30,38,,2
30,61,,9
31,7,,90
31,8,,82
31,9,,77
31,21,,11
31,62,,86
32,62,,86
33,8,,87
33,21,,29
33,32,,11
33,62,,77
34,22,,41
34,34,,19
34,63,,8
35,23,,46
35,26,,46
35,27,,46
35,28,,46
35,29,,18
35,31,,32
35,34,,7
35,64,,19
36,33,,88
36,41,,16
36,42,,6
37,34,,67
37,35,,67
37,36,,28
37,41,,3
37,42,,32
37,43,,20
37,44,,4
38,40,,42
38,41,,72
38,42,,29
39,41,,91
39,42,,1
39,66,,84
40,42,,1
40,43,,2
40,47,,2
40,48,,22
41,40,,28
41,42,,6
41,43,,15
42,42,,6
42,45,,76
42,68,,32
43,48,,75
44,39,,35
44,40,,9
44,48,,20
45,69,,76
46,42,,54
46,50,,39
46,69,,53
47,38,,58
47,42,,44
47,50,,43
47,70,,60
48,43,,84
48,71,,96
49,51,,50
49,52,,11
49,71,,96
50,44,,35
50,71,,52
51,40,,85
51,41,,21
51,42,,9
51,44,,3
51,53,,43
52,44,,8
52,45,,12
52,54,,47
52,57,,63
52,58,,25
52,72,,11
52,73,,63
52,74,,46
53,44,,67
53,45,,41
53,54,,87
53,55,,25
53,59,,67
53,60,,7
53,74,,46
54,54,,90
54,73,,73
55,62,,62
55,65,,12
55,66,,44
55,70,,61
56,63,,66
56,64,,84
56,68,,16
56,69,,65
73,0,,61
74,1,,64
75,1,,17
76,1,,71
77,0,,62
81,4,,65
86,9,,95
87,8,,68
87,10,,74
87,13,,56
88,8,,20
88,12,,8
88,13,,56
88,14,,75
88,15,,23
88,16,,31
88,17,,97
89,13,,90
89,14,,4
90,2,,92
90,10,,72
91,10,,47
91,18,,64
92,5,,90
92,7,,34
92,10,,6
92,15,,3
92,16,,58
93,14,,50
94,4,,14
94,5,,14
94,6,,5
94,14,,5
94,15,,77
95,3,,36
95,14,,7
95,33,,12
96,31,,48
97,2,,33
97,17,,68
97,27,,65
97,28,,48
97,34,,13
97,35,,76
98,0,,80
98,17,,18
98,18,,69
99,14,,12
99,15,,11
99,16,,6
99,17,,32
99,19,,38
99,20,,19
99,21,,92
99,22,,72
99,24,,4
99,25,,44
99,26,,8
99,33,,37
100,15,,21
100,16,,15
100,18,,22
100,19,,7
100,31,,97
101,3,,4
101,4,,8
101,6,,14
101,15,,32
101,18,,33
101,19,,10
101,20,,13
101,21,,28
101,22,,14
101,23,,21
101,24,,15
101,31,,29
102,20,,18
102,21,,37
102,22,,1
102,23,,54
102,24,,18
102,31,,5
102,33,,70
103,21,,8
103,22,,31
103,23,,1
103,31,,2
103,32,,85
103,33,,37
103,34,,83
104,21,,6
104,22,,7
104,30,,12
104,31,,12
104,32,,14
104,34,,89
105,0,,11
105,1,,6
105,2,,12
105,3,,3
105,33,,84
106,0,,27
106,1,,3
106,2,,6
106,3,,2
106,4,,4
106,5,,1
106,16,,1
106,17,,1
107,4,,15
107,5,,2
107,16,,3
107,17,,2
107,19,,7
107,20,,14
107,31,,7
107,32,,76
108,19,,2
108,20,,4
108,30,,16
108,31,,16
109,21,,10
109,22,,12
109,30,,28
109,31,,9
109,32,,44
109,37,,7
109,38,,69
110,9,,30
110,10,,12
110,21,,1
110,22,,1
110,32,,100
110,35,,89
110,37,,66
110,38,,3
110,42,,43
110,45,,13
110,46,,5
111,7,,1
111,8,,1
111,9,,10
111,10,,4
111,30,,17
111,31,,16
111,32,,35
111,35,,18
111,36,,85
111,37,,61
111,38,,1
111,41,,1
111,43,,45
111,44,,63
112,7,,16
112,8,,12
112,25,,8
112,26,,3
112,31,,2
112,32,,17
112,33,,100
112,37,,27
112,38,,28
112,41,,20
112,42,,8
113,19,,1
113,20,,2
113,25,,6
113,26,,2
113,31,,47
113,32,,11
113,33,,7
113,34,,26
113,47,,45
114,7,,16
114,8,,39
114,19,,5
114,20,,10
114,30,,65
114,33,,4
114,34,,15
115,6,,9
115,7,,17
115,8,,53
115,27,,6
115,28,,1
115,30,,24
115,31,,13
115,33,,2
115,34,,6
115,51,,46
116,6,,46
116,7,,27
116,29,,25
116,31,,16
116,32,,21
116,55,,72
116,56,,25
117,5,,26
117,6,,50
117,29,,34
117,30,,19
117,31,,3
117,32,,4
117,51,,55
117,56,,2
117,57,,23
118,3,,9
118,4,,51
118,5,,55
118,28,,41
118,29,,62
118,47,,3
118,48,,27
118,51,,21
118,52,,95
118,55,,59
118,59,,51
119,0,,10
119,1,,8
119,2,2,48
119,3,2,80
119,4,2,24
119,5,2,1
119,7,,9
119,8,,6
119,26,,16
119,27,,89
119,29,,1
119,30,,2
119,41,,12
119,42,,23
119,43,,11
119,48,,1
119,52,,94
119,53,,12
119,54,,2
119,60,,1
119,63,,100
120,0,,8
120,1,,7
120,2,,21
120,3,,39
120,4,,28
120,5,2,46
120,6,2,61
120,7,2,48
120,8,,19
120,24,,3
120,26,,77
120,28,,8
120,41,,35
120,42,,61
120,43,,10
120,61,,46
121,1,,3
121,2,2,45
121,3,2,79
121,4,2,58
121,5,,31
121,6,,30
121,7,2,38
121,8,,16
121,24,,21
122,1,,2
122,2,2,44
122,3,2,72
122,4,2,56
122,5,,52
122,6,,28
122,7,,38
122,8,,17
122,39,,4
123,2,2,40
123,3,2,75
123,4,,16
123,6,,48
