x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
34,125,4,0,0.6,0.2,0.1,1.2,0,0.3,1.1,0,0.4,0.1,77578.2,2,0.3
34,127,1,0,0.1,0,0.2,0.3,0,0.1,0.2,0,0.1,0,18793.6,0.7,0.1
47,83,1,0,0,0.1,0.1,0.3,0,0.2,0.2,0,0.1,0,20710.9,0.5,0.1
47,86,1,0,0,0.1,0.1,0.3,0,0.2,0.2,0,0.1,0,20710.9,0.5,0.1
48,82,4,0,0.2,0.2,0.4,1,0,0.8,0.8,0.2,0.4,0,82843.6,1.8,0.4
49,81,2,0,0.1,0.1,0.2,0.5,0,0.4,0.4,0.1,0.2,0,41421.8,0.9,0.2
49,82,5,0.1,0.2,0.3,0.4,1.4,0,1,1.1,0.1,0.4,0,103554.4,2.3,0.5
49,83,7,0.1,0.5,0.6,1,1.4,0,1.2,1.6,0.2,0.4,0,134520,3.2,0.6
49,84,29,0.1,0.4,1.5,2.8,6.9,1,7.8,4.2,1.1,3.2,0,553518.6,17.3,6.4
49,85,37.5,0.8,3,3.4,6.1,6.9,0,6.1,9,0.8,1.4,0,698236.4,17.5,3.1
49,86,2,0,0,0.2,0.2,0.6,0,0.4,0.4,0,0.2,0,41421.8,1,0.2
50,85,2,0,0.2,0.2,0.3,0.4,0,0.3,0.5,0,0.1,0,37239.3,0.9,0.2
50,86,3,0.1,0.1,0.2,0.2,0.8,0,0.6,0.7,0.1,0.2,0,62132.6,1.4,0.3
50,87,2,0,0.1,0.1,0.2,0.5,0,0.4,0.4,0.1,0.2,0,41421.8,0.9,0.2
50,88,2,0,0.1,0.1,0.2,0.5,0,0.4,0.4,0.1,0.2,0,41421.8,0.9,0.2
50,127,25,0,1.2,1.3,3.8,3.1,0,10,2.5,1.2,1.3,0.6,498173.5,11.9,1.9
51,87,1,0,0,0.1,0.1,0.3,0,0.2,0.2,0,0.1,0,20710.9,0.5,0.1
51,89,6,0.2,0.2,0.3,0.5,1.6,0,1.2,1.3,0.2,0.5,0,124265.3,2.8,0.7
51,124,3,0.1,0.3,0.1,0.4,0.6,0,0.8,0.2,0.2,0.2,0.1,69315.6,1.2,0.2
51,125,5,0.2,0.5,0.2,0.7,1,0,1.3,0.4,0.3,0.3,0.1,115526,2,0.4
51,126,65,2.4,3,2.2,5.1,21.3,0.2,12.8,5.6,5.8,5.6,1,1260883.6,30.3,3.2
51,127,1,0.1,0.1,0,0.1,0.3,0,0.1,0.1,0.1,0.1,0,21357.2,0.4,0
52,125,24,0.9,2.5,0.9,3.2,4.8,0.3,6.3,1.9,1.3,1.6,0.3,554525.1,9.7,1.9
52,126,27,1.3,3.3,0.7,3.9,7.9,0.7,2.6,2,2.6,2,0,576644.2,11.2,0.7
53,91,5.5,0.2,0.2,0.3,0.4,1.5,0,1.1,1.2,0.2,0.4,0,113909.8,2.6,0.6
53,113,1,0,0,0,0.2,0.2,0,0.3,0.1,0,0.2,0,17590.4,0.6,0.2
53,118,4,0.2,0.4,0.2,0.6,0.9,0,0.4,0.8,0.2,0.2,0.1,70898.1,2.2,0.8
53,119,2,0.1,0.2,0.1,0.3,0.5,0,0.2,0.4,0.1,0.1,0,35449,1.1,0.4
