x,y,val
12,0,163
47,63,1620
53,63,1256
49,58,3798
10,38,25332
12,22,186
44,36,5688
2,24,302
2,14,811
46,31,1534
61,44,862
15,7,599
7,18,92
55,34,11651
27,54,34890
5,1,765
44,19,14956
34,60,2413
29,50,2253
18,8,622
21,43,9674
36,45,1832
18,37,5822
33,60,1929
57,44,1889
25,46,1154
33,21,1865
32,23,95
21,15,98
32,9,12699
49,37,2573
14,2,1495
63,53,32066
58,51,5361
16,33,7598
0,3,4001
20,5,1712
24,15,1234
41,35,1607
41,32,658
44,48,6835
36,44,3869
57,38,848
32,43,4875
5,0,470
21,16,1412
8,38,1342
9,6,542
58,54,1226
63,61,830
26,42,7618
45,58,3465
54,34,15116
2,33,7261
47,24,2119
44,21,10083
43,23,41
0,22,111
21,31,298
36,18,22699
4,9,226
49,32,623
58,56,2568
18,23,5621
33,57,4112
37,62,2132
38,62,1950
48,43,3877
11,41,3513
7,1,2725
32,57,11589
34,28,375
45,13,120148
29,20,1402
10,41,7471
2,38,6158
35,40,2104
2,30,140
55,40,902
43,43,7858
36,50,1661
15,5,119
22,48,1654
19,21,3627
59,62,29193
25,37,15128
50,53,1279
46,44,1053
4,8,579
23,7,727
43,46,2294
19,5,29
35,26,178
39,21,284
13,4,357
42,41,24444
13,29,33633
55,48,1404
60,45,1715
53,59,1297
8,14,184
13,23,127
4,22,178
16,16,138
50,36,870
37,55,2115
44,39,9415
46,56,5289
31,63,5499
38,18,16877
21,40,2638
16,4,659
25,16,2097
61,42,3326
22,34,172
49,29,432
38,57,14920
49,24,3279
25,21,525
46,38,2902
6,6,264
48,59,882
25,2,6383
15,21,341
38,33,1874
48,17,39885
31,8,7079
13,14,53
11,34,472
1,38,4562
53,33,6579
17,28,13
11,4,224
25,33,111
41,31,1052
41,33,2068
52,20,137547
25,9,112
22,4,277
36,53,4495
59,49,679
0,44,204952
23,54,9311
4,34,824
7,0,665
38,16,2853
59,60,11067
20,14,427
33,33,1835
25,60,911
31,7,6868
53,26,14443
52,60,10254
6,4,96
49,26,152
24,6,2453
52,52,2914
51,25,3053
19,31,5278
41,37,15197
28,38,87822
25,11,483
47,49,1861
2,6,848
1,32,676
16,5,390
52,43,2400
0,37,202
27,29,894
31,43,1758
1,41,404
47,39,4132
45,15,184304
32,15,1397
17,20,1668
8,13,87
45,38,4496
36,33,1447
31,6,36862
57,37,4863
31,25,192
32,37,4071
38,21,3119
50,48,3856
31,17,18027
63,51,1556
45,43,1220
56,49,140
53,53,4479
51,36,381
33,43,2185
14,33,1413
