x,y,elevation
5,127,2
6,122,1
6,123,1
6,124,1
6,126,1
6,127,4
7,122,2
7,123,3
7,124,3
7,125,4
7,126,4
7,127,7
8,121,1
8,122,4
8,123,6
8,124,6
8,125,8
8,126,8
8,127,9
9,121,1
9,122,5
9,123,8
9,124,8
9,125,9
9,126,9
9,127,10
10,121,1
10,122,5
10,123,6
10,124,6
10,125,7
10,126,8
10,127,10
11,122,1
11,123,1
11,124,1
11,125,3
11,126,7
11,127,7
26,122,1
26,123,1
26,124,1
27,123,2
27,124,3
28,127,5
29,127,6
31,127,2
33,0,1
33,120,1
33,121,1
34,0,1
34,69,1
34,119,1
35,0,1
35,70,1
36,0,3
37,0,4
37,1,1
37,126,1
37,127,1
38,0,5
38,1,2
38,126,3
38,127,4
39,0,6
39,1,3
39,2,1
39,125,1
39,126,6
39,127,8
40,0,7
40,1,4
40,2,1
40,125,2
40,126,8
40,127,9
41,0,8
41,1,4
41,2,1
41,123,1
41,125,1
41,126,5
41,127,7
42,0,8
42,1,5
42,2,2
42,123,1
42,125,1
42,126,3
42,127,4
43,0,9
43,1,6
43,2,2
43,124,5
43,125,7
43,126,7
43,127,8
44,0,9
44,1,7
44,2,3
44,3,1
44,123,1
44,124,4
44,125,7
44,126,9
44,127,10
45,0,10
45,1,8
45,2,5
45,3,2
45,122,1
45,123,4
45,124,7
45,125,9
45,126,10
45,127,11
46,0,12
46,1,9
46,2,6
46,3,3
46,4,1
46,120,1
46,121,4
46,122,5
46,123,7
46,124,11
46,125,12
46,126,13
46,127,15
47,0,16
47,1,10
47,2,8
47,3,6
47,4,2
47,5,1
47,118,1
47,119,2
47,120,6
47,121,9
47,122,9
47,123,10
47,124,16
47,125,18
47,126,18
47,127,19
48,0,21
48,1,14
48,2,10
48,3,8
48,4,4
48,5,2
48,115,1
48,116,3
48,117,4
48,118,5
48,119,6
48,120,9
48,121,10
48,122,10
48,123,12
48,124,18
48,125,20
48,126,20
48,127,20
49,0,19
49,1,15
49,2,10
49,3,8
49,4,5
49,5,3
49,6,1
49,116,3
49,117,8
49,118,9
49,119,9
49,120,9
49,121,9
49,122,11
49,123,14
49,124,18
49,125,20
49,126,20
49,127,20
50,0,17
50,1,15
50,2,11
50,3,8
50,4,6
50,5,4
50,6,2
50,115,1
50,116,5
50,117,9
50,118,9
50,119,8
50,120,8
50,121,9
50,122,11
50,123,14
50,124,18
50,125,20
50,126,20
50,127,21
51,0,12
51,1,13
51,2,10
51,3,8
51,4,6
51,5,5
51,6,2
51,114,1
51,115,4
51,116,7
51,117,8
51,118,9
51,119,9
51,120,8
51,121,8
51,122,10
51,123,12
51,124,16
51,125,19
51,126,20
51,127,20
52,0,10
52,1,11
52,2,9
52,3,7
52,4,6
52,5,5
52,6,2
52,114,1
52,115,2
52,116,6
52,117,8
52,118,9
52,119,9
52,120,9
52,121,9
52,122,9
52,123,10
52,124,15
52,125,19
52,126,19
52,127,20
53,0,9
53,1,8
53,2,7
53,3,6
53,4,4
53,5,3
53,6,1
53,116,2
53,117,6
53,118,8
53,119,9
53,120,9
53,121,10
53,122,10
53,123,11
53,124,14
53,125,17
53,126,18
53,127,18
54,0,6
54,1,4
54,2,3
54,3,4
54,4,2
54,5,1
54,117,3
54,118,4
54,119,6
54,120,6
54,121,8
54,122,9
54,123,10
54,124,14
54,125,17
54,126,15
54,127,16
55,0,2
55,3,1
55,4,1
55,117,1
55,118,1
55,119,1
55,120,2
55,121,3
55,122,4
55,123,5
55,124,7
55,125,11
55,126,12
55,127,14
56,117,1
56,118,1
56,119,1
56,120,3
56,121,5
56,122,10
56,123,15
56,124,12
56,125,7
56,126,8
56,127,10
57,0,1
57,116,2
57,117,4
57,118,4
57,119,4
57,120,5
57,121,8
57,122,12
57,123,17
57,124,16
57,125,13
57,126,13
57,127,12
58,0,1
58,116,3
58,117,6
58,118,7
58,119,7
58,120,7
58,121,9
58,122,13
58,123,18
58,124,17
58,125,17
58,126,17
58,127,17
59,0,1
59,116,3
59,117,7
59,118,11
59,119,10
59,120,12
59,121,14
59,122,16
59,123,20
59,124,20
59,125,19
59,126,20
59,127,21
60,0,1
60,112,1
60,113,2
60,114,1
60,115,1
60,116,7
60,117,10
60,118,11
60,119,11
60,120,12
60,121,16
60,122,20
60,123,26
60,124,29
60,125,28
60,126,28
60,127,31
61,0,1
61,111,1
61,112,5
61,113,7
61,114,5
61,115,4
61,116,9
61,117,15
61,118,19
61,119,18
61,120,21
61,121,23
61,122,26
61,123,30
61,124,35
61,125,37
61,126,36
61,127,37
62,0,1
62,1,1
62,111,3
62,112,7
62,113,7
62,114,8
62,115,8
62,116,10
62,117,17
62,118,24
62,119,27
62,120,30
62,121,31
62,122,30
62,123,32
62,124,35
62,125,38
62,126,39
62,127,38
63,0,2
63,1,1
63,111,3
63,112,6
63,113,7
63,114,10
63,115,13
63,116,16
63,117,22
63,118,28
63,119,30
63,120,34
63,121,36
63,122,35
63,123,33
63,124,35
63,125,37
63,126,39
63,127,38
64,0,3
64,1,1
64,110,4
64,111,10
64,112,10
64,113,12
64,114,18
64,115,23
64,116,31
64,117,35
64,118,35
64,119,35
64,120,38
64,121,39
64,122,38
64,123,38
64,124,38
64,125,37
64,126,38
64,127,37
65,0,4
65,1,1
65,109,4
65,110,10
65,111,18
65,112,17
65,113,19
65,114,27
65,115,33
65,116,39
65,117,42
65,118,43
65,119,44
65,120,43
65,121,41
65,122,40
65,123,42
65,124,41
65,125,39
65,126,39
65,127,39
66,0,3
66,1,1
66,108,5
66,109,11
66,110,15
66,111,20
66,112,22
66,113,28
66,114,33
66,115,38
66,116,44
66,117,48
66,118,49
66,119,50
66,120,48
66,121,45
66,122,45
66,123,48
66,124,46
66,125,43
66,126,41
66,127,43
67,0,5
67,1,3
67,107,2
67,108,10
67,109,14
67,110,17
67,111,20
67,112,27
67,113,34
67,114,38
67,115,40
67,116,46
67,117,50
67,118,51
67,119,50
67,120,50
67,121,49
67,122,49
67,123,50
67,124,49
67,125,46
67,126,44
67,127,47
68,0,8
68,1,6
68,2,1
68,105,1
68,106,3
68,107,6
68,108,11
68,109,16
68,110,21
68,111,25
68,112,31
68,113,36
68,114,40
68,115,42
68,116,46
68,117,49
68,118,50
68,119,50
68,120,49
68,121,50
68,122,51
68,123,51
68,124,50
68,125,48
68,126,47
68,127,47
69,0,9
69,1,7
69,2,2
69,104,1
69,105,3
69,106,6
69,107,10
69,108,14
69,109,19
69,110,25
69,111,30
69,112,34
69,113,38
69,114,41
69,115,43
69,116,47
69,117,49
69,118,50
69,119,49
69,120,49
69,121,50
69,122,52
69,123,53
69,124,51
69,125,50
69,126,49
69,127,47
70,0,7
70,1,5
70,2,1
70,102,1
70,103,3
70,104,4
70,105,8
70,106,10
70,107,15
70,108,20
70,109,23
70,110,27
70,111,30
70,112,34
70,113,38
70,114,40
70,115,42
70,116,45
70,117,48
70,118,49
70,119,48
70,120,49
70,121,50
70,122,52
70,123,54
70,124,53
70,125,52
70,126,51
70,127,48
71,0,4
71,1,2
71,101,1
71,102,4
71,103,8
71,104,8
71,105,11
71,106,15
71,107,18
71,108,21
71,109,23
71,110,27
71,111,30
71,112,34
71,113,38
71,114,40
71,115,42
71,116,45
71,117,47
71,118,49
71,119,49
71,120,50
71,121,51
71,122,53
71,123,55
71,124,55
71,125,54
71,126,52
71,127,50
72,0,1
72,101,1
72,102,6
72,103,9
72,104,11
72,105,16
72,106,18
72,107,18
72,108,20
72,109,22
72,110,27
72,111,32
72,112,37
72,113,39
72,114,40
72,115,42
72,116,45
72,117,48
72,118,50
72,119,51
72,120,52
72,121,53
72,122,54
72,123,56
72,124,57
72,125,55
72,126,53
72,127,51
73,82,1
73,101,1
73,102,6
73,103,10
73,104,11
73,105,13
73,106,15
73,107,17
73,108,22
73,109,25
73,110,28
73,111,31
73,112,35
73,113,38
73,114,39
73,115,41
73,116,45
73,117,48
73,118,51
73,119,52
73,120,54
73,121,55
73,122,56
73,123,58
73,124,58
73,125,57
73,126,55
73,127,54
74,50,1
74,54,1
74,80,1
74,81,1
74,82,1
74,101,1
74,102,5
74,103,9
74,104,10
74,105,12
74,106,16
74,107,19
74,108,25
74,109,29
74,110,30
74,111,33
74,112,37
74,113,39
74,114,40
74,115,40
74,116,45
74,117,49
74,118,52
74,119,54
74,120,55
74,121,57
74,122,58
74,123,59
74,124,60
74,125,58
74,126,57
74,127,57
75,50,1
75,51,1
75,80,2
75,81,2
75,82,1
75,98,1
75,99,3
75,100,2
75,101,4
75,102,7
75,103,10
75,104,13
75,105,15
75,106,18
75,107,22
75,108,27
75,109,30
75,110,33
75,111,36
75,112,39
75,113,40
75,114,40
75,115,42
75,116,47
75,117,50
75,118,53
75,119,55
75,120,57
75,121,58
75,122,60
75,123,61
75,124,62
75,125,61
75,126,62
75,127,62
76,66,1
76,76,1
76,79,1
76,80,3
76,81,2
76,98,3
76,99,7
76,100,7
76,101,9
76,102,11
76,103,13
76,104,19
76,105,20
76,106,21
76,107,24
76,108,29
76,109,34
76,110,38
76,111,40
76,112,40
76,113,42
76,114,44
76,115,46
76,116,49
76,117,50
76,118,52
76,119,55
76,120,58
76,121,59
76,122,61
76,123,64
76,124,66
76,125,68
76,126,69
76,127,67
77,64,1
77,65,1
77,66,1
77,67,1
77,76,1
77,77,1
77,78,1
77,79,2
77,80,3
77,81,2
77,82,1
77,93,1
77,94,1
77,97,1
77,98,4
77,99,8
77,100,9
77,101,12
77,102,16
77,103,17
77,104,21
77,105,23
77,106,25
77,107,27
77,108,31
77,109,36
77,110,40
77,111,41
77,112,43
77,113,46
77,114,48
77,115,49
77,116,51
77,117,52
77,118,53
77,119,55
77,120,57
77,121,59
77,122,61
77,123,64
77,124,68
77,125,70
77,126,70
77,127,70
78,64,1
78,65,1
78,66,1
78,77,2
78,78,3
78,79,4
78,80,5
78,81,4
78,82,3
78,83,2
78,93,2
78,94,2
78,97,2
78,98,6
78,99,9
78,100,11
78,101,15
78,102,19
78,103,19
78,104,23
78,105,26
78,106,28
78,107,29
78,108,33
78,109,37
78,110,40
78,111,41
78,112,44
78,113,47
78,114,49
78,115,49
78,116,50
78,117,52
78,118,54
78,119,56
78,120,59
78,121,59
78,122,62
78,123,65
78,124,69
78,125,70
78,126,71
78,127,71
79,63,1
79,64,1
79,65,1
79,66,1
79,69,1
79,70,1
79,76,1
79,77,2
79,78,4
79,79,6
79,80,7
79,81,6
79,82,5
79,83,3
79,84,2
79,85,1
79,86,1
79,91,3
79,92,2
79,93,4
79,94,4
