x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
24,26,0,3.8,NA
24,27,1,19.3,NA
24,28,0,19.9,NA
25,26,0,1.4,NA
25,27,0,9.2,NA
25,28,0,15.8,NA
26,26,453,1.6,NA
26,27,1971,6,NA
26,28,0,14.4,NA
27,26,0,2.2,NA
27,27,153,5.2,NA
27,28,0,6.1,NA
28,20,12,24,NA
28,27,0,8.1,NA
28,28,0,8.5,NA
29,20,0,23.6,NA
42,0,364,1.5,NA
43,0,0,2.3,NA
44,1,18,2.2,NA
44,2,0,5.3,NA
44,3,108,5.4,NA
45,1,509,0.2,NA
45,2,201,2.9,NA
45,3,0,5.1,NA
46,2,67,3.9,NA
46,3,976,2.8,NA
46,4,50,4.8,NA
47,0,8,6.4,NA
47,2,4,5.3,NA
47,3,37,1.2,NA
47,4,105,2.7,NA
47,5,0,4.1,NA
48,0,22,7.6,NA
48,4,20,4.4,NA
48,5,145,4.1,NA
48,6,11,4.4,NA
49,5,376,0.9,NA
49,6,65,5.5,NA
49,7,3,5.4,NA
50,3,11,14.9,NA
50,4,3,1.7,NA
50,5,22,2.8,NA
50,6,29,6.2,NA
50,7,131,4.5,NA
50,8,25,5.5,NA
51,2,19,6,NA
51,3,67,7.4,NA
51,4,60,2.8,NA
51,5,29,4.1,NA
51,6,33,4.4,NA
51,7,91,3.5,NA
51,8,233,3.3,NA
51,9,0,4.8,NA
52,1,8,11,NA
52,2,30,6.7,NA
52,3,11,6,NA
52,4,0,7.6,NA
52,6,20,5,NA
52,7,88,2,NA
52,8,47,8,NA
52,9,1177,2,NA
52,10,0,22.1,NA
53,6,11,1.3,NA
53,7,252,1.1,NA
53,8,9,10.9,NA
53,9,861,0.9,NA
53,10,0,7.2,NA
54,0,4,14.8,NA
54,1,0,15.4,NA
54,3,0,8.4,NA
54,6,21,3.8,NA
54,7,103,2.2,NA
54,8,22,4.4,NA
54,9,0,7.9,NA
54,10,429,2.4,NA
54,11,0,5.9,NA
55,0,228,13.3,NA
55,7,63,4.4,NA
55,9,35,7,NA
55,10,597,2.9,NA
55,11,1733,3.8,NA
55,12,5,17.4,NA
56,0,355,11.3,NA
56,4,8,3.4,NA
56,5,958,2.1,NA
56,6,191,2.6,NA
56,7,190,3.6,NA
56,8,2,3.5,NA
56,9,210,1.8,NA
56,10,451,2,NA
56,11,1336,3.6,NA
56,12,489,4.9,NA
57,0,37,9.3,NA
57,4,8,5.5,NA
57,5,159,0.8,NA
57,6,103,2.6,NA
57,7,82,7,NA
57,8,513,2.8,NA
57,9,1067,3.4,NA
57,10,17,8,NA
57,11,131,4.6,NA
57,12,596,5.2,NA
58,0,25,8.4,NA
58,6,18,3.1,NA
58,7,160,4.3,NA
58,8,463,1,NA
58,9,863,3.1,NA
58,10,16,7.5,NA
58,11,631,5.1,NA
58,12,3168,2.7,NA
58,13,2,4.3,NA
59,0,101,7,NA
59,1,56,5.8,NA
59,4,20,10.3,NA
59,5,4,9.2,NA
59,7,463,2.4,NA
59,8,64,4.4,NA
59,9,3,4.3,NA
59,10,97,3.7,NA
59,11,643,2.9,NA
59,12,2044,0.8,NA
59,13,89,3.2,NA
60,1,0,6.7,NA
60,2,66,4.7,NA
60,4,10,6.5,NA
60,5,0,6.1,NA
60,6,71,6,NA
60,7,50,3.8,NA
60,8,76,6.1,NA
60,9,82,5.4,NA
60,10,109,4.3,NA
60,11,255,4.6,NA
60,12,1176,2.8,NA
60,13,863,3.8,NA
61,0,219,5.3,NA
61,2,6,4.4,NA
61,3,34,3.3,NA
61,4,157,4.3,NA
61,5,57,5.1,NA
61,6,0,10.3,NA
61,7,65,8.4,NA
61,8,29,6.6,NA
61,9,31,11.2,NA
61,10,186,10.2,NA
61,11,220,5.8,NA
61,12,242,5.1,NA
61,13,793,4.3,NA
62,0,777,3.1,NA
62,1,8,4.4,NA
62,3,73,4.8,NA
62,4,1680,2.3,NA
62,5,88,4.9,NA
62,6,65,10.3,NA
62,7,143,6.3,NA
62,8,147,4.9,NA
62,9,251,7.9,NA
62,10,87,6.8,NA
62,11,762,6.2,NA
62,12,598,3.5,NA
62,13,56,2,NA
62,14,61,1.3,NA
62,15,56,3.1,NA
62,16,0,3.5,NA
63,0,289,1.1,NA
63,1,43,2.8,NA
63,2,61,3.3,NA
63,3,179,0.5,NA
63,4,292,3.5,NA
63,5,228,4.7,NA
63,6,285,5.3,NA
63,7,339,5.5,NA
63,8,574,6.1,NA
63,9,430,5.3,NA
63,10,382,4.7,NA
63,11,464,4.6,NA
63,12,704,2.5,NA
63,13,392,3.1,NA
63,14,2774,1.3,NA
63,15,4774,1.8,NA
63,16,2923,0.6,NA
63,17,4226,2.7,NA
63,18,1088,5.7,NA
64,0,0,3.1,NA
64,1,0,4.1,NA
64,2,81,3.1,NA
64,3,259,3.1,NA
64,4,61,4,NA
64,5,77,5.3,NA
64,6,10,7.1,NA
64,7,22,12.2,NA
64,8,10,11.6,NA
64,9,38,10.7,NA
64,10,871,7.9,NA
64,11,409,7.2,NA
64,12,252,4.4,NA
64,13,715,2.9,NA
64,14,3193,2.2,NA
64,15,6659,0.1,NA
64,16,5963,0.7,NA
64,17,3071,2.8,NA
64,18,111,4,NA
65,3,134,6.1,NA
65,4,23,7.4,NA
65,5,0,8.2,NA
65,6,0,7.5,NA
65,7,0,9.3,NA
65,8,25,9.4,NA
65,9,28,10.4,NA
65,10,153,7.5,NA
65,11,217,5.9,NA
65,12,82,4,NA
65,13,516,4,NA
65,14,1500,1.4,NA
65,15,3888,1.2,NA
65,16,5761,2.4,NA
65,17,131,4.4,NA
66,3,0,7.6,NA
66,4,0,8.1,NA
66,10,42,9.5,NA
66,11,79,5.6,NA
66,12,0,5.4,NA
66,16,0,5.7,NA
67,11,9,8.3,NA
