,IDENTIFIER,TOTAL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
,1kmN2567E4776,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4777,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4778,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4779,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2567E4784,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4786,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4787,19,0,0,7,0,1,3,5,0,0,0,0,0,0,1,0,0,0,0,2,0
,1kmN2567E4788,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4791,35,2,0,10,0,0,4,4,0,0,1,0,0,1,1,1,1,2,1,7,0
,1kmN2567E4792,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4797,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4799,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4800,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4804,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0
,1kmN2567E4805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4807,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4808,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
,1kmN2567E4819,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4820,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4822,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4823,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4825,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4826,20,1,0,4,0,0,3,5,0,2,1,0,0,3,0,0,0,0,0,1,0
,1kmN2567E4827,125,5,0,24,1,0,7,40,0,11,1,2,2,10,2,0,4,3,5,8,0
,1kmN2567E4828,29,2,0,5,0,0,2,11,0,3,0,0,0,0,1,0,0,0,2,3,0
,1kmN2567E4830,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2567E4842,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2567E4865,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4866,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4867,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4874,6,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4875,15,1,0,3,0,2,2,3,0,1,0,0,0,1,1,0,0,0,0,1,0
,1kmN2567E4876,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E4998,6,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2567E5007,7,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4758,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4759,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4760,10,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,3,0
,1kmN2568E4761,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4765,9,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,0
,1kmN2568E4766,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2568E4768,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
,1kmN2568E4772,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2568E4777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4778,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4779,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4783,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4785,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2568E4788,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2568E4789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4790,4,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2568E4791,8,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
,1kmN2568E4792,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4794,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4796,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4798,8,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2568E4799,30,0,0,4,0,0,1,6,1,1,4,0,0,4,0,1,3,0,1,4,0
,1kmN2568E4804,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2568E4807,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4818,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4820,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4822,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4824,7,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0
,1kmN2568E4825,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2568E4826,15,0,0,5,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4827,175,2,0,27,0,1,10,42,4,9,4,3,1,27,4,4,5,6,9,17,0
,1kmN2568E4828,20,0,0,1,0,0,0,3,3,2,0,0,0,2,1,0,5,0,1,2,0
,1kmN2568E4840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4843,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2568E4849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4873,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2568E4874,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,1kmN2568E4875,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4765,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4769,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4770,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4772,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2569E4773,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0
,1kmN2569E4776,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4777,25,0,0,8,0,0,5,3,1,0,1,0,0,3,0,0,0,0,2,2,0
,1kmN2569E4778,22,0,0,5,0,0,6,5,0,1,0,0,0,1,0,1,0,0,0,3,0
,1kmN2569E4779,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2569E4780,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4784,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4785,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4790,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,1kmN2569E4791,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4798,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2569E4799,5,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,1kmN2569E4804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4816,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4822,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4824,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4825,5,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4826,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4827,16,0,0,3,0,0,0,4,1,6,0,1,0,1,0,0,0,0,0,0,0
,1kmN2569E4828,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
,1kmN2569E4829,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4831,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4837,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,1kmN2569E4846,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2569E4852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4854,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4859,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2569E4864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4879,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2569E4881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2569E4994,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4756,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0
,1kmN2570E4757,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4758,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4771,6,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0
,1kmN2570E4772,36,2,0,0,0,0,6,3,1,5,0,0,0,3,2,1,3,2,1,7,0
,1kmN2570E4773,6,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2570E4776,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4777,13,0,0,0,0,0,4,3,0,1,0,0,0,1,1,0,1,0,1,1,0
,1kmN2570E4778,13,0,0,0,0,0,1,2,0,2,0,0,1,5,0,0,0,1,0,1,0
,1kmN2570E4779,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4783,10,0,0,3,0,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0
,1kmN2570E4784,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4785,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4791,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2570E4798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2570E4801,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4802,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4807,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2570E4814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4816,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4818,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4819,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4822,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4826,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4827,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
,1kmN2570E4829,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2570E4839,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
,1kmN2570E4855,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2570E4861,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4870,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,1kmN2570E4874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4879,24,5,1,3,1,0,3,2,1,0,0,0,0,0,0,1,0,0,3,4,0
,1kmN2570E4880,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2570E4881,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2570E4882,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2570E4994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2571E4754,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2571E4755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4760,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2571E4772,18,0,0,0,0,0,1,2,0,2,0,0,0,4,0,0,1,4,2,2,0
,1kmN2571E4774,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4775,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4776,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4780,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4782,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4783,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4788,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2571E4789,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4790,5,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2571E4791,7,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2571E4801,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4805,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4819,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4822,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4832,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4861,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2571E4862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2571E4868,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2571E4870,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2571E4871,9,0,0,3,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0
,1kmN2571E4872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2571E5008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2572E4756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4760,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2572E4767,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2572E4770,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4771,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2572E4772,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4774,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2572E4777,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2572E4781,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4783,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4787,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4788,14,0,0,1,0,0,2,4,0,1,0,0,0,1,0,1,1,0,0,3,0
,1kmN2572E4790,46,3,0,3,0,0,3,9,2,2,4,0,1,5,1,0,2,5,4,2,0
,1kmN2572E4791,32,0,0,2,0,0,5,8,0,1,1,0,0,1,0,4,4,0,1,5,0
,1kmN2572E4800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2572E4807,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4812,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4831,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2572E4858,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2572E4866,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2572E4867,19,1,0,5,0,0,1,3,0,4,0,0,0,1,0,0,0,0,1,3,0
,1kmN2572E4868,11,0,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0
,1kmN2572E4871,19,1,0,3,0,0,1,2,0,0,1,0,0,2,0,1,2,0,1,5,0
,1kmN2573E4754,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2573E4755,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2573E4772,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4773,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4774,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0
,1kmN2573E4776,5,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
,1kmN2573E4777,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2573E4783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4789,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
,1kmN2573E4790,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2573E4791,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2573E4797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4799,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4800,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4802,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4805,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4806,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4809,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
,1kmN2573E4810,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4812,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4815,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4820,11,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0
,1kmN2573E4821,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4829,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4831,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4847,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2573E4860,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2573E4866,9,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2573E4867,78,5,1,7,0,0,2,16,3,5,0,0,0,11,0,2,7,3,4,12,0
,1kmN2573E4868,30,0,0,2,0,1,2,2,1,3,4,0,1,5,0,0,0,3,1,5,0
,1kmN2573E4869,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
,1kmN2573E4872,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2574E4758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2574E4759,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2574E4761,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2574E4769,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2574E4776,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2574E4777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
