IDENTIFIER,TOTAL,WOMEN,MEN,TOTAL_0_14,WOMEN_0_14,MEN_0_14,TOTAL_15_64,WOMEN_15_64,MEN_15_64_,TOTAL_65p,WOMEN_65p,MEN_65p,INACTIVE_POPULATION,LABOUR_FORCE,BASIC_EDUCATION_OR_LESS,UPPER_SECONDARY_EDUCATION,TERTIARY_EDUCATION
1kmN2222E4952,58,30,28,7,D,D,33,15,18,18,9,9,35,16,21,25,D
1kmN2222E4955,6,D,D,0,0,0,D,D,D,5,D,D,D,0,D,0,0
1kmN2222E4957,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2222E4958,77,42,35,10,5,5,52,28,24,15,9,6,30,37,20,39,D
1kmN2222E4959,10,5,5,D,D,D,5,D,D,D,D,D,D,D,D,D,D
1kmN2222E4961,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2222E4964,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2222E4965,19,9,10,D,D,D,9,D,D,6,D,D,D,D,D,D,D
1kmN2223E4949,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2223E4951,21,9,12,5,D,D,14,7,7,D,D,D,D,D,D,12,D
1kmN2223E4952,21,10,11,D,D,D,8,D,D,10,D,D,14,D,D,11,D
1kmN2223E4955,6,D,D,D,D,D,D,D,D,0,0,0,D,D,D,0,D
1kmN2223E4957,62,33,29,7,D,D,34,14,20,21,12,9,36,19,25,24,D
1kmN2223E4958,34,16,18,D,D,D,23,9,14,9,D,D,22,D,11,16,D
1kmN2223E4964,55,28,27,5,D,D,27,15,12,23,11,12,34,16,34,13,D
1kmN2224E4868,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,D
1kmN2224E4875,42,23,19,6,D,D,18,11,7,18,8,10,23,13,D,16,D
1kmN2224E4876,9,D,D,D,D,D,D,D,D,6,D,D,D,D,D,D,D
1kmN2224E4877,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,D
1kmN2224E4878,D,D,D,0,0,0,0,0,0,D,D,D,0,D,D,0,0
1kmN2224E4881,6,D,D,D,D,D,D,D,D,D,D,D,D,D,0,D,D
1kmN2224E4882,10,5,5,D,D,D,6,D,D,0,0,0,D,D,0,D,D
1kmN2224E4945,135,69,66,27,13,14,91,45,46,17,11,6,60,48,39,58,D
1kmN2224E4949,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,0
1kmN2224E4950,370,203,167,64,31,33,241,131,110,65,41,24,143,163,86,174,46
1kmN2224E4951,138,73,65,17,8,9,91,45,46,30,20,10,66,55,36,69,16
1kmN2224E4953,73,34,39,11,6,5,43,21,22,19,7,12,35,27,19,35,D
1kmN2224E4955,47,22,25,6,D,D,30,14,16,11,6,5,21,20,15,25,D
1kmN2224E4956,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2224E4959,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2224E4963,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2225E4870,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2225E4871,30,13,17,D,D,D,18,8,10,9,D,D,D,20,D,17,D
1kmN2225E4872,D,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,D
1kmN2225E4874,5,D,D,0,0,0,5,D,D,0,0,0,D,D,D,D,0
1kmN2225E4875,33,20,13,D,D,D,19,11,8,10,5,5,12,17,15,12,D
1kmN2225E4876,62,31,31,9,D,D,36,18,18,17,8,9,26,27,15,30,D
1kmN2225E4877,48,25,23,5,D,D,31,15,16,12,D,D,18,25,11,27,D
1kmN2225E4878,28,12,16,0,0,0,16,7,9,12,5,7,D,18,12,D,D
1kmN2225E4880,10,5,5,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2225E4881,328,155,173,54,22,32,227,113,114,47,20,27,110,164,76,157,41
1kmN2225E4882,111,55,56,17,10,7,76,37,39,18,8,10,42,52,25,47,22
1kmN2225E4936,15,8,7,D,D,D,7,D,D,5,D,D,11,D,D,D,0
1kmN2225E4942,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2225E4943,66,34,32,11,D,D,37,18,19,18,9,9,24,31,26,26,D
1kmN2225E4944,122,63,59,11,5,6,88,40,48,23,18,5,50,61,47,51,13
1kmN2225E4945,33,16,17,8,D,D,17,9,8,8,D,D,13,12,15,D,D
1kmN2225E4948,55,29,26,12,7,5,25,12,13,18,10,8,30,13,21,19,D
1kmN2225E4951,136,68,68,17,6,11,86,42,44,33,20,13,76,43,35,73,11
1kmN2225E4961,37,24,13,9,D,D,23,12,11,5,D,D,15,13,D,21,0
1kmN2225E4963,10,5,5,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2226E4866,12,6,6,0,0,0,10,D,D,D,D,D,D,D,D,D,D
1kmN2226E4867,9,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,D
1kmN2226E4870,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2226E4872,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,D
1kmN2226E4887,55,27,28,12,6,6,36,19,17,7,D,D,17,26,D,29,D
1kmN2226E4888,254,119,135,47,23,24,172,77,95,35,19,16,68,139,80,107,20
1kmN2226E4934,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2226E4935,25,14,11,D,D,D,13,7,6,8,D,D,18,D,13,D,D
1kmN2226E4936,39,16,23,6,D,D,24,13,11,9,D,D,23,D,20,11,D
1kmN2226E4937,11,5,6,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2226E4938,14,7,7,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2226E4941,32,18,14,D,D,D,23,13,10,6,D,D,D,21,13,14,D
1kmN2226E4942,24,12,12,6,D,D,14,8,6,D,D,D,D,D,11,D,D
1kmN2226E4949,46,25,21,D,D,D,32,16,16,10,D,D,23,19,15,21,D
1kmN2226E4950,146,69,77,15,6,9,81,37,44,50,26,24,78,53,50,63,18
1kmN2226E4951,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2226E4952,D,D,D,0,0,0,0,0,0,D,D,D,D,D,D,D,0
1kmN2226E4960,34,19,15,D,D,D,14,6,8,17,D,D,23,D,21,D,0
1kmN2226E4962,11,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2227E4811,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,D,0
1kmN2227E4812,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,D
1kmN2227E4867,8,D,D,D,D,D,D,D,D,D,D,D,D,D,0,D,0
1kmN2227E4868,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2227E4883,35,21,14,D,D,D,22,15,7,10,5,5,D,22,15,15,D
1kmN2227E4884,28,12,16,D,D,D,18,7,11,8,D,D,D,16,13,D,D
1kmN2227E4887,5,D,D,D,D,D,D,D,D,0,0,0,D,D,0,D,0
1kmN2227E4888,56,29,27,16,10,6,34,16,18,6,D,D,18,22,18,20,D
1kmN2227E4931,11,6,5,6,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2227E4936,57,24,33,9,D,D,41,18,23,7,D,D,28,20,19,25,D
1kmN2227E4937,17,8,9,D,D,D,7,D,D,8,D,D,11,D,D,D,D
1kmN2227E4939,13,7,6,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2227E4940,14,5,9,D,D,D,10,D,D,D,D,D,D,D,D,D,0
1kmN2227E4948,16,9,7,D,D,D,14,8,6,D,D,D,D,D,D,D,0
1kmN2227E4949,135,62,73,33,13,20,74,36,38,28,13,15,45,57,41,54,D
1kmN2227E4957,19,11,8,5,D,D,12,6,6,D,D,D,D,D,D,D,D
1kmN2227E4958,94,37,57,16,5,11,55,20,35,23,12,11,45,33,43,34,D
1kmN2227E4961,24,11,13,0,0,0,13,D,D,11,D,D,16,D,13,D,D
1kmN2227E4962,32,18,14,5,D,D,14,7,7,13,7,6,18,D,16,D,D
1kmN2228E4811,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,0
1kmN2228E4865,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2228E4866,6,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,D
1kmN2228E4867,6,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2228E4870,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2228E4875,1209,632,577,203,105,98,794,403,391,212,124,88,371,633,339,537,127
1kmN2228E4876,1744,933,811,254,135,119,1126,569,557,364,229,135,613,876,548,782,158
1kmN2228E4877,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2228E4884,382,202,180,39,19,20,223,114,109,120,69,51,142,201,181,133,29
1kmN2228E4891,5,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2228E4903,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,D
1kmN2228E4930,221,111,110,45,22,23,122,61,61,54,28,26,132,44,59,97,20
1kmN2228E4931,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2228E4933,41,20,21,6,D,D,29,14,15,6,D,D,16,19,17,D,D
1kmN2228E4934,23,13,10,D,D,D,16,8,8,5,D,D,15,D,12,D,D
1kmN2228E4935,22,14,8,D,D,D,13,7,6,7,D,D,D,12,15,D,0
1kmN2228E4945,13,7,6,0,0,0,D,D,D,9,D,D,D,D,D,D,D
1kmN2228E4946,23,13,10,D,D,D,18,9,9,D,D,D,13,D,D,17,0
1kmN2228E4955,9,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,0
1kmN2228E4956,23,10,13,D,D,D,15,D,D,6,D,D,D,12,D,11,0
1kmN2228E4957,35,18,17,D,D,D,16,D,D,18,D,D,23,11,20,13,D
1kmN2228E4961,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2228E4962,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2229E4867,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2229E4869,94,50,44,21,12,9,62,31,31,11,D,D,31,42,21,47,D
1kmN2229E4870,32,18,14,D,D,D,26,13,13,D,D,D,13,16,D,18,D
1kmN2229E4874,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,0
1kmN2229E4876,28,16,12,7,D,D,20,11,9,D,D,D,D,18,D,13,D
1kmN2229E4877,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2229E4882,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2229E4887,225,108,117,30,16,14,132,59,73,63,33,30,112,83,117,74,D
1kmN2229E4888,16,6,10,D,D,D,11,D,D,D,D,D,D,D,D,D,0
1kmN2229E4893,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2229E4906,222,116,106,27,15,12,154,78,76,41,23,18,87,108,45,125,25
1kmN2229E4907,480,234,246,82,42,40,310,145,165,88,47,41,180,218,85,262,51
1kmN2229E4908,109,52,57,15,D,D,75,35,40,19,13,6,35,59,26,57,11
1kmN2229E4955,9,D,D,D,D,D,D,D,D,5,D,D,D,D,D,D,0
1kmN2229E4956,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,D
1kmN2229E4959,14,8,6,0,0,0,9,D,D,5,D,D,D,D,D,D,D
1kmN2229E4960,9,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,D
1kmN2230E4868,36,16,20,6,D,D,24,11,13,6,D,D,16,14,D,12,D
1kmN2230E4869,2232,1150,1082,335,164,171,1424,712,712,473,274,199,953,944,561,1093,243
1kmN2230E4870,1019,540,479,142,80,62,663,339,324,214,121,93,428,449,285,487,105
1kmN2230E4876,61,40,21,0,0,0,39,25,14,22,15,7,61,0,42,15,D
1kmN2230E4901,134,67,67,20,11,9,83,40,43,31,16,15,48,66,36,70,D
1kmN2230E4902,127,62,65,20,12,8,75,35,40,32,15,17,52,55,37,66,D
1kmN2230E4905,45,21,24,7,D,D,26,13,13,12,7,5,14,24,12,23,D
1kmN2230E4906,315,152,163,54,24,30,208,103,105,53,25,28,98,163,52,161,48
1kmN2230E4907,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2230E4921,7,D,D,D,D,D,5,D,D,0,0,0,0,D,0,D,0
1kmN2230E4923,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2230E4925,66,33,33,11,D,D,33,17,16,22,12,10,23,32,18,18,19
1kmN2230E4926,D,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,0
1kmN2230E4928,27,11,16,0,0,0,21,8,13,6,D,D,D,19,11,13,D
1kmN2230E4932,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,D
1kmN2230E4933,10,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2230E4934,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2230E4935,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,D
1kmN2230E4936,18,6,12,D,D,D,15,D,D,D,D,D,14,D,D,D,D
1kmN2230E4937,41,23,18,6,D,D,21,10,11,14,9,5,31,D,22,12,D
1kmN2230E4948,14,7,7,D,D,D,10,D,D,D,D,D,D,D,D,D,0
1kmN2230E4949,44,24,20,11,D,D,25,12,13,8,D,D,19,14,17,12,D
1kmN2230E4953,45,20,25,D,D,D,34,12,22,9,D,D,20,23,17,21,D
1kmN2230E4954,75,36,39,17,9,8,46,21,25,12,6,6,30,28,27,30,D
1kmN2231E4865,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2231E4866,40,20,20,D,D,D,25,12,13,14,8,6,25,14,D,20,13
1kmN2231E4867,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,D
1kmN2231E4869,623,344,279,86,41,45,385,198,187,152,105,47,265,272,180,294,61
1kmN2231E4874,9,D,D,D,D,D,6,D,D,0,0,0,D,D,D,D,0
1kmN2231E4875,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2231E4876,14,7,7,D,D,D,10,5,5,D,D,D,D,D,D,D,D
1kmN2231E4877,172,84,88,34,18,16,110,49,61,28,17,11,53,85,20,90,28
1kmN2231E4878,31,17,14,D,D,D,20,11,9,7,D,D,D,19,D,16,D
1kmN2231E4879,10,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2231E4881,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2231E4895,203,106,97,17,8,9,134,67,67,52,31,21,70,116,93,79,14
1kmN2231E4896,58,26,32,8,D,D,37,15,22,13,7,6,16,34,24,24,D
1kmN2231E4901,75,36,39,11,5,6,50,26,24,14,5,9,30,34,D,41,13
1kmN2231E4902,78,35,43,14,8,6,45,20,25,19,7,12,29,35,17,36,11
1kmN2231E4903,23,11,12,D,D,D,20,9,11,0,0,0,D,16,D,14,D
1kmN2231E4904,108,53,55,20,6,14,76,38,38,12,D,D,27,61,17,61,D
1kmN2231E4905,9,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,D
1kmN2231E4906,5,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,D
1kmN2231E4907,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,0
1kmN2231E4921,21,10,11,D,D,D,14,9,5,D,D,D,D,D,D,D,D
1kmN2231E4925,36,16,20,5,D,D,20,7,13,11,6,5,16,15,11,15,D
1kmN2231E4926,14,7,7,0,0,0,9,D,D,5,D,D,D,D,D,D,D
1kmN2231E4928,89,47,42,8,D,D,51,24,27,30,19,11,34,47,49,26,D
1kmN2231E4930,19,12,7,0,0,0,12,D,D,7,D,D,D,D,D,D,D
1kmN2231E4931,5,D,D,0,0,0,5,D,D,0,0,0,0,D,D,D,D
1kmN2231E4932,34,16,18,D,D,D,28,10,18,D,D,D,13,17,D,19,D
1kmN2231E4947,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2231E4948,15,5,10,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2231E4950,6,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,D
1kmN2231E4951,12,7,5,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2231E4952,75,35,40,15,8,7,51,22,29,9,D,D,31,29,23,36,D
1kmN2231E4961,27,14,13,D,D,D,13,6,7,10,5,5,14,D,D,11,D
1kmN2231E4962,8,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2232E4820,22,9,13,D,D,D,16,7,9,5,D,D,14,D,D,11,D
1kmN2232E4821,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2232E4865,19,9,10,0,0,0,8,D,D,11,5,6,D,D,D,12,D
1kmN2232E4866,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2232E4874,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,0
1kmN2232E4886,D,D,D,0,0,0,0,0,0,D,D,D,0,D,0,0,D
1kmN2232E4887,D,D,D,0,0,0,0,0,0,D,D,D,D,D,D,D,0
1kmN2232E4901,86,49,37,8,D,D,53,30,23,25,15,10,31,47,19,47,12
1kmN2232E4902,185,95,90,30,10,20,120,66,54,35,19,16,54,101,31,103,21
1kmN2232E4903,119,56,63,15,5,10,92,45,47,12,6,6,43,61,17,70,17
1kmN2232E4904,1234,630,604,203,85,118,836,425,411,195,120,75,462,569,201,599,231
1kmN2232E4905,59,31,28,12,7,5,37,18,19,10,D,D,22,25,D,27,12
1kmN2232E4920,50,25,25,6,D,D,32,14,18,12,D,D,18,26,19,18,D
1kmN2232E4921,8,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2232E4922,D,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2232E4923,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2232E4927,12,7,5,0,0,0,5,D,D,7,D,D,D,D,D,D,D
1kmN2232E4928,99,61,38,10,5,5,59,32,27,30,24,6,39,50,39,36,14
1kmN2232E4929,59,32,27,9,D,D,35,17,18,15,8,7,25,25,12,23,15
1kmN2232E4930,15,7,8,D,D,D,6,D,D,8,D,D,D,D,D,D,D
1kmN2232E4948,21,12,9,11,6,5,10,D,D,0,0,0,D,D,D,D,D
1kmN2232E4949,83,36,47,22,13,9,49,17,32,12,6,6,25,36,14,41,D
1kmN2232E4950,115,59,56,25,10,15,70,38,32,20,11,9,44,46,35,45,D
1kmN2232E4951,21,12,9,D,D,D,12,6,6,6,D,D,D,D,D,D,D
1kmN2233E4820,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2233E4821,10,D,D,0,0,0,5,D,D,5,D,D,D,D,D,D,0
1kmN2233E4822,16,8,8,D,D,D,8,D,D,7,D,D,12,D,D,D,D
1kmN2233E4824,12,6,6,0,0,0,6,D,D,6,D,D,D,D,D,D,D
1kmN2233E4825,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2233E4826,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2233E4827,14,6,8,D,D,D,11,5,6,D,D,D,D,D,D,D,D
1kmN2233E4828,21,10,11,0,0,0,11,5,6,10,5,5,18,D,D,13,D
1kmN2233E4865,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2233E4866,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2233E4867,D,D,D,0,0,0,0,0,0,D,D,D,D,D,D,D,0
1kmN2233E4894,13,5,8,D,D,D,9,D,D,D,D,D,D,D,D,D,D
1kmN2233E4897,11,5,6,0,0,0,10,D,D,D,D,D,D,D,D,D,D
1kmN2233E4898,10,5,5,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2233E4900,58,28,30,11,D,D,39,17,22,8,D,D,19,27,D,30,11
1kmN2233E4901,143,60,83,21,6,15,105,48,57,17,6,11,52,69,13,79,30
1kmN2233E4902,264,127,137,35,15,20,187,92,95,42,20,22,109,120,36,147,46
1kmN2233E4903,1224,653,571,169,83,86,807,418,389,248,152,96,473,582,180,588,287
1kmN2233E4904,326,165,161,28,14,14,220,100,120,78,51,27,147,151,57,171,70
1kmN2233E4916,31,12,19,8,D,D,16,6,10,7,D,D,D,18,D,12,D
1kmN2233E4920,163,81,82,24,10,14,98,48,50,41,23,18,54,85,61,55,23
1kmN2233E4921,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,D,0
1kmN2233E4922,87,46,41,11,6,5,48,23,25,28,17,11,35,41,38,25,13
1kmN2233E4923,20,9,11,D,D,D,13,6,7,6,D,D,D,D,D,D,D
1kmN2233E4928,23,13,10,D,D,D,9,D,D,12,D,D,16,D,D,11,D
1kmN2233E4929,26,13,13,D,D,D,12,6,6,10,D,D,18,D,D,D,D
1kmN2233E4949,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2234E4818,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2234E4821,18,5,13,D,D,D,11,D,D,5,D,D,D,D,D,D,0
1kmN2234E4822,45,22,23,D,D,D,27,12,15,16,10,6,24,19,22,19,D
1kmN2234E4823,8,D,D,D,D,D,D,D,D,5,D,D,D,D,D,D,D
1kmN2234E4824,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2234E4825,65,30,35,D,D,D,43,20,23,19,8,11,44,18,13,44,D
1kmN2234E4827,31,14,17,D,D,D,22,11,11,8,D,D,24,D,D,14,D
1kmN2234E4828,34,15,19,D,D,D,16,5,11,15,8,7,22,D,D,16,11
1kmN2234E4829,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,D
1kmN2234E4830,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,D
1kmN2234E4893,61,30,31,10,5,5,46,23,23,5,D,D,12,39,D,35,D
1kmN2234E4894,293,153,140,44,21,23,177,92,85,72,40,32,117,132,88,127,34
1kmN2234E4895,8,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2234E4896,99,46,53,13,D,D,74,37,37,12,6,6,30,56,17,47,22
1kmN2234E4897,61,29,32,6,D,D,46,20,26,9,D,D,20,35,17,33,D
1kmN2234E4913,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2234E4914,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2234E4918,10,D,D,0,0,0,5,D,D,5,D,D,D,D,D,D,0
1kmN2234E4919,23,11,12,6,D,D,13,7,6,D,D,D,D,D,D,D,D
1kmN2234E4921,7,D,D,0,0,0,5,D,D,D,D,D,0,D,D,D,D
1kmN2234E4925,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2234E4928,86,41,45,8,D,D,42,23,19,36,15,21,57,21,13,44,21
1kmN2234E4929,52,25,27,D,D,D,31,14,17,20,11,9,19,32,12,25,14
1kmN2234E4936,36,17,19,D,D,D,29,13,16,D,D,D,22,11,D,15,11
1kmN2234E4937,D,D,D,0,0,0,D,D,D,D,D,D,D,0,0,D,0
1kmN2234E4938,56,23,33,D,D,D,21,7,14,33,15,18,43,11,D,30,18
1kmN2234E4939,12,6,6,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2235E4817,382,198,184,40,19,21,244,121,123,98,58,40,208,134,120,174,48
1kmN2235E4818,982,495,487,132,59,73,665,334,331,185,102,83,435,415,314,445,91
1kmN2235E4819,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2235E4824,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,D
1kmN2235E4826,19,7,12,D,D,D,15,5,10,D,D,D,11,D,D,D,D
1kmN2235E4829,14,6,8,0,0,0,9,D,D,5,D,D,D,D,0,D,D
1kmN2235E4898,13,D,D,D,D,D,8,D,D,D,D,D,D,D,D,D,D
1kmN2235E4899,47,26,21,D,D,D,35,19,16,9,D,D,22,22,14,24,D
1kmN2235E4900,85,45,40,12,5,7,58,32,26,15,8,7,34,39,26,37,D
1kmN2235E4901,130,59,71,20,6,14,85,40,45,25,13,12,45,65,24,63,23
1kmN2235E4902,75,39,36,6,D,D,49,23,26,20,13,7,37,32,18,35,16
1kmN2235E4903,21,12,9,D,D,D,13,7,6,5,D,D,D,D,D,13,D
1kmN2235E4904,130,58,72,25,9,16,81,36,45,24,13,11,51,54,20,69,16
1kmN2235E4905,18,7,11,D,D,D,12,5,7,D,D,D,12,D,D,D,D
1kmN2235E4906,386,198,188,52,26,26,250,130,120,84,42,42,167,167,86,180,68
1kmN2235E4907,1226,637,589,213,106,107,796,418,378,217,113,104,446,567,225,598,190
1kmN2235E4908,106,53,53,13,6,7,73,37,36,20,10,10,56,37,23,50,20
1kmN2235E4911,D,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,D
1kmN2235E4912,46,26,20,D,D,D,26,12,14,16,D,D,22,20,18,19,D
1kmN2235E4916,15,9,6,5,D,D,10,D,D,0,0,0,D,D,D,D,D
1kmN2235E4917,26,13,13,D,D,D,18,9,9,6,D,D,D,14,12,D,D
1kmN2235E4920,8,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,D
1kmN2235E4921,65,32,33,D,D,D,41,19,22,20,12,8,12,49,20,33,D
1kmN2235E4925,25,7,18,D,D,D,17,D,D,6,D,D,D,13,D,14,D
1kmN2235E4926,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2235E4936,131,69,62,21,8,13,81,43,38,29,18,11,74,36,24,58,28
1kmN2235E4937,128,68,60,24,11,13,70,43,27,34,14,20,70,34,23,54,27
1kmN2235E4938,101,47,54,16,5,11,69,35,34,16,7,9,52,33,18,53,14
1kmN2235E4939,58,27,31,13,D,D,32,18,14,13,5,8,30,15,D,19,16
1kmN2235E4943,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2236E4817,7,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,D
1kmN2236E4818,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,D
1kmN2236E4820,8,D,D,D,D,D,5,D,D,0,0,0,D,D,D,D,D
1kmN2236E4821,7,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2236E4822,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2236E4829,5,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,D
1kmN2236E4830,12,6,6,0,0,0,7,D,D,5,D,D,D,D,0,D,D
1kmN2236E4900,49,23,26,D,D,D,37,16,21,8,D,D,23,22,13,27,D
1kmN2236E4901,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2236E4905,22,12,10,6,D,D,10,D,D,6,D,D,D,D,D,D,0
1kmN2236E4906,50,28,22,9,D,D,34,19,15,7,D,D,20,21,D,27,D
1kmN2236E4907,177,84,93,27,12,15,119,58,61,31,14,17,72,78,31,95,24
1kmN2236E4908,281,147,134,45,21,24,178,94,84,58,32,26,105,131,66,127,43
1kmN2236E4910,23,13,10,7,D,D,13,7,6,D,D,D,D,11,0,15,D
1kmN2236E4911,54,25,29,9,D,D,34,17,17,11,D,D,16,29,22,19,D
1kmN2236E4916,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2236E4917,18,11,7,D,D,D,11,D,D,D,D,D,D,14,D,D,D
1kmN2236E4920,142,72,70,21,14,7,88,40,48,33,18,15,36,85,47,50,24
