IDENTIFIER,ESTABLISHMENTS - TOTAL,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,NUMBER OF PERMANENT BEDS,TOTAL ARRIVALS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_AUSTRIAN TOURISTS,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,TOTAL NIGHTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_AUSTRIAN TOURISTS,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS
1kmN2231E4866,246,493,1259,9682,906,8776,680,1659,492,830,77475,5945,71530,6538,17871,3297,8558
1kmN2231E4868,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4869,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4874,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4876,3,5,16,92,12,80,3,14,6,8,990,116,874,24,208,38,96
1kmN2231E4877,315,828,2470,16613,997,15616,1104,2625,635,2154,154515,7711,146804,10663,29892,5651,22609
1kmN2231E4878,2,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4895,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4901,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4902,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4904,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4905,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4906,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4921,39,136,319,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4925,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4928,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4930,4,18,44,414,3,411,1,4,16,9,2935,20,2915,3,12,86,49
1kmN2231E4931,3,14,43,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2231E4934,7,13,36,322,68,254,12,34,9,2,2515,318,2197,103,289,73,14
1kmN2232E4820,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4865,5,11,30,227,6,221,11,91,4,6,2261,42,2219,140,1105,32,98
1kmN2232E4866,1,2,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4867,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4870,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4871,1,2,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4886,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4887,1,4,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4901,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4902,3,5,14,74,7,67,1,15,5,2,562,39,523,2,175,32,22
1kmN2232E4903,2,12,26,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4904,20,136,381,4729,560,4169,98,224,136,210,29887,3164,26723,749,2015,823,1503
1kmN2232E4905,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4927,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4929,35,112,304,2228,157,2071,91,104,29,95,17405,906,16499,657,777,257,989
1kmN2232E4930,4,12,30,255,24,231,0,5,7,12,1999,179,1820,0,50,78,78
1kmN2232E4949,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2232E4950,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4820,3,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4821,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4822,5,11,27,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4824,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4825,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4826,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4827,12,28,77,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4869,2,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4897,2,4,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4900,2,6,19,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2233E4901,4,8,26,256,29,227,10,14,21,2,1395,170,1225,84,74,137,10
1kmN2233E4902,151,395,1197,9180,725,8455,313,807,498,875,56138,4390,51748,2798,6729,2669,8400
1kmN2233E4903,258,1196,2833,58653,6914,51739,1009,2667,1451,1882,225639,33480,192159,4969,14281,6272,11404
1kmN2233E4904,8,16,34,799,15,784,20,45,20,3,2778,62,2716,107,195,69,13
1kmN2233E4916,21,75,168,1273,62,1211,43,172,7,88,12017,502,11515,392,1917,35,862
1kmN2233E4929,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4823,2,6,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4825,8,12,34,275,37,238,16,29,14,7,1954,495,1459,154,196,119,49
1kmN2234E4827,75,163,474,3668,538,3130,133,247,356,634,29390,4017,25373,1099,1987,2870,6809
1kmN2234E4828,19,27,90,498,102,396,23,39,28,70,4122,957,3165,162,398,190,876
1kmN2234E4829,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4893,2,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4894,15,31,85,363,61,302,10,41,25,40,3048,510,2538,104,467,210,397
1kmN2234E4895,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4896,69,145,448,2613,205,2408,78,279,123,699,22706,1619,21087,747,2912,1046,7517
1kmN2234E4897,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4913,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4914,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4918,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4928,7,20,48,325,20,305,0,25,0,0,2503,311,2192,0,392,0,0
1kmN2234E4929,34,138,354,3066,116,2950,35,115,34,73,24024,1006,23018,287,1196,194,652
1kmN2234E4936,17,49,147,1203,20,1183,41,109,28,43,9119,182,8937,291,997,153,335
1kmN2234E4937,1,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2234E4938,22,62,165,1569,42,1527,33,134,8,23,11815,287,11528,236,1200,32,205
1kmN2234E4939,5,15,35,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4817,21,58,140,1604,376,1228,37,94,51,116,10441,2257,8184,320,774,282,1062
1kmN2235E4818,168,584,1650,15603,5201,10402,367,662,394,1648,95872,28693,67179,2875,4549,2613,11793
1kmN2235E4828,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4829,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4898,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4899,11,60,137,857,55,802,14,54,44,106,6321,372,5949,138,498,173,1011
1kmN2235E4900,58,477,1290,6469,420,6049,268,707,86,1960,64906,3985,60921,2762,7256,704,22360
1kmN2235E4901,13,42,95,693,32,661,25,73,9,84,6223,252,5971,179,795,46,703
1kmN2235E4902,59,219,466,3860,279,3581,49,247,55,169,29667,1583,28084,365,2150,342,1720
1kmN2235E4903,2,52,154,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4904,2,9,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4906,14,44,96,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4907,366,2692,6462,71328,5217,66111,2598,9824,1885,4569,500772,28651,472121,17530,76118,10040,34829
1kmN2235E4908,14,59,123,965,34,931,12,36,37,28,7590,184,7406,52,295,330,225
1kmN2235E4912,3,5,12,44,15,29,1,0,0,0,305,94,211,6,0,0,0
1kmN2235E4928,2,5,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4929,2,3,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4936,27,105,251,2350,45,2305,22,211,82,68,18312,327,17985,156,2082,456,747
1kmN2235E4937,18,59,155,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2235E4938,45,254,716,6299,196,6103,114,340,114,147,43747,1245,42502,589,2908,861,928
1kmN2235E4939,20,61,156,1825,30,1795,25,86,16,27,12529,246,12283,155,678,80,192
1kmN2236E4820,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4830,44,126,377,2207,298,1909,91,154,123,445,20541,3377,17164,853,1408,1314,4926
1kmN2236E4899,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4900,9,42,111,908,39,869,58,115,15,112,6856,138,6718,478,1093,66,1086
1kmN2236E4901,1,4,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4905,10,41,86,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4907,16,52,109,1023,58,965,9,70,20,35,8195,438,7757,39,705,100,274
1kmN2236E4908,22,104,223,2020,145,1875,13,135,30,45,17284,1347,15937,160,1439,130,332
1kmN2236E4910,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4911,45,257,638,5735,342,5393,205,1185,159,484,42954,2065,40889,1448,9038,745,4717
1kmN2236E4920,5,12,24,131,20,111,4,9,0,7,1410,347,1063,42,86,0,84
1kmN2236E4924,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2236E4936,1,5,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2237E4823,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2237E4825,161,470,1126,16835,5045,11790,158,517,525,1841,78418,22565,55853,958,2707,2324,11498
1kmN2237E4826,53,87,244,2424,351,2073,46,104,98,58,13558,2472,11086,342,531,730,326
1kmN2237E4908,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2237E4917,3,11,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2237E4918,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2237E4933,12,25,67,559,3,556,72,136,6,0,4949,28,4921,629,1404,37,0
1kmN2238E4820,3,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2238E4825,12,24,61,884,194,690,4,40,28,26,3816,876,2940,15,206,153,223
1kmN2238E4826,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2238E4827,5,13,30,225,56,169,9,11,31,48,2066,483,1583,96,126,320,520
1kmN2238E4919,13,34,76,380,5,375,0,26,5,12,4125,41,4084,0,249,25,124
1kmN2238E4932,6,22,58,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2239E4824,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2239E4825,9,16,43,354,66,288,15,7,35,77,3284,630,2654,133,71,374,1036
1kmN2239E4894,2,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2239E4910,5,21,64,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2239E4911,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2239E4913,8,142,309,6414,713,5701,134,252,30,431,42228,3119,39109,823,2351,167,2126
1kmN2239E4914,62,207,468,3938,193,3745,50,169,55,79,28476,1375,27101,319,1469,331,600
1kmN2239E4915,24,75,184,2214,49,2165,132,391,58,114,18260,320,17940,1224,3321,418,848
1kmN2240E4894,2,8,17,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2240E4895,43,244,591,5778,182,5596,412,1353,212,1384,50703,1390,49313,3988,12103,1130,15038
1kmN2240E4905,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2240E4906,10,34,99,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2240E4913,6,18,35,236,5,231,0,27,0,6,2161,48,2113,0,345,0,48
1kmN2240E4914,24,78,199,1740,73,1667,10,54,22,14,11943,258,11685,133,322,62,100
1kmN2240E4931,46,102,276,2611,74,2537,57,322,11,285,21976,477,21499,524,3485,59,1975
1kmN2241E4931,16,43,115,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2242E4938,2,104,302,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2243E4929,2,6,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2243E4930,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2243E4938,1,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2243E4939,1,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2243E4940,1,6,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2244E4867,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2245E4930,5,13,31,184,10,174,14,63,2,6,1422,17,1405,80,554,8,52
1kmN2245E4935,7,15,37,123,11,112,2,13,1,8,1015,74,941,14,180,4,50
1kmN2246E4927,15,57,145,952,222,730,17,64,27,99,3848,593,3255,28,305,113,317
1kmN2246E4928,3,6,16,29,13,16,0,2,1,1,90,47,43,0,5,1,1
1kmN2246E4930,2,7,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2246E4931,3,4,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2247E4865,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2247E4926,21,48,126,933,157,776,21,166,73,42,3880,497,3383,135,1302,196,156
1kmN2247E4928,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2248E4857,29,125,307,2058,59,1999,114,208,29,255,17046,482,16564,842,1832,152,2324
1kmN2248E4859,20,80,265,3343,86,3257,246,849,83,352,25608,742,24866,1839,5966,489,3416
1kmN2248E4861,10,25,74,427,18,409,10,13,8,36,4752,173,4579,77,124,77,627
1kmN2248E4862,72,266,832,6084,212,5872,94,248,94,964,55172,1809,53363,913,2819,698,9769
1kmN2248E4864,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2248E4865,14,40,112,903,29,874,101,177,37,227,9108,269,8839,932,1817,377,2454
1kmN2248E4866,75,276,779,4774,196,4578,332,796,222,980,40555,1568,38987,2893,7395,1524,9907
1kmN2248E4867,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2248E4925,4,17,49,486,13,473,32,184,16,8,1854,38,1816,103,832,30,36
1kmN2248E4926,11,20,51,471,22,449,7,47,18,11,2281,80,2201,31,295,48,50
1kmN2248E4945,8,98,238,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2249E4857,8,26,70,412,19,393,13,30,6,21,3375,171,3204,126,254,72,277
1kmN2249E4869,4,4,18,720,16,704,17,81,28,13,2457,69,2388,92,301,74,92
1kmN2249E4884,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2249E4886,3,4,14,80,1,79,7,6,0,1,684,7,677,106,42,0,14
1kmN2249E4887,84,231,645,4376,134,4242,126,296,125,478,36323,1110,35213,1094,2782,631,4704
1kmN2249E4890,4,4,15,104,0,104,7,12,2,5,1519,0,1519,70,124,33,46
1kmN2249E4891,2,3,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2249E4893,3,10,26,181,2,179,2,0,0,16,1916,14,1902,10,0,0,207
1kmN2249E4923,2,6,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2249E4926,3,10,27,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4841,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4849,29,150,328,3906,119,3787,201,324,250,346,19504,612,18892,1679,2816,1686,3074
1kmN2250E4851,13,27,71,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4864,10,21,55,344,3,341,23,55,8,0,2631,55,2576,241,549,70,0
1kmN2250E4871,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4885,2,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4893,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2250E4919,18,108,236,3156,57,3099,35,140,11,10,20501,350,20151,145,1017,35,45
1kmN2250E4942,1,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4844,8,32,84,1556,33,1523,9,61,39,19,6562,219,6343,74,293,206,125
1kmN2251E4845,748,3305,7895,180489,6673,173816,2615,6718,6451,3938,608888,22166,586722,14110,36612,30127,27191
1kmN2251E4846,6,19,51,587,7,580,21,15,59,1,2529,132,2397,69,59,329,1
1kmN2251E4849,13,72,193,1183,24,1159,60,117,72,140,7660,121,7539,465,972,434,1470
1kmN2251E4862,7,13,35,157,0,157,19,18,6,12,1763,0,1763,169,253,102,72
1kmN2251E4863,2,5,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4864,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4874,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4877,2,2,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4886,1,2,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4889,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4890,2,2,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4891,1,6,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4905,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2251E4919,243,1651,3760,51715,2979,48736,838,2818,399,2592,314396,11536,302860,4232,16752,1648,10655
1kmN2252E4844,15,42,119,1337,28,1309,31,69,59,2,6134,176,5958,182,573,391,10
1kmN2252E4845,9,27,61,772,11,761,30,43,30,9,3672,55,3617,233,367,146,101
1kmN2252E4852,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4859,10,18,46,377,7,370,12,91,31,12,2434,37,2397,78,904,188,88
1kmN2252E4860,3,4,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4861,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4862,6,15,51,275,29,246,13,17,20,41,2665,445,2220,92,196,136,543
1kmN2252E4865,37,79,214,1823,121,1702,47,195,192,72,11543,823,10720,343,1450,1222,583
1kmN2252E4866,216,1372,3459,36891,3884,33007,1292,3685,1637,4546,241584,23052,218532,9647,28942,10077,36793
1kmN2252E4867,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4875,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4881,26,85,226,1408,71,1337,72,127,68,427,12422,583,11839,704,1125,636,4194
1kmN2252E4890,1,2,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4891,10,31,91,611,14,597,4,15,12,200,6193,88,6105,40,201,104,2362
1kmN2252E4892,4,6,23,95,0,95,8,2,2,23,1226,0,1226,100,16,8,276
1kmN2252E4893,3,11,31,183,4,179,2,0,0,14,1629,48,1581,14,0,0,122
1kmN2252E4894,1,5,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4906,69,261,697,6197,397,5800,331,985,370,508,46407,2752,43655,2802,7542,2270,5213
1kmN2252E4907,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2252E4915,28,130,302,2309,36,2273,9,87,6,24,16656,244,16412,55,699,26,204
1kmN2252E4916,36,130,334,3074,75,2999,76,179,29,112,23117,509,22608,590,1503,153,875
1kmN2252E4917,87,279,696,6337,101,6236,40,134,20,77,49533,946,48587,219,1153,119,650
1kmN2252E4918,10,32,77,874,3,871,4,29,0,8,7245,9,7236,34,341,0,61
1kmN2253E4844,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4856,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4857,2,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4858,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4859,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4864,1,4,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4865,9,21,57,408,21,387,20,46,14,43,3188,158,3030,214,489,100,447
1kmN2253E4866,4,5,14,77,2,75,3,10,3,2,647,23,624,36,78,15,26
1kmN2253E4881,1,6,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4887,1,1,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4890,1,2,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2253E4914,23,79,189,1649,37,1612,29,148,3,35,13319,241,13078,242,1509,22,305
1kmN2253E4915,88,456,1224,10909,326,10583,134,847,273,378,69648,2226,67422,623,4338,1008,2524
1kmN2254E4844,2,10,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2254E4845,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2254E4849,17,38,98,771,19,752,38,73,62,28,5230,112,5118,358,628,362,263
1kmN2254E4857,14,26,71,478,72,406,7,47,69,23,3126,456,2670,59,498,389,199
1kmN2254E4858,213,1050,2541,33255,5567,27688,426,1242,1313,2577,196418,31423,164995,3146,9203,7591,17927
1kmN2254E4863,22,57,152,1178,93,1085,39,130,76,71,8921,732,8189,382,1239,490,640
1kmN2254E4864,102,627,1611,17154,1613,15541,941,2070,721,2850,133424,13018,120406,8843,22926,5225,22567
1kmN2254E4913,95,531,1429,19397,4082,15315,375,1939,142,520,119787,16457,103330,2662,15505,754,3847
1kmN2254E4914,15,54,126,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2255E4910,8,26,56,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2255E4911,18,73,179,1797,21,1776,12,124,22,32,12167,125,12042,55,1075,132,215
1kmN2255E4912,83,785,1800,29096,464,28632,366,2757,225,769,183829,2389,181440,2080,14364,551,4099
1kmN2255E4913,1,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2255E4925,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2256E4857,16,28,89,651,20,631,14,98,39,10,4781,109,4672,103,872,286,64
1kmN2256E4860,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2256E4861,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2256E4862,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2256E4863,46,127,365,2005,84,1921,92,277,73,299,19044,810,18234,835,3209,641,3384
1kmN2256E4910,42,187,443,4482,64,4418,28,88,18,27,30873,445,30428,133,697,148,201
1kmN2256E4911,52,261,613,6469,198,6271,37,145,12,77,44408,1062,43346,198,1222,65,496
