x,y,TOTAL_ESTA,ARRIVALS_T,ARRIVALS_D,ARRIVALS_F,ARRIVALS_G,ARRIVALS_S,ARRIVALS_I,ARRIVALS_A,NIGHTS_TOT,NIGHTS_DOM,NIGHTS_FOR,NIGHTS_Ger,NIGHTS_Slo,NIGHTS_Ita,NIGHTS_Aus
4745000,2350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2354000,6,156,8,148,18,0,13,8,1260,88,1172,215,0,115,118
4745000,2363000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2364000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2368000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2375000,4,147,7,140,45,0,3,0,729,21,708,194,0,6,0
4745000,2400000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2405000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2426000,3,205,21,184,25,0,8,3,481,35,446,67,0,14,3
4745000,2458000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2488000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4745000,2489000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2335000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2336000,27,833,114,719,111,266,12,39,7808,961,6847,1380,2626,145,339
4746000,2340000,14,1941,165,1776,282,287,82,301,10933,1352,9581,1577,2188,340,1452
4746000,2341000,38,3384,440,2944,332,1047,23,301,27910,4202,23708,3492,8695,152,2475
4746000,2342000,28,1481,177,1304,334,57,53,73,10736,1168,9568,3309,420,460,510
4746000,2353000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2354000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2357000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2363000,5,92,18,74,28,3,3,4,729,124,605,294,30,14,16
4746000,2374000,6,388,8,380,62,35,26,51,2889,40,2849,532,213,215,363
4746000,2423000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2476000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2489000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2490000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2499000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2506000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2526000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746000,2531000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2335000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2340000,78,4348,735,3613,645,799,53,159,35030,5098,29932,6664,6237,479,1619
4747000,2341000,181,10566,1597,8969,1921,1171,209,795,76977,10711,66266,18455,8749,1529,4508
4747000,2342000,23,4431,1656,2775,581,207,215,424,14514,3506,11008,3639,799,528,1207
4747000,2352000,10,314,30,284,128,0,16,20,2393,143,2250,1217,0,72,162
4747000,2354000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2357000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2367000,10,560,193,367,31,92,15,17,4098,1220,2878,328,674,170,109
4747000,2373000,4,466,10,456,96,36,17,18,2114,28,2086,557,192,41,72
4747000,2404000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2492000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2517000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747000,2519000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2315000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2335000,44,2118,50,2068,245,1043,41,147,19269,361,18908,2493,9535,416,1469
4748000,2340000,52,3018,431,2587,381,540,74,129,24847,3026,21821,3906,4775,463,1056
4748000,2341000,8,292,37,255,72,16,23,6,2166,220,1946,870,81,165,36
4748000,2342000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2351000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2366000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2367000,132,5477,493,4984,1217,677,261,182,45655,3593,42062,12768,5338,2185,1419
4748000,2396000,14,4761,1658,3103,225,125,1493,43,8977,4282,4695,338,433,1758,104
4748000,2408000,6,1162,425,737,92,24,147,39,2795,1171,1624,139,31,331,57
4748000,2456000,6,281,25,256,50,0,36,3,897,65,832,296,0,67,11
4748000,2492000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2496000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2515000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4748000,2519000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2330000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2334000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2340000,14,1109,82,1027,267,133,30,91,7774,565,7209,2395,1060,166,443
4749000,2350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2358000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2373000,37,8900,377,8523,2031,2534,421,358,54952,2759,52193,10488,20834,1673,2102
4749000,2431000,3,397,2,395,28,3,44,2,652,2,650,44,30,59,4
4749000,2480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2492000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2493000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2494000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2498000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2510000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2514000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749000,2516000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2333000,29,1110,78,1032,59,780,5,12,10314,605,9709,708,7367,47,91
4750000,2334000,6,350,46,304,59,175,4,13,2947,318,2629,640,1441,42,111
4750000,2341000,4,178,2,176,83,3,0,17,1424,24,1400,758,42,0,101
4750000,2342000,10,487,22,465,191,8,2,64,4027,164,3863,1835,56,14,450
4750000,2349000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2355000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2359000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2403000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2447000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2470000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2494000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750000,2498000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2329000,3,54,0,54,2,9,10,15,542,0,542,14,81,119,182
4751000,2332000,19,728,107,621,81,185,25,47,6379,857,5522,940,1765,256,320
4751000,2333000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2341000,14,597,30,567,263,16,25,36,5275,150,5125,2802,106,178,241
4751000,2342000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2355000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2359000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2364000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2372000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2430000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2495000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751000,2517000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2331000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2332000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2333000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2336000,9,528,9,519,83,251,0,35,5364,57,5307,1061,2708,0,334
4752000,2337000,130,7122,813,6309,679,1620,145,251,56740,5186,51554,6900,14230,820,2032
4752000,2340000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2372000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2446000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2506000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2510000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752000,2511000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2309000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2329000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2330000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2331000,63,3078,483,2595,223,1598,99,212,29985,5836,24149,2261,14790,957,1743
4753000,2332000,3,112,14,98,2,66,9,4,991,142,849,34,543,116,16
4753000,2335000,6,258,26,232,11,4,5,17,1834,122,1712,113,28,27,114
4753000,2336000,8,384,18,366,100,24,17,52,3187,129,3058,1007,137,78,532
4753000,2338000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2339000,4,242,20,222,92,6,12,16,1695,51,1644,729,38,88,148
4753000,2344000,12,551,11,540,162,4,21,55,3829,77,3752,1572,16,145,310
4753000,2357000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2371000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2372000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753000,2446000,4,727,20,707,42,3,54,3,1335,34,1301,88,5,80,7
4753000,2509000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2328000,3,75,13,62,0,11,0,0,962,157,805,0,146,0,0
4754000,2329000,71,3916,466,3450,249,2053,165,164,34057,3748,30309,2733,18099,1087,1373
4754000,2330000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2331000,10,426,52,374,46,174,14,43,3618,367,3251,336,1539,56,302
4754000,2333000,3,159,104,55,5,21,0,0,1328,813,515,51,216,0,0
4754000,2334000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2339000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2352000,8,559,15,544,166,1,22,61,4118,43,4075,1645,1,96,426
4754000,2357000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2362000,13,520,25,495,161,6,26,22,3207,63,3144,1573,52,108,83
4754000,2370000,8,2565,111,2454,811,170,66,142,11880,491,11389,3972,1016,173,688
4754000,2430000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2432000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2445000,7,1313,53,1260,129,16,149,12,2273,128,2145,255,16,264,20
4754000,2494000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2501000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2502000,3,963,178,785,127,19,31,77,1332,299,1033,149,25,34,90
4754000,2504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2535000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2541000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754000,2576000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2328000,6,149,13,136,31,63,2,0,1315,88,1227,386,523,8,0
4755000,2329000,16,913,45,868,46,677,16,25,8411,323,8088,576,6284,148,255
4755000,2333000,148,7661,835,6826,641,2221,115,471,63581,6887,56694,7253,18758,1502,4052
4755000,2341000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2369000,290,51442,3360,48082,10133,3951,1410,3271,284521,13771,270750,57273,19549,5388,15927
4755000,2371000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2430000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2444000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2490000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2497000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2500000,5,937,181,756,77,13,29,26,1418,339,1079,147,16,36,37
4755000,2501000,22,11188,1761,9427,1002,169,296,365,16014,3573,12441,1535,315,428,440
4755000,2502000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2573000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755000,2574000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2327000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2328000,109,4023,590,3433,509,1108,87,367,34380,4088,30292,5122,10293,699,3108
4756000,2332000,37,7386,855,6531,271,962,44,110,57500,5748,51752,2785,8027,541,899
4756000,2333000,18,713,108,605,187,110,20,72,7587,747,6840,2891,892,275,966
4756000,2337000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2345000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2358000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2359000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2368000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2369000,6,167,31,136,18,0,0,18,1217,189,1028,197,0,0,167
4756000,2430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2476000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2499000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2502000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2508000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756000,2509000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2327000,24,1131,161,970,74,451,5,56,9679,1221,8458,872,3960,26,588
4757000,2328000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2331000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2332000,184,32689,9153,23536,2254,6932,171,627,226813,56878,169935,21247,51012,822,4592
4757000,2333000,13,388,113,275,56,34,1,12,2899,683,2216,534,258,7,73
4757000,2337000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2340000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2365000,37,2482,156,2326,418,159,97,108,14824,720,14104,3109,978,538,595
4757000,2368000,29,2493,142,2351,436,227,55,258,16861,852,16009,4215,1496,254,1681
4757000,2463000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2494000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2497000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2498000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757000,2530000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2323000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2326000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2329000,45,42765,6168,36597,4136,2922,1873,3609,147429,19703,127726,17431,17006,4685,13957
4758000,2330000,166,9599,2056,7543,781,1220,184,540,63924,13874,50050,6754,8208,1263,3151
4758000,2331000,48,3795,445,3350,442,397,22,163,28257,2847,25410,4545,2787,200,1164
4758000,2332000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2336000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2339000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2346000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2358000,3,68,0,68,32,4,5,0,663,0,663,401,20,55,0
4758000,2359000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2360000,92,9149,1028,8121,2366,679,278,358,44995,5822,39173,17237,4733,911,1880
4758000,2361000,4,155,17,138,71,9,0,15,1170,72,1098,674,78,0,100
4758000,2364000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2365000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2367000,37,6870,218,6652,2367,448,305,457,35610,1245,34365,12861,2278,984,2336
4758000,2368000,72,5325,454,4871,913,267,94,424,35603,2468,33135,8125,1703,450,2983
4758000,2430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2464000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2465000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2469000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758000,2474000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2328000,26,1834,216,1618,204,302,17,44,14512,1657,12855,2094,2455,192,419
4759000,2329000,64,10273,2762,7511,763,1974,287,449,59102,13521,45581,5426,12089,1464,2169
4759000,2330000,351,85821,14758,71063,7977,16163,1661,3466,547686,72506,475180,63359,117623,9835,21565
4759000,2331000,35,2018,364,1654,236,160,23,79,15180,2202,12978,2243,1024,92,549
4759000,2357000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2358000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2360000,3,162,5,157,67,18,2,3,1186,31,1155,567,119,2,13
4759000,2367000,19,785,92,693,164,71,9,37,5877,616,5261,1543,398,42,263
4759000,2368000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2460000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2462000,8,2107,132,1975,91,5,85,32,3380,217,3163,149,5,270,50
4759000,2464000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2496000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2524000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2529000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759000,2536000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2328000,13,710,170,540,61,72,12,20,5629,1442,4187,559,512,77,148
4760000,2329000,11,567,179,388,37,70,1,20,3193,1021,2172,328,428,2,82
4760000,2330000,7,324,143,181,20,19,3,4,2225,998,1227,218,130,17,16
4760000,2331000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2340000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2345000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2348000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2357000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2360000,6,368,27,341,74,167,4,11,3074,187,2887,780,1324,34,56
4760000,2367000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2368000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2439000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2460000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2461000,64,17108,1409,15699,664,96,786,273,24799,2134,22665,1174,128,1218,471
4760000,2462000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2463000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2495000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2521000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2535000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2568000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4760000,2584000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2328000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2330000,3,140,18,122,41,2,8,0,1256,137,1119,474,14,92,0
4761000,2336000,3,199,0,199,72,0,0,6,2023,0,2023,791,0,0,84
4761000,2341000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2344000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2345000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2361000,5,223,8,215,89,6,0,38,1805,28,1777,766,38,0,254
4761000,2363000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2367000,3,97,0,97,47,12,0,7,954,0,954,579,94,0,69
4761000,2458000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2462000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2463000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2464000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2492000,3,343,95,248,8,0,41,0,466,171,295,8,0,52,0
4761000,2493000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2521000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2526000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2528000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2578000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761000,2580000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2327000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2335000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2336000,14,617,155,462,145,17,11,49,5224,1110,4114,1618,202,79,288
4762000,2338000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2340000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2341000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2351000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2361000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2440000,4,1290,26,1264,129,5,119,34,2061,35,2026,292,7,197,71
4762000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2539000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762000,2548000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2321000,4,127,24,103,12,29,10,11,943,142,801,135,195,54,35
4763000,2327000,337,56646,5753,50893,9779,13102,2122,3733,431651,42616,389035,85603,97494,15605,28080
4763000,2328000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2335000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2337000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2338000,3,50,23,27,1,0,0,0,241,163,78,2,0,0,0
4763000,2355000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2431000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2437000,21,9906,400,9506,531,52,351,228,15523,627,14896,1075,86,627,405
4763000,2439000,15,3936,35,3901,377,23,370,84,6228,52,6176,754,26,544,137
4763000,2440000,8,1937,16,1921,197,7,272,27,3514,25,3489,375,11,545,43
4763000,2448000,4,663,65,598,63,0,56,29,1381,111,1270,205,0,93,73
4763000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2460000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2538000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2540000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2566000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2570000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763000,2571000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2327000,58,3282,361,2921,328,353,11,85,25307,2566,22741,3019,2419,117,598
4764000,2350000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2357000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2358000,50,5493,484,5009,1498,452,154,347,27450,2119,25331,9836,2003,505,1603
4764000,2385000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2437000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2438000,16,9062,115,8947,682,23,466,252,13201,165,13036,1265,28,707,423
4764000,2439000,7,3358,23,3335,286,26,267,74,4927,39,4888,534,34,391,130
4764000,2440000,10,1942,23,1919,202,4,140,29,4028,47,3981,493,4,253,51
4764000,2442000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2443000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2459000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2462000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2527000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2533000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2537000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2538000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2539000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764000,2547000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2333000,5,490,101,389,122,21,60,33,2345,227,2118,1142,68,222,147
4765000,2354000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2357000,5,149,10,139,45,4,0,5,919,49,870,332,28,0,20
4765000,2358000,4,195,9,186,32,37,13,23,1198,57,1141,245,294,61,140
4765000,2361000,155,7705,539,7166,2612,498,106,376,62783,3429,59354,27613,3636,650,2834
4765000,2367000,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2382000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2434000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2439000,4,1630,18,1612,149,10,148,31,2607,22,2585,269,13,220,65
4765000,2440000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2441000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2442000,25,16024,658,15366,900,59,937,368,24419,1175,23244,1837,65,1562,646
4765000,2443000,10,3162,40,3122,249,34,464,70,4887,65,4822,484,45,742,125
4765000,2447000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2451000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2452000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2460000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2531000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2532000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2534000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765000,2537000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
